A;050;20050316 11:07;PBARBER;
B;050;484524;1;20050316 11:07;;;523;AFFLECK ST;ALBURY;2640;3490;M;20041204;20050131;585000;A;R;RESIDENCE;;AB;;0;AB302835;
C;050;484524;1;20050316 11:07;664/753326;
D;050;484524;1;20050316 11:07;P;;;;;;
D;050;484524;1;20050316 11:07;V;;;;;;
B;050;484999;2;20050316 11:07;;;353;AMATEX ST;ALBURY;2640;;;20050114;20050215;230000;A;R;RESIDENCE;;AE;;0;AB312786;
C;050;484999;2;20050316 11:07;10/37880;
D;050;484999;2;20050316 11:07;P;;;;;;
D;050;484999;2;20050316 11:07;V;;;;;;
D;050;484999;2;20050316 11:07;V;;;;;;
B;050;485195;3;20050316 11:07;;;294;BALSTON ST;LAVINGTON;2641;676.6;M;20041220;20050120;161000;A;R;RESIDENCE;;AU;;0;AB303227;
C;050;485195;3;20050316 11:07;63/240987;
D;050;485195;3;20050316 11:07;P;;;;;;
D;050;485195;3;20050316 11:07;V;;;;;;
B;050;486111;4;20050316 11:07;;;62;BORELLA RD;ALBURY;2640;942.2;M;20040123;20050221;300000;A;R;RESIDENCE;;AG;;0;AB313136;
C;050;486111;4;20050316 11:07;2/528006;
D;050;486111;4;20050316 11:07;P;;;;;;
D;050;486111;4;20050316 11:07;V;;;;;;
B;050;486199;5;20050316 11:07;;;104;BORONIA ST;ALBURY;2640;1912;M;20041008;20041109;275000;I;3;WAREHOUSE;;DB;;0;AB293732;
C;050;486199;5;20050316 11:07;23/606918;
D;050;486199;5;20050316 11:07;P;;;;;;
D;050;486199;5;20050316 11:07;V;;;;;;
B;050;486648;6;20050316 11:07;;;11;BULLER CRES;THURGOONA;2640;810.2;M;20040913;20041019;162000;A;R;RESIDENCE;;AQ;;0;AB302001;
C;050;486648;6;20050316 11:07;43/258003;
D;050;486648;6;20050316 11:07;P;;;;;;
D;050;486648;6;20050316 11:07;V;;;;;;
D;050;486648;6;20050316 11:07;V;;;;;;
B;050;486919;7;20050316 11:07;;;1082;CALIMO ST;NORTH ALBURY;2640;663.9;M;20050111;20050203;182500;A;R;RESIDENCE;;AJ;;0;AB309296;
C;050;486919;7;20050316 11:07;16/235746;
D;050;486919;7;20050316 11:07;P;;;;;;
D;050;486919;7;20050316 11:07;P;;;;;;
D;050;486919;7;20050316 11:07;V;;;;;;
D;050;486919;7;20050316 11:07;V;;;;;;
B;050;487229;8;20050316 11:07;;;638;CARRINGTON ST;ALBURY;2640;;;20040521;20041001;395000;A;R;RESIDENCE;;AA;;0;AB306953;
C;050;487229;8;20050316 11:07;4/726139;
D;050;487229;8;20050316 11:07;P;;;;;;
D;050;487229;8;20050316 11:07;P;;;;;;
D;050;487229;8;20050316 11:07;V;;;;;;
B;050;487391;9;20050316 11:07;;;759;CENTAUR RD;LAVINGTON;2641;809.4;M;20040616;20050211;108000;A;R;RESIDENCE;;AX;;0;AB315488;
C;050;487391;9;20050316 11:07;3/363825;
D;050;487391;9;20050316 11:07;P;;;;;;
D;050;487391;9;20050316 11:07;V;;;;;;
D;050;487391;9;20050316 11:07;V;;;;;;
B;050;487703;10;20050316 11:07;;;8;CLEM DR;LAVINGTON;2641;803.1;M;20041123;20050204;350000;A;R;RESIDENCE;;AN;;0;AB313090;
C;050;487703;10;20050316 11:07;46/1005076;
D;050;487703;10;20050316 11:07;P;;;;;;
D;050;487703;10;20050316 11:07;V;;;;;;
D;050;487703;10;20050316 11:07;V;;;;;;
B;050;488040;11;20050316 11:07;;;19;CRACKENBACK ST;THURGOONA;2640;859.7;M;20041006;20041119;200500;A;R;RESIDENCE;;AQ;;0;AB322624;
C;050;488040;11;20050316 11:07;241/258263;
D;050;488040;11;20050316 11:07;P;;;;;;
D;050;488040;11;20050316 11:07;P;;;;;;
D;050;488040;11;20050316 11:07;V;;;;;;
D;050;488040;11;20050316 11:07;V;;;;;;
B;050;489400;12;20050316 11:07;;;418;DOUGLAS RD;LAVINGTON;2641;1261;M;20041217;20050128;520000;A;3;FLATS;;BK;;0;AB308472;
C;050;489400;12;20050316 11:07;131/626616;
D;050;489400;12;20050316 11:07;P;;;;;;
D;050;489400;12;20050316 11:07;P;;;;;;
D;050;489400;12;20050316 11:07;V;;;;;;
D;050;489400;12;20050316 11:07;V;;;;;;
B;050;490392;13;20050316 11:07;;;56;FALLON ST;NORTH ALBURY;2640;4047;M;20040531;20040928;160000;I;3;WORKSHOP;;DA;;67;AB310866;
C;050;490392;13;20050316 11:07;415/557726;
D;050;490392;13;20050316 11:07;P;;;;;;
D;050;490392;13;20050316 11:07;P;;;;;;
D;050;490392;13;20050316 11:07;V;;;;;;
D;050;490392;13;20050316 11:07;V;;;;;;
D;050;490392;13;20050316 11:07;V;;;;;;
D;050;490392;13;20050316 11:07;V;;;;;;
D;050;490392;13;20050316 11:07;V;;;;;;
D;050;490392;13;20050316 11:07;V;;;;;;
B;050;491004;14;20050316 11:07;;;19;GOOLAGAR CRES;LAVINGTON;2641;;;20050201;20050215;169000;A;R;RESIDENCE;;AL;;0;AB321502;
C;050;491004;14;20050316 11:07;651/255705;
D;050;491004;14;20050316 11:07;P;;;;;;
D;050;491004;14;20050316 11:07;P;;;;;;
D;050;491004;14;20050316 11:07;V;;;;;;
B;050;491054;15;20050316 11:07;;;15;GOULD AVE;ALBURY;2640;847;M;20041217;20050218;421000;A;R;RESIDENCE;;AC;;0;AB317687;
C;050;491054;15;20050316 11:07;166/1013634;
D;050;491054;15;20050316 11:07;P;;;;;;
D;050;491054;15;20050316 11:07;P;;;;;;
D;050;491054;15;20050316 11:07;V;;;;;;
D;050;491054;15;20050316 11:07;V;;;;;;
B;050;491312;16;20050316 11:07;;7;429;GRIFFITH RD;LAVINGTON;2641;;;20050120;20050221;119000;;R;RESIDENCE;7;;;0;AB318399;
C;050;491312;16;20050316 11:07;7/SP13535;
D;050;491312;16;20050316 11:07;P;;;;;;
D;050;491312;16;20050316 11:07;P;;;;;;
D;050;491312;16;20050316 11:07;V;;;;;;
B;050;492904;17;20050316 11:07;;;8;JANETTE CT;LAVINGTON;2641;1075;M;20041221;20050202;370000;A;R;RESIDENCE;;AM;;0;AB321665;
C;050;492904;17;20050316 11:07;20/836303;
D;050;492904;17;20050316 11:07;P;;;;;;
D;050;492904;17;20050316 11:07;P;;;;;;
D;050;492904;17;20050316 11:07;V;;;;;;
D;050;492904;17;20050316 11:07;V;;;;;;
B;050;493167;18;20050316 11:07;;;532;JUNE CT;LAVINGTON;2641;663.9;M;20041223;20050114;231000;A;R;RESIDENCE;;AL;;0;AB313441;
C;050;493167;18;20050316 11:07;20/234356;
D;050;493167;18;20050316 11:07;P;;;;;;
D;050;493167;18;20050316 11:07;V;;;;;;
B;050;493572;19;20050316 11:07;;;493;KEMP ST;LAVINGTON;2641;;;20041221;20050131;200000;A;R;RESIDENCE;;AL;;0;AB299032;
C;050;493572;19;20050316 11:07;5/240333;
D;050;493572;19;20050316 11:07;P;;;;;;
D;050;493572;19;20050316 11:07;V;;;;;;
B;050;493737;20;20050316 11:07;;;352;KIEWA ST;ALBURY;2640;;;20041217;20050225;370000;A;R;RESIDENCE;;AD;;0;AB321040;
C;050;493737;20;20050316 11:07;12/20621;
D;050;493737;20;20050316 11:07;P;;;;;;
D;050;493737;20;20050316 11:07;V;;;;;;
D;050;493737;20;20050316 11:07;V;;;;;;
D;050;493737;20;20050316 11:07;V;;;;;;
B;050;494569;21;20050316 11:07;;;842;LAMPORT CRES;ALBURY;2640;796.7;M;20050110;20050203;285000;A;R;RESIDENCE;;AW;;0;AB283067;
C;050;494569;21;20050316 11:07;2/407175;
D;050;494569;21;20050316 11:07;P;;;;;;
D;050;494569;21;20050316 11:07;P;;;;;;
D;050;494569;21;20050316 11:07;V;;;;;;
D;050;494569;21;20050316 11:07;V;;;;;;
B;050;494693;22;20050316 11:07;;5;698;LAVIS ST;ALBURY;2640;;;20041111;20050113;152000;;R;RESIDENCE;5;;;0;AB313472;
C;050;494693;22;20050316 11:07;5/SP31516;
D;050;494693;22;20050316 11:07;P;;;;;;
D;050;494693;22;20050316 11:07;V;;;;;;
D;050;494693;22;20050316 11:07;V;;;;;;
B;050;494740;23;20050316 11:07;;;642;LESTER ST;ALBURY;2640;;;20041217;20050211;315000;A;R;RESIDENCE;;AB;;0;AB306131;
C;050;494740;23;20050316 11:07;21/18716;
D;050;494740;23;20050316 11:07;P;;;;;;
D;050;494740;23;20050316 11:07;V;;;;;;
B;050;495234;24;20050316 11:07;;;645;MACAULEY ST;ALBURY;2640;765;M;20040531;20040531;340000;A;R;RESIDENCE;;AA;;0;AB303281;
C;050;495234;24;20050316 11:07;1/778845;
D;050;495234;24;20050316 11:07;P;;;;;;
D;050;495234;24;20050316 11:07;P;;;;;;
D;050;495234;24;20050316 11:07;V;;;;;;
B;050;495314;25;20050316 11:07;;;576;MANN ST;LAVINGTON;2641;;;20050125;20050214;229000;A;R;RESIDENCE;;AL;;0;AB312248;
C;050;495314;25;20050316 11:07;19/23303;
D;050;495314;25;20050316 11:07;P;;;;;;
D;050;495314;25;20050316 11:07;P;;;;;;
D;050;495314;25;20050316 11:07;V;;;;;;
D;050;495314;25;20050316 11:07;V;;;;;;
B;050;495795;26;20050316 11:07;;18;429;MCDONALD RD;LAVINGTON;2641;;;20050121;20050210;107000;;R;RESIDENCE;18;;;0;AB302826;
C;050;495795;26;20050316 11:07;18/SP11127;
D;050;495795;26;20050316 11:07;P;;;;;;
D;050;495795;26;20050316 11:07;V;;;;;;
B;050;496011;27;20050316 11:07;;;893;METRY ST;ALBURY;2640;1714;M;20041118;20050111;385000;I;3;WAREHOUSE;;DA;;0;AB299395;
C;050;496011;27;20050316 11:07;3/255061;
D;050;496011;27;20050316 11:07;P;;;;;;
D;050;496011;27;20050316 11:07;V;;;;;;
D;050;496011;27;20050316 11:07;V;;;;;;
B;050;496073;28;20050316 11:07;;;11;MICHELLE AVE;LAVINGTON;2641;612.5;M;20050121;20050204;245000;A;R;RESIDENCE;;AM;;0;AB310205;
C;050;496073;28;20050316 11:07;35/258700;
D;050;496073;28;20050316 11:07;P;;;;;;
D;050;496073;28;20050316 11:07;V;;;;;;
D;050;496073;28;20050316 11:07;V;;;;;;
B;050;496253;29;20050316 11:07;;;704;MORNINGSIDE PL;ALBURY;2640;752.5;M;20040922;20041222;270000;A;R;RESIDENCE;;AB;;0;AB302691;
C;050;496253;29;20050316 11:07;32/235674;
D;050;496253;29;20050316 11:07;P;;;;;;
D;050;496253;29;20050316 11:07;V;;;;;;
D;050;496253;29;20050316 11:07;V;;;;;;
B;050;497017;30;20050316 11:07;;;10;OAK CT;THURGOONA;2640;887.9;M;20041122;20050225;215000;A;R;RESIDENCE;;AQ;;0;AB330232;
C;050;497017;30;20050316 11:07;355/803932;
D;050;497017;30;20050316 11:07;P;;;;;;
D;050;497017;30;20050316 11:07;P;;;;;;
D;050;497017;30;20050316 11:07;V;;;;;;
D;050;497017;30;20050316 11:07;V;;;;;;
B;050;497855;31;20050316 11:07;;;385;PARNALL ST;LAVINGTON;2641;669.6;M;20050113;20050214;180000;A;R;RESIDENCE;;AL;;0;AB313021;
C;050;497855;31;20050316 11:07;351/569895;
D;050;497855;31;20050316 11:07;P;;;;;;
D;050;497855;31;20050316 11:07;P;;;;;;
D;050;497855;31;20050316 11:07;V;;;;;;
D;050;497855;31;20050316 11:07;V;;;;;;
B;050;498089;32;20050316 11:07;;;668;PEMBERTON ST;ALBURY;2640;607.1;M;20041230;20041230;160000;A;R;RESIDENCE;;AB;;0;AB306368;
C;050;498089;32;20050316 11:07;9/772448;
D;050;498089;32;20050316 11:07;P;;;;;;
D;050;498089;32;20050316 11:07;V;;;;;;
D;050;498089;32;20050316 11:07;V;;;;;;
D;050;498089;32;20050316 11:07;V;;;;;;
D;050;498089;32;20050316 11:07;V;;;;;;
D;050;498089;32;20050316 11:07;V;;;;;;
B;050;498215;33;20050316 11:07;;;761;PEMBERTON ST;ALBURY;2640;;;20050203;20050218;292000;A;R;RESIDENCE;;AB;;0;AB325216;
C;050;498215;33;20050316 11:07;5/20477;
D;050;498215;33;20050316 11:07;P;;;;;;
D;050;498215;33;20050316 11:07;P;;;;;;
D;050;498215;33;20050316 11:07;V;;;;;;
D;050;498215;33;20050316 11:07;V;;;;;;
B;050;498981;34;20050316 11:07;;;323;RAU ST;ALBURY;2640;;;20041221;20041221;125000;A;3;;;AE;;0;AB290730;
C;050;498981;34;20050316 11:07;11/B/12801;
D;050;498981;34;20050316 11:07;P;;;;;;
D;050;498981;34;20050316 11:07;P;;;;;;
D;050;498981;34;20050316 11:07;V;;;;;;
D;050;498981;34;20050316 11:07;V;;;;;;
D;050;498981;34;20050316 11:07;V;;;;;;
D;050;498981;34;20050316 11:07;V;;;;;;
D;050;498981;34;20050316 11:07;V;;;;;;
D;050;498981;34;20050316 11:07;V;;;;;;
D;050;498981;34;20050316 11:07;V;;;;;;
D;050;498981;34;20050316 11:07;V;;;;;;
B;050;499080;35;20050316 11:07;;;566;REGINA AVE;NORTH ALBURY;2640;;;20041223;20050211;225000;A;R;RESIDENCE;;AM;;0;AB327991;
C;050;499080;35;20050316 11:07;132/244695;
D;050;499080;35;20050316 11:07;P;;;;;;
D;050;499080;35;20050316 11:07;V;;;;;;
B;050;499442;36;20050316 11:07;;3;495;ROSE ST;LAVINGTON;2641;314.2;M;20050125;20050211;155000;A;R;RESIDENCE;;AL;;0;AB298423;
C;050;499442;36;20050316 11:07;4/285254;
D;050;499442;36;20050316 11:07;P;;;;;;
D;050;499442;36;20050316 11:07;P;;;;;;
D;050;499442;36;20050316 11:07;V;;;;;;
B;050;499454;37;20050316 11:07;;;111;ROSEDALE DR;ALBURY;2640;978;M;20041023;20041122;410000;A;R;RESIDENCE;;AC;;0;AB316435;
C;050;499454;37;20050316 11:07;141/808244;
D;050;499454;37;20050316 11:07;P;;;;;;
D;050;499454;37;20050316 11:07;V;;;;;;
B;050;499670;38;20050316 11:07;;;677;SACKVILLE ST;ALBURY;2640;;;20041222;20050120;310000;A;R;RESIDENCE;;AB;;0;AB302355;
C;050;499670;38;20050316 11:07;3/37912;
D;050;499670;38;20050316 11:07;P;;;;;;
D;050;499670;38;20050316 11:07;V;;;;;;
B;050;500072;39;20050316 11:07;;;238;SCHUBACH ST;ALBURY;2640;9282;M;20040531;20040928;275000;I;3;WAREHOUSES;;DB;;67;AB310823;
C;050;500072;39;20050316 11:07;12/38412 Easement shown in DP 645793;
D;050;500072;39;20050316 11:07;P;;;;;;
D;050;500072;39;20050316 11:07;P;;;;;;
D;050;500072;39;20050316 11:07;V;;;;;;
D;050;500072;39;20050316 11:07;V;;;;;;
D;050;500072;39;20050316 11:07;V;;;;;;
B;050;500282;40;20050316 11:07;;1;563;SEYMOUR ST;LAVINGTON;2641;;;20041125;20050216;167000;;3;UNIT;1;;;0;AB321608;
C;050;500282;40;20050316 11:07;1/SP36101;
D;050;500282;40;20050316 11:07;P;;;;;;
D;050;500282;40;20050316 11:07;V;;;;;;
D;050;500282;40;20050316 11:07;V;;;;;;
B;050;500311;41;20050316 11:07;;;360;SHIRLEEN CRES;LAVINGTON;2641;733.5;M;20041109;20041126;188000;A;R;RESIDENCE;;AL;;0;AB301699;
C;050;500311;41;20050316 11:07;2/239780;
D;050;500311;41;20050316 11:07;P;;;;;;
D;050;500311;41;20050316 11:07;P;;;;;;
D;050;500311;41;20050316 11:07;V;;;;;;
B;050;500574;42;20050316 11:07;;;38;SOUTHERNVIEW DR;ALBURY;2640;599.4;M;20041126;20041126;160000;A;R;RESIDENCE;;AC;;0;AB292808;
C;050;500574;42;20050316 11:07;2/882624;
D;050;500574;42;20050316 11:07;P;;;;;;
D;050;500574;42;20050316 11:07;V;;;;;;
D;050;500574;42;20050316 11:07;V;;;;;;
D;050;500574;42;20050316 11:07;V;;;;;;
B;050;500805;43;20050316 11:07;;2;434;STEPHEN ST;ALBURY;2640;;;20050209;20050217;195000;;R;RESIDENCE;2;;;0;AB315834;
C;050;500805;43;20050316 11:07;2/SP15102;
D;050;500805;43;20050316 11:07;P;;;;;;
D;050;500805;43;20050316 11:07;P;;;;;;
D;050;500805;43;20050316 11:07;V;;;;;;
B;050;501314;44;20050316 11:07;;3;415;TARAKAN AVE;NORTH ALBURY;2640;;;20041210;20050121;117500;;R;RESIDENCE;3;;;0;AB321633;
C;050;501314;44;20050316 11:07;3/SP13478;
D;050;501314;44;20050316 11:07;P;;;;;;
D;050;501314;44;20050316 11:07;V;;;;;;
D;050;501314;44;20050316 11:07;V;;;;;;
B;050;501667;45;20050316 11:07;;2;370;TOWNSEND ST;ALBURY;2640;;;20041124;20041216;240000;;R;RESIDENCE;2;;;0;AB307560;
C;050;501667;45;20050316 11:07;2/SP41487;
