A;171;20050117 11:12;PBARBER;
B;171;1803442;1;20050117 11:12;;;22;ADELAIDE ST;TWEED HEADS;2485;999.1;M;20040901;20041130;535000;A;R;RESIDENCE;;KE;;0;AB203282;
C;171;1803442;1;20050117 11:12;14/36254;
D;171;1803442;1;20050117 11:12;P;;;;;;
D;171;1803442;1;20050117 11:12;P;;;;;;
D;171;1803442;1;20050117 11:12;P;;;;;;
D;171;1803442;1;20050117 11:12;P;;;;;;
D;171;1803442;1;20050117 11:12;V;;;;;;
D;171;1803442;1;20050117 11:12;V;;;;;;
B;171;1803991;2;20050117 11:12;;;8;THE ANCHORAGE;TWEED HEADS;2485;809.3;M;20041206;20041222;740000;A;R;RESIDENCE;;LC;;0;AB192200;
C;171;1803991;2;20050117 11:12;223/253826;
D;171;1803991;2;20050117 11:12;P;;;;;;
D;171;1803991;2;20050117 11:12;P;;;;;;
D;171;1803991;2;20050117 11:12;V;;;;;;
D;171;1803991;2;20050117 11:12;V;;;;;;
B;171;1804924;3;20050117 11:12;;1;12;BANKS AVE;TWEED HEADS;2485;;;20040514;20040731;100;;R;RESIDENCE;1;;;33;AB173790;
C;171;1804924;3;20050117 11:12;1/SP12522;
D;171;1804924;3;20050117 11:12;P;;;;;;
D;171;1804924;3;20050117 11:12;P;;;;;;
D;171;1804924;3;20050117 11:12;V;;;;;;
D;171;1804924;3;20050117 11:12;V;;;;;;
D;171;1804924;3;20050117 11:12;V;;;;;;
D;171;1804924;3;20050117 11:12;V;;;;;;
B;171;1805235;4;20050117 11:12;;11;3;BARRETT ST;TWEED HEADS WEST;2485;;;20041116;20041224;169100;;R;RESIDENCE;11;;;0;AB193705;
C;171;1805235;4;20050117 11:12;11/SP51184;
D;171;1805235;4;20050117 11:12;P;;;;;;
D;171;1805235;4;20050117 11:12;P;;;;;;
D;171;1805235;4;20050117 11:12;V;;;;;;
D;171;1805235;4;20050117 11:12;V;;;;;;
B;171;1805518;5;20050117 11:12;;6;42;BAY ST;TWEED HEADS;2485;;;20041203;20041217;320000;;R;RESIDENCE;6;;;0;AB189060;
C;171;1805518;5;20050117 11:12;6/SP11986;
D;171;1805518;5;20050117 11:12;P;;;;;;
D;171;1805518;5;20050117 11:12;P;;;;;;
D;171;1805518;5;20050117 11:12;V;;;;;;
B;171;1805791;6;20050117 11:12;;1;27;BERYL ST;TWEED HEADS;2485;;;20041202;20041221;230000;;R;RESIDENCE;1;;;0;AB205723;
C;171;1805791;6;20050117 11:12;1/SP19150;
D;171;1805791;6;20050117 11:12;P;;;;;;
D;171;1805791;6;20050117 11:12;V;;;;;;
D;171;1805791;6;20050117 11:12;V;;;;;;
B;171;1806294;7;20050117 11:12;;8;1;BLUE JAY CCT;KINGSCLIFF;2487;;;20041020;20041119;225000;;R;RESIDENCE;8;;;0;AB180609;
C;171;1806294;7;20050117 11:12;8/SP51791;
D;171;1806294;7;20050117 11:12;P;;;;;;
D;171;1806294;7;20050117 11:12;V;;;;;;
B;171;1807148;8;20050117 11:12;;4;22;BOYD ST;TWEED HEADS;2485;;;20041110;20041201;332000;;R;RESIDENCE;4;;;0;AB178364;
C;171;1807148;8;20050117 11:12;4/SP58056;
D;171;1807148;8;20050117 11:12;P;;;;;;
D;171;1807148;8;20050117 11:12;P;;;;;;
D;171;1807148;8;20050117 11:12;V;;;;;;
D;171;1807148;8;20050117 11:12;V;;;;;;
B;171;1807673;9;20050117 11:12;;1;14;BUCHAN AVE;TWEED HEADS;2485;;;20040226;20040329;249000;;R;RESIDENCE;1;;;0;AB202740;
C;171;1807673;9;20050117 11:12;1/SP21024;
D;171;1807673;9;20050117 11:12;P;;;;;;
D;171;1807673;9;20050117 11:12;P;;;;;;
D;171;1807673;9;20050117 11:12;V;;;;;;
B;171;1807959;10;20050117 11:12;;;114 A;BYANGUM RD;MURWILLUMBAH;2484;3578;M;20041119;20041210;390000;A;R;RESIDENCE;;LR;;0;AB204472;
C;171;1807959;10;20050117 11:12;11/789422;
D;171;1807959;10;20050117 11:12;P;;;;;;
D;171;1807959;10;20050117 11:12;P;;;;;;
D;171;1807959;10;20050117 11:12;V;;;;;;
B;171;1808497;11;20050117 11:12;;1;6;CAMIRA CT;TWEED HEADS;2485;;;20041130;20041217;250000;;R;RESIDENCE;1;;;0;AB202187;
C;171;1808497;11;20050117 11:12;1/SP20124;
D;171;1808497;11;20050117 11:12;P;;;;;;
D;171;1808497;11;20050117 11:12;V;;;;;;
D;171;1808497;11;20050117 11:12;V;;;;;;
B;171;1808873;12;20050117 11:12;;2;25;CASSIA CRES;BANORA POINT;2486;;;20041116;20041216;220000;;R;RESIDENCE;2;;;0;AB198350;
