A;101;20050316 11:10;PBARBER;
B;101;1054384;1;20050316 11:10;;;43;ANKER AVE;MOLLYMOOK BEACH;2539;846.9;M;20041109;20041217;483000;A;R;RESIDENCE;;YA;;0;AB314008;
C;101;1054384;1;20050316 11:10;517/253217;
D;101;1054384;1;20050316 11:10;P;;;;;;
D;101;1054384;1;20050316 11:10;P;;;;;;
D;101;1054384;1;20050316 11:10;V;;;;;;
B;101;1054836;2;20050316 11:10;;15;13;AUGUSTA PL;MOLLYMOOK BEACH;2539;;;20050117;20050222;380000;;R;RESIDENCE;15;;;0;AB324050;
C;101;1054836;2;20050316 11:10;15/SP44823;
D;101;1054836;2;20050316 11:10;P;;;;;;
D;101;1054836;2;20050316 11:10;P;;;;;;
D;101;1054836;2;20050316 11:10;V;;;;;;
B;101;1057807;3;20050316 11:10;;;;BRAIDWOOD RD;ST GEORGE;2540;24.28;H;20050117;20050214;85000;R;V;VACANT LAND;;RH;;0;AB295186;
C;101;1057807;3;20050316 11:10;3/755909;
D;101;1057807;3;20050316 11:10;P;;;;;;
D;101;1057807;3;20050316 11:10;V;;;;;;
B;101;1057985;4;20050316 11:10;;;34;BRIGHTON PDE;CULBURRA BEACH;2540;834.7;M;20050118;20050218;227500;A;R;RESIDENCE;;JM;;0;AB325979;
C;101;1057985;4;20050316 11:10;1439/12278;
D;101;1057985;4;20050316 11:10;P;;;;;;
D;101;1057985;4;20050316 11:10;P;;;;;;
D;101;1057985;4;20050316 11:10;V;;;;;;
D;101;1057985;4;20050316 11:10;V;;;;;;
B;101;1058113;5;20050316 11:10;;;40;BRINAWARR ST;BOMADERRY;2541;;;20050125;20050216;278500;A;R;RESIDENCE;;EN;;0;AB303856;
C;101;1058113;5;20050316 11:10;8/227148;
D;101;1058113;5;20050316 11:10;P;;;;;;
D;101;1058113;5;20050316 11:10;P;;;;;;
D;101;1058113;5;20050316 11:10;V;;;;;;
D;101;1058113;5;20050316 11:10;V;;;;;;
B;101;1058393;6;20050316 11:10;;;109 A;BROWNS MOUNTAIN RD;TAPITALLEE;2540;1;H;20041203;20050211;900000;R;R;RESIDENCE;;RR;;0;AB311506;
C;101;1058393;6;20050316 11:10;10/852289;
D;101;1058393;6;20050316 11:10;P;;;;;;
D;101;1058393;6;20050316 11:10;P;;;;;;
D;101;1058393;6;20050316 11:10;V;;;;;;
B;101;1058418;7;20050316 11:10;;;8;BRUCE ST;ST GEORGES BASIN;2540;733.5;M;20050128;20050128;196000;A;R;RESIDENCE;;PL;;0;AB299814;
C;101;1058418;7;20050316 11:10;73/25769;
D;101;1058418;7;20050316 11:10;P;;;;;;
D;101;1058418;7;20050316 11:10;P;;;;;;
D;101;1058418;7;20050316 11:10;V;;;;;;
B;101;1058433;8;20050316 11:10;;;34;BRYAN CL;BROUGHTON VALE;2535;2;H;20041231;20050218;855000;R;R;RESIDENCE;;RR;;0;AB309300;
C;101;1058433;8;20050316 11:10;8/258679;
D;101;1058433;8;20050316 11:10;P;;;;;;
D;101;1058433;8;20050316 11:10;P;;;;;;
D;101;1058433;8;20050316 11:10;V;;;;;;
D;101;1058433;8;20050316 11:10;V;;;;;;
B;101;1060179;9;20050316 11:10;;;45;CARRAMAR CRES;ULLADULLA;2539;650.9;M;20041223;20050225;330000;A;R;RESIDENCE;;YN;;0;AB320033;
C;101;1060179;9;20050316 11:10;30/710275;
D;101;1060179;9;20050316 11:10;P;;;;;;
D;101;1060179;9;20050316 11:10;V;;;;;;
D;101;1060179;9;20050316 11:10;V;;;;;;
B;101;1060255;10;20050316 11:10;;;55;CARROLL AVE;LAKE CONJOLA;2539;771.4;M;20041213;20050131;755000;Z;R;RESIDENCE;;WK;;0;AB304589;
C;101;1060255;10;20050316 11:10;1/536885;
D;101;1060255;10;20050316 11:10;P;;;;;;
D;101;1060255;10;20050316 11:10;P;;;;;;
D;101;1060255;10;20050316 11:11;V;;;;;;
B;101;1061043;11;20050316 11:11;;;21;CHITTICK AVE;NORTH NOWRA;2541;867;M;20041224;20050128;363000;A;R;RESIDENCE;;FA;;0;AB313208;
C;101;1061043;11;20050316 11:11;26/244179;
D;101;1061043;11;20050316 11:11;P;;;;;;
D;101;1061043;11;20050316 11:11;P;;;;;;
D;101;1061043;11;20050316 11:11;V;;;;;;
B;101;1061740;12;20050316 11:11;;;4;COCONUT DR;NORTH NOWRA;2541;825.6;M;20050203;20050215;270000;A;R;RESIDENCE;;FA;;0;AB304651;
C;101;1061740;12;20050316 11:11;36/264082;
