A;143;20050616 08:45;PDANN;
B;143;1548502;1;20050616 08:45;;;15;ADA AVE;STRATHFIELD;2135;733.5;M;20050305;20050527;1390000;A;R;RESIDENCE;;EW;;0;AB514295;
C;143;1548502;1;20050616 08:45;C/339271;
D;143;1548502;1;20050616 08:45;P;;;;;;
D;143;1548502;1;20050616 08:45;V;;;;;;
B;143;1548949;2;20050616 08:45;;58;20;ALBERT RD;STRATHFIELD;2135;;;20050407;20050512;420000;;R;RESIDENCE;58;;;0;AB495012;
C;143;1548949;2;20050616 08:45;58/SP60199;
D;143;1548949;2;20050616 08:45;P;;;;;;
D;143;1548949;2;20050616 08:45;V;;;;;;
B;143;1549243;3;20050616 08:45;;31;78;ALBERT RD;STRATHFIELD;2135;;;20050409;20050523;335000;;R;RESIDENCE;31;;;0;AB509958;
C;143;1549243;3;20050616 08:45;31/SP5745;
D;143;1549243;3;20050616 08:45;P;;;;;;
D;143;1549243;3;20050616 08:45;P;;;;;;
D;143;1549243;3;20050616 08:45;V;;;;;;
D;143;1549243;3;20050616 08:45;V;;;;;;
B;143;1550298;4;20050616 08:45;;9 B;2;BERESFORD RD;STRATHFIELD;2135;;;20050513;20050513;510000;;R;RESIDENCE;26;;;0;AB508196;
C;143;1550298;4;20050616 08:45;26/SP56599;
D;143;1550298;4;20050616 08:45;P;;;;;;
D;143;1550298;4;20050616 08:45;V;;;;;;
B;143;1550927;5;20050616 08:45;;6;10;BURLINGTON RD;HOMEBUSH;2140;;;20050513;20050527;372000;;R;RESIDENCE;6;;;0;AB528781;
C;143;1550927;5;20050616 08:45;6/SP33704;
D;143;1550927;5;20050616 08:45;P;;;;;;
D;143;1550927;5;20050616 08:45;P;;;;;;
D;143;1550927;5;20050616 08:45;V;;;;;;
D;143;1550927;5;20050616 08:45;V;;;;;;
B;143;1551063;6;20050616 08:45;;7;58;BURLINGTON RD;HOMEBUSH;2140;;;20041014;20041115;265000;;R;RESIDENCE;7;;;0;AB516386;
C;143;1551063;6;20050616 08:45;7/SP4716;
D;143;1551063;6;20050616 08:45;P;;;;;;
D;143;1551063;6;20050616 08:45;P;;;;;;
D;143;1551063;6;20050616 08:45;V;;;;;;
D;143;1551063;6;20050616 08:45;V;;;;;;
B;143;1551264;7;20050616 08:45;;;56;CAVE RD;STRATHFIELD;2135;;;20050404;20050512;557000;A;R;RESIDENCE;;EH;;0;AB494983;
C;143;1551264;7;20050616 08:45;2/201109;
D;143;1551264;7;20050616 08:45;P;;;;;;
D;143;1551264;7;20050616 08:45;P;;;;;;
D;143;1551264;7;20050616 08:45;V;;;;;;
D;143;1551264;7;20050616 08:45;V;;;;;;
D;143;1551264;7;20050616 08:45;V;;;;;;
D;143;1551264;7;20050616 08:45;V;;;;;;
B;143;1553075;8;20050616 08:45;;4;10;HAMPSTEAD RD;HOMEBUSH WEST;2140;;;20050412;20050524;200000;;R;RESIDENCE;4;;;0;AB525543;
C;143;1553075;8;20050616 08:45;4/SP9147;
D;143;1553075;8;20050616 08:45;P;;;;;;
D;143;1553075;8;20050616 08:45;V;;;;;;
B;143;1553248;9;20050616 08:45;;22;33;HAMPSTEAD RD;HOMEBUSH WEST;2140;;;20050331;20050520;245000;;R;RESIDENCE;22;;;0;AB513927;
C;143;1553248;9;20050616 08:45;22/SP6013;
D;143;1553248;9;20050616 08:45;P;;;;;;
D;143;1553248;9;20050616 08:45;P;;;;;;
D;143;1553248;9;20050616 08:45;V;;;;;;
B;143;1553805;10;20050616 08:45;;;6;HILLCREST ST;HOMEBUSH;2140;;;20050119;20050525;480000;A;R;RESIDENCE;;ES;;0;AB523315;
C;143;1553805;10;20050616 08:45;3/B/7876;
D;143;1553805;10;20050616 08:45;P;;;;;;
D;143;1553805;10;20050616 08:45;V;;;;;;
D;143;1553805;10;20050616 08:45;V;;;;;;
B;143;1554912;11;20050616 08:45;;3;393;LIVERPOOL RD;STRATHFIELD;2135;;;20050416;20050525;366000;;R;RESIDENCE;3;;;0;AB521805;
C;143;1554912;11;20050616 08:45;3/SP61893;
D;143;1554912;11;20050616 08:45;P;;;;;;
D;143;1554912;11;20050616 08:45;P;;;;;;
D;143;1554912;11;20050616 08:45;V;;;;;;
B;143;1555631;12;20050616 08:45;;12;29;MARLENE CRES;CHULLORA;2190;;;20050412;20050516;285000;;R;RESIDENCE;12;;;0;AB498395;
C;143;1555631;12;20050616 08:45;12/SP57773;
D;143;1555631;12;20050616 08:45;P;;;;;;
D;143;1555631;12;20050616 08:45;P;;;;;;
D;143;1555631;12;20050616 08:45;V;;;;;;
D;143;1555631;12;20050616 08:45;V;;;;;;
B;143;1555935;13;20050616 08:45;;;5;MIRRABOOKA AVE;STRATHFIELD;2135;695.6;M;20050217;20050517;1480000;A;R;RESIDENCE;;EA;;0;AB495959;
C;143;1555935;13;20050616 08:45;2/205361;
D;143;1555935;13;20050616 08:45;P;;;;;;
D;143;1555935;13;20050616 08:45;P;;;;;;
D;143;1555935;13;20050616 08:45;V;;;;;;
