A;091;20050117 11:07;PBARBER;
B;091;898767;1;20050117 11:07;;;4;AMBLESIDE ST;WHEELER HEIGHTS;2097;556.4;M;20041125;20041216;800000;A;R;RESIDENCE;;EG;;0;AB187319;
C;091;898767;1;20050117 11:07;134/219457;
D;091;898767;1;20050117 11:07;P;;;;;;
D;091;898767;1;20050117 11:07;P;;;;;;
D;091;898767;1;20050117 11:07;V;;;;;;
D;091;898767;1;20050117 11:07;V;;;;;;
D;091;898767;1;20050117 11:07;V;;;;;;
D;091;898767;1;20050117 11:07;V;;;;;;
B;091;899526;2;20050117 11:07;;;4;ARTHUR ST;FORESTVILLE;2087;;;20041111;20041128;660000;A;R;RESIDENCE;;EX;;0;AB198026;
C;091;899526;2;20050117 11:07;3/25820;
D;091;899526;2;20050117 11:07;P;;;;;;
D;091;899526;2;20050117 11:07;P;;;;;;
D;091;899526;2;20050117 11:07;V;;;;;;
D;091;899526;2;20050117 11:07;V;;;;;;
D;091;899526;2;20050117 11:07;V;;;;;;
B;091;900059;3;20050117 11:07;;;2;BADCOE RD;DEE WHY;2099;733.5;M;20041015;20041210;708000;A;R;RESIDENCE;;EJ;;0;AB181458;
C;091;900059;3;20050117 11:07;26/237862;
D;091;900059;3;20050117 11:07;P;;;;;;
D;091;900059;3;20050117 11:07;P;;;;;;
D;091;900059;3;20050117 11:07;P;;;;;;
D;091;900059;3;20050117 11:07;V;;;;;;
D;091;900059;3;20050117 11:07;V;;;;;;
B;091;900296;4;20050117 11:07;;;62;BANGAROO ST;BALGOWLAH;2093;579;M;20041012;20041214;720000;A;R;RESIDENCE;;ES;;0;AB195160;
C;091;900296;4;20050117 11:07;9/731405;
D;091;900296;4;20050117 11:07;P;;;;;;
D;091;900296;4;20050117 11:07;P;;;;;;
D;091;900296;4;20050117 11:07;V;;;;;;
D;091;900296;4;20050117 11:07;V;;;;;;
B;091;901312;5;20050117 11:07;;;11;BILLARONG AVE;DEE WHY;2099;607;M;20041013;20041215;690000;A;R;RESIDENCE;;EL;;0;AB190247;
C;091;901312;5;20050117 11:07;61/216544;
D;091;901312;5;20050117 11:07;P;;;;;;
D;091;901312;5;20050117 11:07;P;;;;;;
D;091;901312;5;20050117 11:07;V;;;;;;
B;091;901360;6;20050117 11:07;;;14;BINALONG AVE;ALLAMBIE HEIGHTS;2100;321.1;M;20041112;20041220;602000;A;R;RESIDENCE;;EM;;0;AB202105;
C;091;901360;6;20050117 11:07;1/866043;
D;091;901360;6;20050117 11:07;P;;;;;;
D;091;901360;6;20050117 11:07;P;;;;;;
D;091;901360;6;20050117 11:07;V;;;;;;
D;091;901360;6;20050117 11:07;V;;;;;;
B;091;901748;7;20050117 11:07;;;6;BLANDFORD ST;COLLAROY PLATEAU;2097;411;M;20041017;20041207;1050000;A;R;RESIDENCE;;EG;;0;AB199948;
C;091;901748;7;20050117 11:07;14/E/33000;
D;091;901748;7;20050117 11:07;P;;;;;;
D;091;901748;7;20050117 11:07;P;;;;;;
D;091;901748;7;20050117 11:07;V;;;;;;
D;091;901748;7;20050117 11:07;V;;;;;;
B;091;902041;8;20050117 11:07;;;20 A;BOLTA PL;CROMER;2099;263;M;20041112;20041210;572500;A;R;RESIDENCE;;FE;;0;AB185911;
C;091;902041;8;20050117 11:07;16/836076;
D;091;902041;8;20050117 11:07;P;;;;;;
D;091;902041;8;20050117 11:07;P;;;;;;
D;091;902041;8;20050117 11:07;V;;;;;;
B;091;902974;9;20050117 11:07;;;46;BROWN ST;FORESTVILLE;2087;;;20041124;20041222;630000;A;R;RESIDENCE;;EX;;0;AB204841;
C;091;902974;9;20050117 11:07;16/31312;
D;091;902974;9;20050117 11:07;P;;;;;;
D;091;902974;9;20050117 11:07;P;;;;;;
D;091;902974;9;20050117 11:07;V;;;;;;
D;091;902974;9;20050117 11:07;V;;;;;;
D;091;902974;9;20050117 11:07;V;;;;;;
B;091;903724;10;20050117 11:07;;11;1;CAMPBELL PDE;MANLY VALE;2093;;;20041108;20041213;220000;;3;FACTORY;11;;;0;AB183978;
