A;235;20050117 11:16;PBARBER;
B;235;2623839;1;20050117 11:16;;;;LIVINGSTONE ST;IVANHOE;2878;2023;M;20041110;20041210;5000;Z;R;RESIDENCE;;VV;;0;AB179636;
C;235;2623839;1;20050117 11:16;9/18/758537;
D;235;2623839;1;20050117 11:16;P;;;;;;
D;235;2623839;1;20050117 11:16;P;;;;;;
D;235;2623839;1;20050117 11:16;V;;;;;;
B;235;2625368;2;20050117 11:16;;;;"BRONTE";MOSSGIEL;2878;259;H;20030910;20031120;755904;R;3;FARM;;EX;;0;AA225151;
C;235;2625368;2;20050117 11:16;PT WLL 5986 Western Land Lease 5986;
D;235;2625368;2;20050117 11:16;P;;;;;;
D;235;2625368;2;20050117 11:16;P;;;;;;
D;235;2625368;2;20050117 11:16;V;;;;;;
Z;12;2;2;6;
