A;151;20050117 11:11;PBARBER;
B;151;1679205;1;20050117 11:11;;;30;CANNING DR;CASINO;2470;804.3;M;20041129;20041222;285000;A;3;;;AJ;;0;AB192023;
C;151;1679205;1;20050117 11:11;34/855835;
D;151;1679205;1;20050117 11:11;P;;;;;;
D;151;1679205;1;20050117 11:11;V;;;;;;
B;151;1679585;2;20050117 11:11;;;17;CHAROLAIS AVE;CASINO;2470;6290;M;20041222;20041222;280000;R;R;RESIDENCE;;RE;;0;AB180340;
C;151;1679585;2;20050117 11:11;9/868425;
D;151;1679585;2;20050117 11:11;P;;;;;;
D;151;1679585;2;20050117 11:11;P;;;;;;
D;151;1679585;2;20050117 11:11;V;;;;;;
D;151;1679585;2;20050117 11:11;V;;;;;;
B;151;1679695;3;20050117 11:11;;;40;COLCHES ST;CASINO;2470;862.5;M;20041221;20041221;92000;A;R;RESIDENCE;;AB;;0;AB184876;
C;151;1679695;3;20050117 11:11;21/307196;
D;151;1679695;3;20050117 11:11;P;;;;;;
D;151;1679695;3;20050117 11:11;P;;;;;;
D;151;1679695;3;20050117 11:11;V;;;;;;
B;151;1680061;4;20050117 11:11;;;7;DIVISION ST;CASINO;2470;;;20041125;20041213;177500;A;R;RESIDENCE;;AD;;0;AB180771;
C;151;1680061;4;20050117 11:11;4/3/22359;
D;151;1680061;4;20050117 11:11;P;;;;;;
D;151;1680061;4;20050117 11:11;V;;;;;;
D;151;1680061;4;20050117 11:11;V;;;;;;
B;151;1680282;5;20050117 11:11;;;37;FAIRWAY DR;CASINO;2470;995.7;M;20041117;20041213;255000;A;R;RESIDENCE;;AF;;0;AB180662;
C;151;1680282;5;20050117 11:11;102/701788;
D;151;1680282;5;20050117 11:11;P;;;;;;
D;151;1680282;5;20050117 11:11;P;;;;;;
D;151;1680282;5;20050117 11:11;V;;;;;;
B;151;1680334;6;20050117 11:11;;13;10;FARLEY ST;CASINO;2470;;;20041018;20041217;140000;;R;RESIDENCE;17;;;0;AB190197;
