A;240;20050117 11:16;PBARBER;
B;240;2637266;1;20050117 11:16;;;33;CHELMSFORD AVE;GILGANDRA;2827;1184;M;20041111;20041220;150000;Z;R;RESIDENCE;;AC;;0;AB204816;
C;240;2637266;1;20050117 11:16;31/606541;
D;240;2637266;1;20050117 11:16;P;;;;;;
D;240;2637266;1;20050117 11:16;P;;;;;;
D;240;2637266;1;20050117 11:16;V;;;;;;
B;240;2637809;2;20050117 11:16;;;20;NOREEN ST;GILGANDRA;2827;1391;M;20041110;20041222;185000;Z;R;RESIDENCE;;AC;;0;AB189358;
C;240;2637809;2;20050117 11:16;5/262601;
D;240;2637809;2;20050117 11:16;P;;;;;;
D;240;2637809;2;20050117 11:16;V;;;;;;
D;240;2637809;2;20050117 11:16;V;;;;;;
B;240;2637899;3;20050117 11:16;;;19;STATION ST;GILGANDRA;2827;954.8;M;20041118;20041220;166000;Z;R;RESIDENCE;;AC;;0;AB186834;
C;240;2637899;3;20050117 11:16;2/536655;
D;240;2637899;3;20050117 11:16;P;;;;;;
D;240;2637899;3;20050117 11:16;P;;;;;;
D;240;2637899;3;20050117 11:16;V;;;;;;
D;240;2637899;3;20050117 11:16;V;;;;;;
B;240;2637997;4;20050117 11:16;;;41;WAMBOIN ST;GILGANDRA;2827;1290;M;20041108;20041220;82500;Z;R;RESIDENCE;;AD;;0;AB189748;
C;240;2637997;4;20050117 11:16;A/370440;
D;240;2637997;4;20050117 11:16;P;;;;;;
D;240;2637997;4;20050117 11:16;P;;;;;;
D;240;2637997;4;20050117 11:16;V;;;;;;
D;240;2637997;4;20050117 11:16;V;;;;;;
B;240;2638369;5;20050117 11:16;;;515;APPLETREE FLAT RD;MENDOORAN;2842;1271;H;20011206;20041208;100000;R;3;FARM LAND;;JG;;0;AB180350;
C;240;2638369;5;20050117 11:16;2/1000214;
D;240;2638369;5;20050117 11:16;P;;;;;;
D;240;2638369;5;20050117 11:16;P;;;;;;
D;240;2638369;5;20050117 11:16;V;;;;;;
Z;29;5;5;17;
