A;069;20050316 11:08;PBARBER;
B;069;547237;1;20050316 11:08;;;14;BELLBIRD ST;COLEAMBALLY;2707;872.6;M;20050131;20050208;140000;Z;R;RESIDENCE;;AA;;0;AB300455;
C;069;547237;1;20050316 11:08;146/237703;
D;069;547237;1;20050316 11:08;P;;;;;;
D;069;547237;1;20050316 11:08;P;;;;;;
D;069;547237;1;20050316 11:08;V;;;;;;
B;069;547483;2;20050316 11:08;;;11;KESTREL RD;COLEAMBALLY;2707;1486;M;19980310;20050223;3600;Z;R;RESIDENCE;;CA;;0;AB321104;
C;069;547483;2;20050316 11:08;273/572348;
D;069;547483;2;20050316 11:08;P;;;;;;
D;069;547483;2;20050316 11:08;P;;;;;;
D;069;547483;2;20050316 11:08;V;;;;;;
D;069;547483;2;20050316 11:08;V;;;;;;
D;069;547483;2;20050316 11:08;V;;;;;;
D;069;547483;2;20050316 11:08;V;;;;;;
B;069;547581;3;20050316 11:08;;;15;SANDPIPER ST;COLEAMBALLY;2707;1174;M;20010509;20050223;69720;Z;R;RESIDENCE;;AA;;0;AB321121;
C;069;547581;3;20050316 11:08;322/259050;
D;069;547581;3;20050316 11:08;P;;;;;;
D;069;547581;3;20050316 11:08;P;;;;;;
D;069;547581;3;20050316 11:08;V;;;;;;
D;069;547581;3;20050316 11:08;V;;;;;;
B;069;547633;4;20050316 11:08;;;16;WILLAROO ST;COLEAMBALLY;2707;867;M;19990916;20050223;6500;Z;R;RESIDENCE;;AA;;0;AB321097;
C;069;547633;4;20050316 11:08;336/259049;
D;069;547633;4;20050316 11:08;P;;;;;;
D;069;547633;4;20050316 11:08;P;;;;;;
D;069;547633;4;20050316 11:08;V;;;;;;
D;069;547633;4;20050316 11:08;V;;;;;;
B;069;2866007;5;20050316 11:08;;;31;BARWIDGEE BVD;DARLINGTON POINT;2706;1029;M;20041223;20050216;25550;Z;V;VACANT LAND;;VP;;0;AB316450;
C;069;2866007;5;20050316 11:08;32/1014775;
D;069;2866007;5;20050316 11:08;P;;;;;;
D;069;2866007;5;20050316 11:08;P;;;;;;
D;069;2866007;5;20050316 11:08;V;;;;;;
B;069;2866016;6;20050316 11:08;;;47;BARWIDGEE BVD;DARLINGTON POINT;2706;1008;M;20050207;20050225;24050;Z;V;VACANT LAND;;VP;;0;AB322873;
C;069;2866016;6;20050316 11:08;41/1014775;
D;069;2866016;6;20050316 11:08;P;;;;;;
D;069;2866016;6;20050316 11:08;P;;;;;;
D;069;2866016;6;20050316 11:08;V;;;;;;
Z;37;6;6;23;
