A;252;20050117 11:16;PBARBER;
B;252;2676558;1;20050117 11:16;;;;PH MURRAY PORS;WALCHA;2354;121.4;H;20041203;20041222;95000;R;V;VACANT LAND;;BH;;0;AB187946;
C;252;2676558;1;20050117 11:16;31/753704;
D;252;2676558;1;20050117 11:16;P;;;;;;
D;252;2676558;1;20050117 11:16;V;;;;;;
D;252;2676558;1;20050117 11:16;V;;;;;;
B;252;2920115;2;20050117 11:16;;;;OXLEY HWY;WALCHA;2354;2.85;H;20041111;20041216;50000;R;R;RESIDENCE;;RR;;0;AB196133;
C;252;2920115;2;20050117 11:16;1/1037338;
D;252;2920115;2;20050117 11:16;P;;;;;;
D;252;2920115;2;20050117 11:16;P;;;;;;
D;252;2920115;2;20050117 11:16;V;;;;;;
B;252;2944701;3;20050117 11:16;;;;BEAVER PL;WALCHA;2354;1;H;20041130;20041222;10000;R;3;INDUSTRIAL LA;;WS;;0;AB189534;
C;252;2944701;3;20050117 11:16;3/1046217;
D;252;2944701;3;20050117 11:16;P;;;;;;
D;252;2944701;3;20050117 11:16;P;;;;;;
D;252;2944701;3;20050117 11:16;V;;;;;;
B;252;3025372;4;20050117 11:16;;;165 W;HILL ST;WALCHA;2354;948.5;M;20041207;20041221;25500;Z;R;RESIDENCE;;AA;;0;AB198996;
C;252;3025372;4;20050117 11:16;B/403550;
D;252;3025372;4;20050117 11:16;P;;;;;;
D;252;3025372;4;20050117 11:16;P;;;;;;
D;252;3025372;4;20050117 11:16;V;;;;;;
D;252;3025372;4;20050117 11:16;V;;;;;;
Z;23;4;4;13;
