A;052;20050216 13:58;PDANN;
B;052;508708;1;20050216 13:58;;;7;COBRAM ST;GOOLGOWI;2652;1265;M;20041026;20041124;90000;Z;R;RESIDENCE;;HC;;0;AB239383;
C;052;508708;1;20050216 13:58;3/5/758461;
D;052;508708;1;20050216 13:58;P;;;;;;
D;052;508708;1;20050216 13:58;V;;;;;;
D;052;508708;1;20050216 13:58;V;;;;;;
B;052;509325;2;20050216 13:58;;;3;DEVON ST;MERRIWAGGA;2652;1138;M;20041101;20041223;13000;Z;R;RESIDENCE;;HD;;0;AB263258;
C;052;509325;2;20050216 13:58;5/5/758673;
D;052;509325;2;20050216 13:58;P;;;;;;
D;052;509325;2;20050216 13:58;V;;;;;;
D;052;509325;2;20050216 13:58;V;;;;;;
B;052;3090414;3;20050216 13:58;;;;CARREGO LANE;CARRATHOOL;2711;2.121;H;20040706;20040709;22000;;3;FARM;;;;0;AB238545;
C;052;3090414;3;20050216 13:58;75/285854;
D;052;3090414;3;20050216 13:58;P;;;;;;
D;052;3090414;3;20050216 13:58;V;;;;;;
Z;16;3;3;8;
