A;708;20050301 09:48;PDANN;
B;708;1912725;1;20050301 09:49;;;4;ALBERT ST;FOREST LODGE;2037;177;M;20041119;20050121;924000;A;R;RESIDENCE;;EJ;;0;AB269218;
C;708;1912725;1;20050301 09:49;4/537670;
D;708;1912725;1;20050301 09:49;P;;;;;;
D;708;1912725;1;20050301 09:49;V;;;;;;
B;708;1914392;2;20050301 09:49;;;19;AVON ST;GLEBE;2037;158.1;M;20050113;20050211;690000;A;R;RESIDENCE;;EJ;;0;AB294133;
C;708;1914392;2;20050301 09:49;2/88613;
D;708;1914392;2;20050301 09:49;P;;;;;;
D;708;1914392;2;20050301 09:49;P;;;;;;
D;708;1914392;2;20050301 09:49;P;;;;;;
D;708;1914392;2;20050301 09:49;P;;;;;;
D;708;1914392;2;20050301 09:49;V;;;;;;
B;708;1916482;3;20050301 09:49;;35;213;BRIDGE RD;GLEBE;2037;;;20041202;20041220;442000;;3;UNIT;35;;;0;AB267305;
C;708;1916482;3;20050301 09:49;35/SP19054;
D;708;1916482;3;20050301 09:49;P;;;;;;
D;708;1916482;3;20050301 09:49;V;;;;;;
D;708;1916482;3;20050301 09:49;V;;;;;;
B;708;1917092;4;20050301 09:49;;;18;BURTON ST;GLEBE;2037;177.1;M;20041127;20050121;930000;A;R;RESIDENCE;;EJ;;0;AB269206;
C;708;1917092;4;20050301 09:49;1/126194;
D;708;1917092;4;20050301 09:49;P;;;;;;
D;708;1917092;4;20050301 09:49;V;;;;;;
D;708;1917092;4;20050301 09:49;V;;;;;;
B;708;1921406;5;20050301 09:49;;;47;DERWENT ST;GLEBE;2037;224.2;M;20020403;20020524;645500;A;R;RESIDENCE;;EJ;;0;AB287007;
C;708;1921406;5;20050301 09:49;52/246733;
D;708;1921406;5;20050301 09:49;P;;;;;;
D;708;1921406;5;20050301 09:49;V;;;;;;
B;708;1921829;6;20050301 09:49;;;36;EGLINTON RD;GLEBE;2037;214;M;20041210;20050128;955000;A;R;RESIDENCE;;EJ;;0;AB290966;
C;708;1921829;6;20050301 09:49;1/599346;
D;708;1921829;6;20050301 09:49;P;;;;;;
D;708;1921829;6;20050301 09:49;P;;;;;;
D;708;1921829;6;20050301 09:49;V;;;;;;
D;708;1921829;6;20050301 09:49;V;;;;;;
B;708;1923455;7;20050301 09:49;;16;2 A;FORSYTH ST;GLEBE;2037;;;20041110;20041222;470000;;R;RESIDENCE;16;;;0;AB288276;
C;708;1923455;7;20050301 09:49;16/SP7765;
D;708;1923455;7;20050301 09:49;P;;;;;;
D;708;1923455;7;20050301 09:49;P;;;;;;
D;708;1923455;7;20050301 09:49;V;;;;;;
D;708;1923455;7;20050301 09:49;V;;;;;;
D;708;1923455;7;20050301 09:49;V;;;;;;
D;708;1923455;7;20050301 09:49;V;;;;;;
B;708;1926082;8;20050301 09:49;;;178;HEREFORD ST;FOREST LODGE;2037;164.4;M;20041215;20050202;820000;A;R;RESIDENCE;;EJ;;0;AB285927;
C;708;1926082;8;20050301 09:49;A/165872;
D;708;1926082;8;20050301 09:49;P;;;;;;
D;708;1926082;8;20050301 09:49;P;;;;;;
D;708;1926082;8;20050301 09:49;V;;;;;;
D;708;1926082;8;20050301 09:49;V;;;;;;
B;708;1926235;9;20050301 09:49;;32;51;HEREFORD ST;GLEBE;2037;;;20041123;20050121;210000;;R;RESIDENCE;32;;;0;AB293643;
C;708;1926235;9;20050301 09:49;32/SP56640;
D;708;1926235;9;20050301 09:49;P;;;;;;
D;708;1926235;9;20050301 09:49;V;;;;;;
D;708;1926235;9;20050301 09:49;V;;;;;;
B;708;1928672;10;20050301 09:49;;11;27;LEICHHARDT ST;GLEBE;2037;;;20041125;20050204;390000;;R;RESIDENCE;11;;;0;AB295174;
C;708;1928672;10;20050301 09:49;11/SP13582;
D;708;1928672;10;20050301 09:49;P;;;;;;
D;708;1928672;10;20050301 09:49;V;;;;;;
D;708;1928672;10;20050301 09:49;V;;;;;;
B;708;1928745;11;20050301 09:49;;6;14;LEICHHARDT ST;GLEBE;2037;;;20041221;20050201;640000;;R;RESIDENCE;6;;;0;AB287674;
C;708;1928745;11;20050301 09:49;6/SP30890;
D;708;1928745;11;20050301 09:49;P;;;;;;
D;708;1928745;11;20050301 09:49;V;;;;;;
D;708;1928745;11;20050301 09:49;V;;;;;;
B;708;1936004;12;20050301 09:49;;;240;ST JOHNS RD;FOREST LODGE;2037;;;20041220;20050210;750000;A;R;RESIDENCE;;EJ;;0;AB281465;
C;708;1936004;12;20050301 09:49;1/902999;
D;708;1936004;12;20050301 09:49;P;;;;;;
D;708;1936004;12;20050301 09:49;P;;;;;;
D;708;1936004;12;20050301 09:49;V;;;;;;
D;708;1936004;12;20050301 09:49;V;;;;;;
B;708;1936192;13;20050301 09:49;;14;14;SHEEHY ST;GLEBE;2037;;;20041224;20050211;175000;;R;RESIDENCE;14;;;0;AB297920;
C;708;1936192;13;20050301 09:49;14/SP10282;
D;708;1936192;13;20050301 09:49;P;;;;;;
D;708;1936192;13;20050301 09:49;V;;;;;;
B;708;1937176;14;20050301 09:49;;;42;TALFOURD ST;GLEBE;2037;101.4;M;20041223;20050217;600000;A;R;RESIDENCE;;EJ;;0;AB302629;
C;708;1937176;14;20050301 09:49;4/603216;
D;708;1937176;14;20050301 09:49;P;;;;;;
D;708;1937176;14;20050301 09:49;V;;;;;;
B;708;2021000;15;20050301 09:49;;2003;38;BRIDGE ST;SYDNEY;2000;;;20041221;20050111;800000;;R;RESIDENCE;162;;;0;AB275709;
C;708;2021000;15;20050301 09:49;162/SP57860;
D;708;2021000;15;20050301 09:49;P;;;;;;
D;708;2021000;15;20050301 09:49;P;;;;;;
D;708;2021000;15;20050301 09:49;P;;;;;;
D;708;2021000;15;20050301 09:49;P;;;;;;
D;708;2021000;15;20050301 09:49;V;;;;;;
B;708;2021884;16;20050301 09:49;;183;333;BULWARA RD;ULTIMO;2007;;;20041216;20050131;403800;;R;RESIDENCE;183;;;0;AB281096;
