A;050;20050117 11:04;PBARBER;
B;050;484952;1;20050117 11:04;;;23;AMALFI DR;LAVINGTON;2641;976.9;M;20040701;20040830;335000;A;R;RESIDENCE;;AL;;0;AB202372;
C;050;484952;1;20050117 11:04;48/807155;
D;050;484952;1;20050117 11:04;P;;;;;;
D;050;484952;1;20050117 11:04;V;;;;;;
D;050;484952;1;20050117 11:04;V;;;;;;
B;050;485343;2;20050117 11:04;;5;183;BARANBALE WAY;LAVINGTON;2641;;;20041206;20041217;166000;;R;RESIDENCE;3;;;0;AB185194;
C;050;485343;2;20050117 11:04;3/SP31216;
D;050;485343;2;20050117 11:04;P;;;;;;
D;050;485343;2;20050117 11:04;V;;;;;;
B;050;486113;3;20050117 11:04;;;52;BORELLA RD;ALBURY;2640;940.6;M;20040907;20041206;245000;A;R;RESIDENCE;;AG;;0;AB166950;
C;050;486113;3;20050117 11:04;41/831009;
D;050;486113;3;20050117 11:04;P;;;;;;
D;050;486113;3;20050117 11:04;V;;;;;;
B;050;486439;4;20050117 11:04;;;34;BRIESE CT;THURGOONA;2640;685.8;M;20041126;20041214;81000;A;V;VACANT LAND;;AQ;;0;AB180181;
C;050;486439;4;20050117 11:04;74/843335;
D;050;486439;4;20050117 11:04;P;;;;;;
D;050;486439;4;20050117 11:04;V;;;;;;
B;050;486818;5;20050117 11:04;;;267;BUTT ST;ALBURY;2640;;;20041116;20041202;260000;A;R;RESIDENCE;;AE;;0;AB197518;
C;050;486818;5;20050117 11:04;4/38909;
D;050;486818;5;20050117 11:04;P;;;;;;
D;050;486818;5;20050117 11:04;P;;;;;;
D;050;486818;5;20050117 11:04;V;;;;;;
D;050;486818;5;20050117 11:04;V;;;;;;
B;050;487507;6;20050117 11:04;;;348;CHARLES ST;ALBURY;2640;;;20030407;20031128;178000;A;R;RESIDENCE;;AD;;0;AB182775;
C;050;487507;6;20050117 11:04;54/726137;
D;050;487507;6;20050117 11:04;P;;;;;;
D;050;487507;6;20050117 11:04;V;;;;;;
B;050;487661;7;20050117 11:04;;;325;CHRISTOPHER CT;LAVINGTON;2641;670.3;M;20041117;20041217;225000;A;R;RESIDENCE;;AL;;0;AB197141;
C;050;487661;7;20050117 11:04;163/244357;
D;050;487661;7;20050117 11:04;P;;;;;;
D;050;487661;7;20050117 11:04;P;;;;;;
D;050;487661;7;20050117 11:04;V;;;;;;
D;050;487661;7;20050117 11:04;V;;;;;;
B;050;488563;8;20050117 11:04;;;644;DAVID ST;ALBURY;2640;;;20040825;20041112;349000;A;R;RESIDENCE;;AA;;0;AB197785;
C;050;488563;8;20050117 11:04;C/313789;
D;050;488563;8;20050117 11:04;P;;;;;;
D;050;488563;8;20050117 11:04;P;;;;;;
D;050;488563;8;20050117 11:04;V;;;;;;
D;050;488563;8;20050117 11:04;V;;;;;;
B;050;489577;9;20050117 11:04;;;957;DUFFY CRES;ALBURY;2640;;;20041029;20041129;267000;A;R;RESIDENCE;;AJ;;0;AB195115;
C;050;489577;9;20050117 11:04;45/234084;
D;050;489577;9;20050117 11:04;P;;;;;;
D;050;489577;9;20050117 11:04;V;;;;;;
