A;055;20050117 11:04;PBARBER;
B;055;514594;1;20050117 11:04;;;31;BIRDWOOD ST;COROWA;2646;1012;M;20000410;20000426;51000;A;R;RESIDENCE;;AA;;0;AA955702;
C;055;514594;1;20050117 11:04;6/3/7816;
D;055;514594;1;20050117 11:04;P;;;;;;
D;055;514594;1;20050117 11:04;V;;;;;;
D;055;514594;1;20050117 11:04;V;;;;;;
B;055;515819;2;20050117 11:04;;;23;KATRINA CCT;COROWA;2646;742;M;20041207;20041220;220000;A;R;RESIDENCE;;AT;;0;AB189371;
C;055;515819;2;20050117 11:04;34/813251;
D;055;515819;2;20050117 11:04;P;;;;;;
D;055;515819;2;20050117 11:04;P;;;;;;
D;055;515819;2;20050117 11:04;V;;;;;;
B;055;516015;3;20050117 11:04;;;19;O'BRIEN CT;COROWA;2646;1468;M;20041103;20041220;220000;A;R;RESIDENCE;;AT;;0;AB192130;
C;055;516015;3;20050117 11:04;19/250541;
D;055;516015;3;20050117 11:04;P;;;;;;
D;055;516015;3;20050117 11:04;P;;;;;;
D;055;516015;3;20050117 11:04;V;;;;;;
B;055;516313;4;20050117 11:04;;;103;RIVER ST S;COROWA;2646;1012;M;20041014;20041210;290000;A;R;RESIDENCE;;AS;;0;AB178475;
C;055;516313;4;20050117 11:04;7/14/758296;
D;055;516313;4;20050117 11:04;P;;;;;;
D;055;516313;4;20050117 11:04;P;;;;;;
D;055;516313;4;20050117 11:04;V;;;;;;
D;055;516313;4;20050117 11:04;V;;;;;;
B;055;516490;5;20050117 11:04;;;84;SANGER ST;COROWA;2646;409;M;20041208;20041217;225500;B;3;SHOP;;BA;;0;AB180745;
C;055;516490;5;20050117 11:04;1/598157;
D;055;516490;5;20050117 11:04;P;;;;;;
D;055;516490;5;20050117 11:04;V;;;;;;
B;055;516760;6;20050117 11:04;;;23;VICTORIA ST;COROWA;2646;1255;M;20041202;20041221;122000;A;R;RESIDENCE;;AE;;0;AB193834;
C;055;516760;6;20050117 11:04;14/157498;
D;055;516760;6;20050117 11:04;P;;;;;;
D;055;516760;6;20050117 11:04;P;;;;;;
D;055;516760;6;20050117 11:04;V;;;;;;
B;055;517072;7;20050117 11:04;;;;VILLAGE DAYSDALE;DAYSDALE;2646;2023;M;20040723;20040816;1438;A;V;VACANT LAND;;AD;;0;AB114651;
C;055;517072;7;20050117 11:04;6/4/758341;
D;055;517072;7;20050117 11:04;P;;;;;;
D;055;517072;7;20050117 11:04;V;;;;;;
B;055;517122;8;20050117 11:04;;;;VILLAGE DAYSDALE;DAYSDALE;2646;4679;M;20040723;20040816;1438;R;V;VACANT LAND;;HA;;0;AB114651;
C;055;517122;8;20050117 11:04;123/753738;
D;055;517122;8;20050117 11:04;P;;;;;;
D;055;517122;8;20050117 11:04;V;;;;;;
B;055;517515;9;20050117 11:04;;;29;WANDOO CT;MULWALA;2647;4117;M;20041123;20041220;360000;R;R;RESIDENCE;;HM;;0;AB199520;
C;055;517515;9;20050117 11:04;29/255581;
D;055;517515;9;20050117 11:04;P;;;;;;
D;055;517515;9;20050117 11:04;V;;;;;;
B;055;2773635;10;20050117 11:04;;;118;HUME ST;COROWA;2646;1012;M;20041108;20041203;53000;A;V;VACANT LAND;;AS;;0;AB191863;
C;055;2773635;10;20050117 11:04;13/13/758296;
D;055;2773635;10;20050117 11:04;P;;;;;;
D;055;2773635;10;20050117 11:04;V;;;;;;
D;055;2773635;10;20050117 11:04;V;;;;;;
B;055;3099209;11;20050117 11:04;;;15;RAMSAY ST;COROWA;2646;809.4;M;20040514;20040618;149000;A;R;RESIDENCE;;AG;;0;AB201032;
C;055;3099209;11;20050117 11:04;2/783459;
D;055;3099209;11;20050117 11:04;P;;;;;;
D;055;3099209;11;20050117 11:04;V;;;;;;
B;055;3128634;12;20050117 11:04;;;;MCCARTHY ST;MULWALA;2647;1;H;20041206;20041206;25000;;V;VACANT LAND;;;;0;AB199505;
C;055;3128634;12;20050117 11:04;14/1074703;
D;055;3128634;12;20050117 11:04;P;;;;;;
D;055;3128634;12;20050117 11:04;P;;;;;;
D;055;3128634;12;20050117 11:04;V;;;;;;
B;055;3145746;13;20050117 11:04;;;;RAMSAY ST;COROWA;2646;1518;M;20041124;20041124;115000;;V;VACANT LAND;;;;0;AB168006;
C;055;3145746;13;20050117 11:04;41/1061719;
D;055;3145746;13;20050117 11:04;P;;;;;;
D;055;3145746;13;20050117 11:04;P;;;;;;
D;055;3145746;13;20050117 11:04;V;;;;;;
Z;63;13;13;35;
