A;074;20050316 11:08;PBARBER;
B;074;562896;1;20050316 11:08;;;57;CUTLER AVE;GRIFFITH;2680;954.8;M;20050121;20050218;212000;A;R;RESIDENCE;;AA;;0;AB309023;
C;074;562896;1;20050316 11:08;1/115/758476;
D;074;562896;1;20050316 11:08;P;;;;;;
D;074;562896;1;20050316 11:08;V;;;;;;
D;074;562896;1;20050316 11:08;V;;;;;;
B;074;562952;2;20050316 11:08;;;;DICKSON RD;GRIFFITH;2680;788;M;20050125;20050215;400000;A;R;RESIDENCE;;AA;;0;AB313062;
C;074;562952;2;20050316 11:08;1/1017859;
D;074;562952;2;20050316 11:08;P;;;;;;
D;074;562952;2;20050316 11:08;P;;;;;;
D;074;562952;2;20050316 11:08;V;;;;;;
D;074;562952;2;20050316 11:08;V;;;;;;
B;074;563195;3;20050316 11:08;;;168;ERSKINE RD;GRIFFITH;2680;890.4;M;20050117;20050214;300000;A;R;RESIDENCE;;AB;;0;AB295656;
C;074;563195;3;20050316 11:08;1/856157;
D;074;563195;3;20050316 11:08;P;;;;;;
D;074;563195;3;20050316 11:08;P;;;;;;
D;074;563195;3;20050316 11:08;V;;;;;;
D;074;563195;3;20050316 11:08;V;;;;;;
B;074;563778;4;20050316 11:08;;;2;GUNDALINE CT;GRIFFITH;2680;690.9;M;20041111;20050128;254000;A;R;RESIDENCE;;AB;;0;AB323167;
C;074;563778;4;20050316 11:08;153/1000645;
D;074;563778;4;20050316 11:08;P;;;;;;
D;074;563778;4;20050316 11:08;V;;;;;;
D;074;563778;4;20050316 11:08;V;;;;;;
B;074;563802;5;20050316 11:08;;;7;HARNETT PL;GRIFFITH;2680;1083;M;20041201;20050127;312500;A;R;RESIDENCE;;AA;;0;AB277523;
C;074;563802;5;20050316 11:08;46/40048;
D;074;563802;5;20050316 11:08;P;;;;;;
D;074;563802;5;20050316 11:08;V;;;;;;
B;074;563829;6;20050316 11:08;;;17;HART ST;GRIFFITH;2680;834.7;M;20050111;20050208;230000;A;R;RESIDENCE;;AA;;0;AB298383;
C;074;563829;6;20050316 11:08;10/157/758476;
D;074;563829;6;20050316 11:08;P;;;;;;
D;074;563829;6;20050316 11:08;V;;;;;;
B;074;563869;7;20050316 11:08;;;41;HARWARD RD;GRIFFITH;2680;1012;M;20041222;20050201;276000;A;R;RESIDENCE;;AB;;0;AB291400;
C;074;563869;7;20050316 11:08;1642/257559 . Farm Number 1408;
D;074;563869;7;20050316 11:08;P;;;;;;
D;074;563869;7;20050316 11:08;V;;;;;;
B;074;564155;8;20050316 11:08;;;29;HYANDRA ST;GRIFFITH;2680;1214;M;20041209;20050204;309000;A;R;RESIDENCE;;AA;;0;AB303195;
C;074;564155;8;20050316 11:08;11/45/758476;
D;074;564155;8;20050316 11:08;P;;;;;;
D;074;564155;8;20050316 11:08;P;;;;;;
D;074;564155;8;20050316 11:08;V;;;;;;
B;074;564382;9;20050316 11:08;;;16;KOOBA ST;GRIFFITH;2680;696.8;M;20041214;20050111;160000;A;R;RESIDENCE;;AA;;0;AB290158;
C;074;564382;9;20050316 11:08;28/51/758476;
D;074;564382;9;20050316 11:08;P;;;;;;
D;074;564382;9;20050316 11:08;V;;;;;;
B;074;565013;10;20050316 11:08;;;28;MARCUS ST;GRIFFITH;2680;765.1;M;20041217;20050201;260000;A;R;RESIDENCE;;AA;;0;AB303946;
C;074;565013;10;20050316 11:08;22/241401;
D;074;565013;10;20050316 11:08;P;;;;;;
D;074;565013;10;20050316 11:08;V;;;;;;
B;074;565445;11;20050316 11:08;;;6;MOSES ST;GRIFFITH;2680;644.9;M;20041220;20050216;200000;A;R;RESIDENCE;;AB;;0;AB310869;
C;074;565445;11;20050316 11:08;1434/751709 . Farm Number 1121;
D;074;565445;11;20050316 11:08;P;;;;;;
D;074;565445;11;20050316 11:08;V;;;;;;
D;074;565445;11;20050316 11:08;V;;;;;;
B;074;565724;12;20050316 11:08;;;9;NOORLA ST;GRIFFITH;2680;739.8;M;20050104;20050202;190000;A;R;RESIDENCE;;AB;;0;AB294441;
C;074;565724;12;20050316 11:08;14/229141;
D;074;565724;12;20050316 11:08;P;;;;;;
D;074;565724;12;20050316 11:08;P;;;;;;
D;074;565724;12;20050316 11:08;V;;;;;;
B;074;565730;13;20050316 11:08;;;25;NOORLA ST;GRIFFITH;2680;942.2;M;20041103;20050207;128000;A;R;RESIDENCE;;AB;;0;AB294389;
C;074;565730;13;20050316 11:08;20/99/758476;
D;074;565730;13;20050316 11:08;P;;;;;;
D;074;565730;13;20050316 11:08;V;;;;;;
B;074;565925;14;20050316 11:08;;;28;PALLA ST;GRIFFITH;2680;823.2;M;20041113;20041210;250000;A;R;RESIDENCE;;AA;;0;AB318992;
C;074;565925;14;20050316 11:08;2/42489;
D;074;565925;14;20050316 11:08;P;;;;;;
D;074;565925;14;20050316 11:08;P;;;;;;
D;074;565925;14;20050316 11:08;V;;;;;;
B;074;567459;15;20050316 11:08;;;1;BILBUL PL;BILBUL;2680;1556;M;20050128;20050207;120000;A;3;RESIDENCE/SHO;;BV;;0;AB298088;
C;074;567459;15;20050316 11:08;404/751728;
D;074;567459;15;20050316 11:08;P;;;;;;
D;074;567459;15;20050316 11:08;P;;;;;;
D;074;567459;15;20050316 11:08;V;;;;;;
D;074;567459;15;20050316 11:08;V;;;;;;
