A;022;20050316 11:07;PBARBER;
B;022;412588;1;20050316 11:07;;;2800;MOPPITY RD;YOUNG;2594;147.8;H;20040804;20041201;2100000;R;3;FARM;;RE;;0;AB167108;
C;022;412588;1;20050316 11:07;1/254098 PT 217/753623 (BEING PART MOPPITY PARK WILDLIFE REFUGE);
D;022;412588;1;20050316 11:07;P;;;;;;
D;022;412588;1;20050316 11:07;P;;;;;;
D;022;412588;1;20050316 11:07;P;;;;;;
D;022;412588;1;20050316 11:07;V;;;;;;
B;022;412965;2;20050316 11:07;;;;PH WEEDALLION;TUBBUL;2594;322.7;H;20041029;20050207;635000;R;3;FARM RURAL;;MK;;0;AB321867;
C;022;412965;2;20050316 11:07;2, 5, 10/115245 4, 5, 67/750632 63, 74, 75/750635;
D;022;412965;2;20050316 11:07;P;;;;;;
D;022;412965;2;20050316 11:07;V;;;;;;
B;022;413594;3;20050316 11:07;;;101;BURROWS RD;BURRANGONG;2594;6.506;H;20041221;20050114;383000;R;R;RESIDENCE;;SY;;0;AB262066;
C;022;413594;3;20050316 11:07;2/866938;
D;022;413594;3;20050316 11:07;P;;;;;;
D;022;413594;3;20050316 11:07;P;;;;;;
D;022;413594;3;20050316 11:07;V;;;;;;
D;022;413594;3;20050316 11:07;V;;;;;;
B;022;413714;4;20050316 11:07;;;41;NOONANS RD;YOUNG;2594;2.63;H;20041222;20041222;40000;R;V;VACANT LAND;;DY;;0;AB297483;
C;022;413714;4;20050316 11:07;739/754611;
D;022;413714;4;20050316 11:07;P;;;;;;
D;022;413714;4;20050316 11:07;P;;;;;;
D;022;413714;4;20050316 11:07;V;;;;;;
B;022;413725;5;20050316 11:07;;;673;SPRING CREEK RD;YOUNG;2594;4;H;20050224;20050225;295000;R;V;VACANT LAND;;DY;;0;AB324263;
C;022;413725;5;20050316 11:07;6/844401;
D;022;413725;5;20050316 11:07;P;;;;;;
D;022;413725;5;20050316 11:07;V;;;;;;
D;022;413725;5;20050316 11:07;V;;;;;;
B;022;414210;6;20050316 11:07;;;45;HINTONS RD;YOUNG;2594;809.4;M;20050125;20050222;65000;R;R;RESIDENCE;;LY;;0;AB313655;
C;022;414210;6;20050316 11:07;A/399444;
D;022;414210;6;20050316 11:07;P;;;;;;
D;022;414210;6;20050316 11:07;V;;;;;;
B;022;414382;7;20050316 11:07;;;3;ANDERSON AVE;YOUNG;2594;1009;M;20050113;20050210;357000;A;R;RESIDENCE;;AA;;0;AB304433;
C;022;414382;7;20050316 11:07;56/778084;
D;022;414382;7;20050316 11:07;P;;;;;;
D;022;414382;7;20050316 11:07;P;;;;;;
D;022;414382;7;20050316 11:07;V;;;;;;
D;022;414382;7;20050316 11:07;V;;;;;;
B;022;414519;8;20050316 11:07;;;123;BERTHONG ST;YOUNG;2594;784.1;M;20050121;20050217;119000;A;V;VACANT LAND;;AC;;0;AB322149;
C;022;414519;8;20050316 11:07;21/214647;
D;022;414519;8;20050316 11:07;P;;;;;;
D;022;414519;8;20050316 11:07;P;;;;;;
D;022;414519;8;20050316 11:07;V;;;;;;
D;022;414519;8;20050316 11:07;V;;;;;;
D;022;414519;8;20050316 11:07;V;;;;;;
D;022;414519;8;20050316 11:07;V;;;;;;
B;022;414566;9;20050316 11:07;;;77;BINALONG ST;YOUNG;2594;2129;M;20041222;20050128;320000;A;R;RESIDENCE;;AC;;0;AB319174;
C;022;414566;9;20050316 11:07;1/789335;
D;022;414566;9;20050316 11:07;P;;;;;;
D;022;414566;9;20050316 11:07;V;;;;;;
D;022;414566;9;20050316 11:07;V;;;;;;
B;022;414979;10;20050316 11:07;;;79;BROCK ST;YOUNG;2594;866.3;M;20041119;20050223;175000;A;R;RESIDENCE;;AB;;0;AB316627;
C;022;414979;10;20050316 11:07;2/102643;
D;022;414979;10;20050316 11:07;P;;;;;;
D;022;414979;10;20050316 11:07;V;;;;;;
B;022;415448;11;20050316 11:07;;;136;EDWARDS ST;YOUNG;2594;986.3;M;20050121;20050218;200000;A;R;RESIDENCE;;AB;;0;AB317625;
C;022;415448;11;20050316 11:07;3/566414;
D;022;415448;11;20050316 11:07;P;;;;;;
D;022;415448;11;20050316 11:07;V;;;;;;
D;022;415448;11;20050316 11:07;V;;;;;;
B;022;415554;12;20050316 11:07;;;157;EDWARDS ST;YOUNG;2594;841;M;20050119;20050211;105000;A;R;RESIDENCE;;AB;;0;AB295103;
C;022;415554;12;20050316 11:07;A/410856;
D;022;415554;12;20050316 11:07;P;;;;;;
D;022;415554;12;20050316 11:07;V;;;;;;
B;022;415558;13;20050316 11:07;;;8;ELIZABETH ST;YOUNG;2594;1126;M;20041022;20050211;192000;A;R;RESIDENCE;;AD;;0;AB303932;
C;022;415558;13;20050316 11:07;1/224101;
D;022;415558;13;20050316 11:07;P;;;;;;
D;022;415558;13;20050316 11:07;P;;;;;;
D;022;415558;13;20050316 11:07;V;;;;;;
D;022;415558;13;20050316 11:07;V;;;;;;
B;022;416117;14;20050316 11:07;;;4;LYNCH ST;YOUNG;2594;954.8;M;20041217;20050128;240000;A;R;RESIDENCE;;AB;;0;AB303350;
C;022;416117;14;20050316 11:07;1/333191;
D;022;416117;14;20050316 11:07;P;;;;;;
D;022;416117;14;20050316 11:07;V;;;;;;
B;022;416739;15;20050316 11:07;;;7;PATTERSON AVE;YOUNG;2594;727.2;M;20041204;20050111;101000;A;R;RESIDENCE;;AG;;0;AB300463;
C;022;416739;15;20050316 11:07;6/18164;
D;022;416739;15;20050316 11:07;P;;;;;;
D;022;416739;15;20050316 11:07;P;;;;;;
D;022;416739;15;20050316 11:07;V;;;;;;
B;022;416863;16;20050316 11:07;;;7;RENMARK AVE;YOUNG;2594;1856;M;20050127;20050224;240000;A;R;RESIDENCE;;AA;;0;AB326152;
C;022;416863;16;20050316 11:07;33/251272;
D;022;416863;16;20050316 11:07;P;;;;;;
D;022;416863;16;20050316 11:07;V;;;;;;
D;022;416863;16;20050316 11:07;V;;;;;;
B;022;417612;17;20050316 11:07;;;115;WOMBAT ST;YOUNG;2594;1081;M;20050222;20050223;150000;A;R;RESIDENCE;;AC;;0;AB320675;
C;022;417612;17;20050316 11:07;2/D/1075;
D;022;417612;17;20050316 11:07;P;;;;;;
D;022;417612;17;20050316 11:07;V;;;;;;
B;022;2996477;18;20050316 11:07;;;2457;KINGSVALE RD;YOUNG;2594;3339;M;20041126;20050214;385000;R;R;RESIDENCE;;RT;;0;AB298602;
C;022;2996477;18;20050316 11:07;2466/754611;
D;022;2996477;18;20050316 11:07;P;;;;;;
D;022;2996477;18;20050316 11:07;P;;;;;;
D;022;2996477;18;20050316 11:07;V;;;;;;
D;022;2996477;18;20050316 11:07;V;;;;;;
B;022;3055250;19;20050316 11:07;;;101;BINALONG ST;YOUNG;2594;873.2;M;20041214;20050128;293000;A;R;RESIDENCE;;AF;;0;AB293665;
C;022;3055250;19;20050316 11:07;29/1060480;
D;022;3055250;19;20050316 11:07;P;;;;;;
D;022;3055250;19;20050316 11:07;V;;;;;;
