A;209;20050216 14:07;PDANN;
B;209;2048657;1;20050216 14:07;;;18;ALLENS PDE;BONDI JUNCTION;2022;;;20041106;20041106;1360000;A;R;RESIDENCE;;CP;;0;AB246915;
C;209;2048657;1;20050216 14:07;5/11196;
D;209;2048657;1;20050216 14:07;P;;;;;;
D;209;2048657;1;20050216 14:07;V;;;;;;
B;209;2048701;2;20050216 14:07;;;29;ALLENS PDE;BONDI JUNCTION;2022;;;20041113;20050128;1090000;A;R;RESIDENCE;;CP;;0;AB257720;
C;209;2048701;2;20050216 14:07;A/360134;
D;209;2048701;2;20050216 14:07;P;;;;;;
D;209;2048701;2;20050216 14:07;V;;;;;;
B;209;2048791;3;20050216 14:07;;;32;ALT ST;QUEENS PARK;2022;;;20041112;20050127;1650000;A;R;RESIDENCE;;CN;;0;AB259456;
C;209;2048791;3;20050216 14:07;1/34080;
D;209;2048791;3;20050216 14:07;P;;;;;;
D;209;2048791;3;20050216 14:07;P;;;;;;
D;209;2048791;3;20050216 14:07;P;;;;;;
D;209;2048791;3;20050216 14:07;V;;;;;;
B;209;2049077;4;20050216 14:07;YANEH;;16;ASHTON ST;QUEENS PARK;2022;259.2;M;20041106;20050128;1530500;A;R;RESIDENCE;;CN;;0;AB247301;
C;209;2049077;4;20050216 14:07;1/222861;
D;209;2049077;4;20050216 14:07;P;;;;;;
D;209;2049077;4;20050216 14:07;P;;;;;;
D;209;2049077;4;20050216 14:07;V;;;;;;
B;209;2049756;5;20050216 14:07;;2;11;BELGRAVE ST;BRONTE;2024;;;20041113;20050119;530000;;R;RESIDENCE;2;;;0;AB248932;
C;209;2049756;5;20050216 14:07;2/SP15339;
D;209;2049756;5;20050216 14:07;P;;;;;;
D;209;2049756;5;20050216 14:07;V;;;;;;
B;209;2050667;6;20050216 14:07;;;164;BIRRELL ST;BONDI JUNCTION;2022;;;20041206;20050117;850000;A;R;RESIDENCE;;EP;;0;AB247354;
C;209;2050667;6;20050216 14:07;24/923 2/521251;
D;209;2050667;6;20050216 14:07;P;;;;;;
D;209;2050667;6;20050216 14:07;P;;;;;;
D;209;2050667;6;20050216 14:07;V;;;;;;
B;209;2051161;7;20050216 14:07;;2;18;BLANDFORD AVE;BRONTE;2024;;;20041207;20050125;505000;;R;RESIDENCE;2;;;0;AB251389;
C;209;2051161;7;20050216 14:07;2/SP11506;
