A;116;20050316 11:11;PBARBER;
B;116;1237944;1;20050316 11:11;;;;WELLINGTON RD;PARKES;2870;8.971;H;20050125;20050222;50000;R;3;RURAL;;RA;;0;AB314971;
C;116;1237944;1;20050316 11:11;4/178238;
D;116;1237944;1;20050316 11:11;P;;;;;;
D;116;1237944;1;20050316 11:11;P;;;;;;
D;116;1237944;1;20050316 11:11;V;;;;;;
B;116;1238090;2;20050316 11:11;;;;BOGAN ST;BOGAN GATE;2876;1012;M;20050120;20050224;6000;Z;V;VACANT LAND;;ZB;;0;AB317064;
C;116;1238090;2;20050316 11:11;8/4/758125;
D;116;1238090;2;20050316 11:11;P;;;;;;
D;116;1238090;2;20050316 11:11;V;;;;;;
B;116;1238109;3;20050316 11:11;;;2;LACHLAN ST;BOGAN GATE;2876;2023;M;20050127;20050215;8000;Z;R;RESIDENCE;;ZB;;0;AB306462;
C;116;1238109;3;20050316 11:11;9, 10/9/758125;
D;116;1238109;3;20050316 11:11;P;;;;;;
D;116;1238109;3;20050316 11:11;V;;;;;;
B;116;1238991;4;20050316 11:11;;;127;EUCHIE ST;PEAK HILL;2869;1012;M;20040927;20041112;180000;Z;R;RESIDENCE;;ZP;;0;AB330089;
C;116;1238991;4;20050316 11:11;273/755113;
D;116;1238991;4;20050316 11:11;P;;;;;;
D;116;1238991;4;20050316 11:11;P;;;;;;
D;116;1238991;4;20050316 11:11;V;;;;;;
D;116;1238991;4;20050316 11:11;V;;;;;;
B;116;1240373;5;20050316 11:11;;;;VICTORIA ST;PARKES;2870;2.599;H;20040830;20040830;648000;R;V;VACANT LAND;;CE;;0;AB303017;
C;116;1240373;5;20050316 11:11;2/46700;
D;116;1240373;5;20050316 11:11;P;;;;;;
D;116;1240373;5;20050316 11:11;V;;;;;;
D;116;1240373;5;20050316 11:11;V;;;;;;
D;116;1240373;5;20050316 11:11;V;;;;;;
D;116;1240373;5;20050316 11:11;V;;;;;;
B;116;1240573;6;20050316 11:11;;;37;BLAXLAND ST;PARKES;2870;661.4;M;20041130;20050215;43000;Z;V;VACANT LAND;;AN;;0;AB301930;
C;116;1240573;6;20050316 11:11;41/856999;
D;116;1240573;6;20050316 11:11;P;;;;;;
D;116;1240573;6;20050316 11:11;V;;;;;;
B;116;1241297;7;20050316 11:11;;;245;CLARINDA ST;PARKES;2870;106.4;M;20041110;20050210;212000;Z;3;SHOP;;BA;;0;AB318733;
C;116;1241297;7;20050316 11:11;10/615253;
D;116;1241297;7;20050316 11:11;P;;;;;;
D;116;1241297;7;20050316 11:11;P;;;;;;
D;116;1241297;7;20050316 11:11;V;;;;;;
D;116;1241297;7;20050316 11:11;V;;;;;;
B;116;1243010;8;20050316 11:11;;;3;JUNCTION ST;PARKES;2870;1315;M;20050207;20050215;142500;Z;R;RESIDENCE;;AM;;0;AB303074;
C;116;1243010;8;20050316 11:11;491/750179;
D;116;1243010;8;20050316 11:11;P;;;;;;
D;116;1243010;8;20050316 11:11;V;;;;;;
B;116;1243085;9;20050316 11:11;;;4;KENDALL ST;PARKES;2870;;;20050107;20050211;90000;Z;R;RESIDENCE;;AL;;0;AB308850;
C;116;1243085;9;20050316 11:11;14/35977;
D;116;1243085;9;20050316 11:11;P;;;;;;
D;116;1243085;9;20050316 11:11;P;;;;;;
D;116;1243085;9;20050316 11:11;V;;;;;;
D;116;1243085;9;20050316 11:11;V;;;;;;
B;116;1243405;10;20050316 11:11;;;;MEDLYN ST;PARKES;2870;965.5;M;20050112;20050112;49000;Z;V;VACANT LAND;;AG;;0;AB296483;
C;116;1243405;10;20050316 11:11;2/832749;
D;116;1243405;10;20050316 11:11;P;;;;;;
D;116;1243405;10;20050316 11:11;V;;;;;;
D;116;1243405;10;20050316 11:11;V;;;;;;
B;116;1243466;11;20050316 11:11;;;27;MENGARVIE RD;PARKES;2870;942.1;M;20050104;20050110;312500;Z;R;RESIDENCE;;AA;;0;AB298408;
C;116;1243466;11;20050316 11:11;17/242085;
D;116;1243466;11;20050316 11:11;P;;;;;;
D;116;1243466;11;20050316 11:11;P;;;;;;
D;116;1243466;11;20050316 11:11;V;;;;;;
D;116;1243466;11;20050316 11:11;V;;;;;;
