A;539;20050316 11:19;PBARBER;
B;539;453825;1;20050316 11:19;;;15;ANNE ST;QUEANBEYAN;2620;562.7;M;20050112;20050211;213000;A;R;RESIDENCE;;AF;;0;AB312472;
C;539;453825;1;20050316 11:19;84/224776;
D;539;453825;1;20050316 11:19;P;;;;;;
D;539;453825;1;20050316 11:19;P;;;;;;
D;539;453825;1;20050316 11:19;V;;;;;;
B;539;453869;2;20050316 11:19;;9;10;ARTHUR ST;QUEANBEYAN;2620;;;20050128;20050214;92000;;R;RESIDENCE;9;;;0;AB315933;
C;539;453869;2;20050316 11:19;9/SP17679;
D;539;453869;2;20050316 11:19;P;;;;;;
D;539;453869;2;20050316 11:19;V;;;;;;
B;539;453978;3;20050316 11:19;;5;53;ATKINSON ST;QUEANBEYAN;2620;;;20050113;20050208;165000;;R;RESIDENCE;5;;;0;AB304421;
C;539;453978;3;20050316 11:19;5/SP36438;
D;539;453978;3;20050316 11:19;P;;;;;;
D;539;453978;3;20050316 11:19;V;;;;;;
B;539;454770;4;20050316 11:19;;;39;BILKURRA ST;QUEANBEYAN;2620;684.9;M;20041224;20050127;395000;A;R;RESIDENCE;;HH;;0;AB301522;
C;539;454770;4;20050316 11:19;61/828102;
D;539;454770;4;20050316 11:19;P;;;;;;
D;539;454770;4;20050316 11:19;P;;;;;;
D;539;454770;4;20050316 11:19;V;;;;;;
D;539;454770;4;20050316 11:19;V;;;;;;
B;539;454965;5;20050316 11:19;;5;4;BOOTH ST;QUEANBEYAN;2620;;;20050209;20050225;215155;;R;RESIDENCE;5;;;0;AB328739;
C;539;454965;5;20050316 11:19;5/SP48738;
D;539;454965;5;20050316 11:19;P;;;;;;
D;539;454965;5;20050316 11:19;V;;;;;;
B;539;455390;6;20050316 11:19;;5;7;BRUDENELL DR;JERRABOMBERRA;2619;;;20041222;20050211;275000;;R;RESIDENCE;7;;;0;AB294792;
C;539;455390;6;20050316 11:19;7/SP38808;
D;539;455390;6;20050316 11:19;P;;;;;;
D;539;455390;6;20050316 11:19;V;;;;;;
B;539;455809;7;20050316 11:19;;7;11;CAMPBELL ST;QUEANBEYAN;2620;;;20050117;20050223;211000;;R;RESIDENCE;7;;;0;AB320067;
C;539;455809;7;20050316 11:19;7/SP30849;
D;539;455809;7;20050316 11:19;P;;;;;;
D;539;455809;7;20050316 11:19;V;;;;;;
D;539;455809;7;20050316 11:19;V;;;;;;
B;539;457119;8;20050316 11:19;;4;78;CRAWFORD ST;QUEANBEYAN;2620;;;20040921;20041101;180000;;3;COMMERCIAL;4;;;0;AB313949;
C;539;457119;8;20050316 11:19;4/SP22807;
D;539;457119;8;20050316 11:19;P;;;;;;
D;539;457119;8;20050316 11:19;P;;;;;;
D;539;457119;8;20050316 11:19;V;;;;;;
B;539;457119;9;20050316 11:19;;4;78;CRAWFORD ST;QUEANBEYAN;2620;;;20040921;20041101;180000;;3;COMMERCIAL;5;;;0;AB313949;
C;539;457119;9;20050316 11:19;5/SP22807;
