A;233;20050316 11:18;PBARBER;
B;233;2612192;1;20050316 11:18;;;19;BOKHARA ST;BREWARRINA;2839;1119;M;20041215;20050223;6000;Z;R;RESIDENCE;;AC;;0;AB327327;
C;233;2612192;1;20050316 11:18;1/513239;
D;233;2612192;1;20050316 11:18;P;;;;;;
D;233;2612192;1;20050316 11:18;V;;;;;;
B;233;2612446;2;20050316 11:18;;;;NARRAN ST;BREWARRINA;2839;4.58;H;20050215;20050215;9700;R;3;;;CT;;0;AB300010;
C;233;2612446;2;20050316 11:18;95, 96, 97/751553;
D;233;2612446;2;20050316 11:18;P;;;;;;
D;233;2612446;2;20050316 11:18;V;;;;;;
D;233;2612446;2;20050316 11:18;V;;;;;;
B;233;2612646;3;20050316 11:18;;;;VILLAGE ANGLEDOOL;NEW ANGLEDOOL;2832;2023;M;20041108;20050217;5700;Z;R;RESIDENCE;;ZA;;0;AB315314;
C;233;2612646;3;20050316 11:18;5/7/2749;
D;233;2612646;3;20050316 11:18;P;;;;;;
D;233;2612646;3;20050316 11:18;P;;;;;;
D;233;2612646;3;20050316 11:18;V;;;;;;
D;233;2612646;3;20050316 11:18;V;;;;;;
B;233;3129780;4;20050316 11:18;;;;BUNDABULLA ST;BREWARRINA;2839;1025;M;19960919;20030417;3000;R;V;VACANT LAND;;CT;;0;AB7709;
C;233;3129780;4;20050316 11:18;3/1044943;
D;233;3129780;4;20050316 11:18;P;;;;;;
D;233;3129780;4;20050316 11:18;V;;;;;;
Z;21;4;4;11;
