A;224;20050316 11:18;PBARBER;
B;224;2528129;1;20050316 11:18;;;24;ALGIE CRES;KINGSWOOD;2747;676.6;M;20050113;20050224;335000;A;R;RESIDENCE;;AR;;0;AB323999;
C;224;2528129;1;20050316 11:18;36/242174;
D;224;2528129;1;20050316 11:18;P;;;;;;
D;224;2528129;1;20050316 11:18;V;;;;;;
B;224;2530432;2;20050316 11:18;;;232;BANKS DR;ST CLAIR;2759;625.4;M;20041128;20050209;330000;A;R;RESIDENCE;;AA;;0;AB313660;
C;224;2530432;2;20050316 11:18;465/262410;
D;224;2530432;2;20050316 11:18;P;;;;;;
D;224;2530432;2;20050316 11:18;P;;;;;;
D;224;2530432;2;20050316 11:18;V;;;;;;
B;224;2531043;3;20050316 11:18;;3;69 A;BARRY ST;CAMBRIDGE PARK;2747;;;20041109;20041223;267000;;R;RESIDENCE;3;;;0;AB310584;
C;224;2531043;3;20050316 11:18;3/SP64345;
D;224;2531043;3;20050316 11:18;P;;;;;;
D;224;2531043;3;20050316 11:18;P;;;;;;
D;224;2531043;3;20050316 11:18;P;;;;;;
D;224;2531043;3;20050316 11:18;V;;;;;;
B;224;2531244;4;20050316 11:18;;;5;BAX GLEN;ST CLAIR;2759;777.7;M;20050114;20050216;383000;A;R;RESIDENCE;;AA;;0;AB325692;
C;224;2531244;4;20050316 11:18;12/263784;
D;224;2531244;4;20050316 11:18;P;;;;;;
D;224;2531244;4;20050316 11:18;P;;;;;;
D;224;2531244;4;20050316 11:18;V;;;;;;
D;224;2531244;4;20050316 11:18;V;;;;;;
B;224;2531294;5;20050316 11:18;;;30;BAYLEY RD;SOUTH PENRITH;2750;722;M;20041220;20050131;386000;A;R;RESIDENCE;;GG;;0;AB284916;
C;224;2531294;5;20050316 11:18;26/259253;
D;224;2531294;5;20050316 11:18;P;;;;;;
D;224;2531294;5;20050316 11:18;P;;;;;;
D;224;2531294;5;20050316 11:18;V;;;;;;
D;224;2531294;5;20050316 11:18;V;;;;;;
B;224;2532126;6;20050316 11:18;;;275;BENNETT RD;ST CLAIR;2759;629.2;M;20050108;20050221;370000;A;R;RESIDENCE;;AA;;0;AB318341;
C;224;2532126;6;20050316 11:18;8021/260615;
D;224;2532126;6;20050316 11:18;P;;;;;;
D;224;2532126;6;20050316 11:18;V;;;;;;
B;224;2532437;7;20050316 11:18;;;10;BEVERLEY PL;WERRINGTON COUNTY;2747;572.1;M;20050114;20050218;266500;A;R;RESIDENCE;;GV;;0;AB315830;
C;224;2532437;7;20050316 11:18;26/243623;
D;224;2532437;7;20050316 11:18;P;;;;;;
D;224;2532437;7;20050316 11:18;V;;;;;;
D;224;2532437;7;20050316 11:18;V;;;;;;
B;224;2534206;8;20050316 11:18;;;80;BRINGELLY RD;KINGSWOOD;2747;713.7;M;20050117;20050228;290000;A;R;RESIDENCE;;AR;;0;AB325808;
C;224;2534206;8;20050316 11:18;3046/263158;
D;224;2534206;8;20050316 11:18;P;;;;;;
D;224;2534206;8;20050316 11:18;V;;;;;;
D;224;2534206;8;20050316 11:18;V;;;;;;
B;224;2534701;9;20050316 11:18;;;31;BROOKER ST;COLYTON;2760;695.6;M;20041215;20050209;287000;A;R;RESIDENCE;;AC;;0;AB317113;
C;224;2534701;9;20050316 11:18;76/26030;
D;224;2534701;9;20050316 11:18;P;;;;;;
D;224;2534701;9;20050316 11:18;P;;;;;;
D;224;2534701;9;20050316 11:18;V;;;;;;
D;224;2534701;9;20050316 11:18;V;;;;;;
B;224;2535022;10;20050316 11:18;;;3;BUCKLAND RD;ST CLAIR;2759;672.8;M;20041218;20050217;407000;A;R;RESIDENCE;;AA;;0;AB321147;
C;224;2535022;10;20050316 11:18;3/250423;
D;224;2535022;10;20050316 11:18;P;;;;;;
D;224;2535022;10;20050316 11:18;P;;;;;;
D;224;2535022;10;20050316 11:18;V;;;;;;
B;224;2535969;11;20050316 11:18;;;37;CALLISTO DR;CRANEBROOK;2749;631.5;M;20041007;20050128;305000;A;R;RESIDENCE;;AV;;0;AB288413;
C;224;2535969;11;20050316 11:18;144/263125;
D;224;2535969;11;20050316 11:18;P;;;;;;
D;224;2535969;11;20050316 11:18;P;;;;;;
D;224;2535969;11;20050316 11:18;V;;;;;;
D;224;2535969;11;20050316 11:18;V;;;;;;
B;224;2536256;12;20050316 11:18;;;66;CAMBRIDGE ST;CAMBRIDGE PARK;2747;562.8;M;20041220;20050211;232000;A;R;RESIDENCE;;GU;;0;AB322269;
C;224;2536256;12;20050316 11:18;1/28965;
D;224;2536256;12;20050316 11:18;P;;;;;;
D;224;2536256;12;20050316 11:18;P;;;;;;
D;224;2536256;12;20050316 11:18;V;;;;;;
D;224;2536256;12;20050316 11:18;V;;;;;;
B;224;2536910;13;20050316 11:18;;;65;CARINYA AVE;ST MARYS;2760;373.1;M;20041107;20041217;243000;A;V;VACANT LAND;;GZ;;0;AB300617;
C;224;2536910;13;20050316 11:18;142/26908;
D;224;2536910;13;20050316 11:18;P;;;;;;
D;224;2536910;13;20050316 11:18;V;;;;;;
D;224;2536910;13;20050316 11:18;V;;;;;;
B;224;2536984;14;20050316 11:18;;;35;CARLYLE CRES;CAMBRIDGE GARDENS;2747;686;M;20041017;20041216;355000;A;R;RESIDENCE;;GV;;0;AB315740;
C;224;2536984;14;20050316 11:18;5/261215;
D;224;2536984;14;20050316 11:18;P;;;;;;
D;224;2536984;14;20050316 11:18;V;;;;;;
D;224;2536984;14;20050316 11:18;V;;;;;;
B;224;2537160;15;20050316 11:18;;;166;CARPENTER ST;COLYTON;2760;581.7;M;20050112;20050223;265000;A;R;RESIDENCE;;AC;;0;AB317783;
C;224;2537160;15;20050316 11:18;2/31240;
D;224;2537160;15;20050316 11:18;P;;;;;;
D;224;2537160;15;20050316 11:18;V;;;;;;
B;224;2537300;16;20050316 11:18;;13;5;CARPENTER ST;ST MARYS;2760;;;20050217;20050218;210000;;R;RESIDENCE;13;;;0;AB318075;
C;224;2537300;16;20050316 11:18;13/SP17081;
D;224;2537300;16;20050316 11:18;P;;;;;;
D;224;2537300;16;20050316 11:18;V;;;;;;
B;224;2537412;17;20050316 11:18;;;55;CARRINGTON RD;LONDONDERRY;2753;2.977;H;20050114;20050214;750000;R;R;RESIDENCE;;RD;;0;AB295616;
C;224;2537412;17;20050316 11:18;20/C/24679;
D;224;2537412;17;20050316 11:18;P;;;;;;
D;224;2537412;17;20050316 11:18;P;;;;;;
D;224;2537412;17;20050316 11:18;V;;;;;;
D;224;2537412;17;20050316 11:18;V;;;;;;
B;224;2537730;18;20050316 11:18;;;1275;CASTLEREAGH RD;CASTLEREAGH;2749;7.639;H;20041027;20041129;3950000;R;R;RESIDENCE;;RZ;;0;AB297771;
C;224;2537730;18;20050316 11:18;2/617921;
D;224;2537730;18;20050316 11:18;P;;;;;;
D;224;2537730;18;20050316 11:18;V;;;;;;
B;224;2538065;19;20050316 11:18;;6;19;CASTLEREAGH ST;PENRITH;2750;;;20041221;20050201;170000;;R;RESIDENCE;6;;;0;AB291299;
C;224;2538065;19;20050316 11:18;6/SP8186;
D;224;2538065;19;20050316 11:18;P;;;;;;
D;224;2538065;19;20050316 11:18;V;;;;;;
B;224;2538079;20;20050316 11:18;;;4;CASTLEROCK AVE;GLENMORE PARK;2745;435;M;20050106;20050217;376000;A;R;RESIDENCE;;KP;;0;AB306460;
C;224;2538079;20;20050316 11:18;7789/1006043;
D;224;2538079;20;20050316 11:18;P;;;;;;
D;224;2538079;20;20050316 11:18;V;;;;;;
D;224;2538079;20;20050316 11:18;V;;;;;;
B;224;2538398;21;20050316 11:18;;;3;CETUS PL;ERSKINE PARK;2759;625.6;M;20050117;20050214;346000;A;R;RESIDENCE;;AH;;0;AB325174;
C;224;2538398;21;20050316 11:18;3103/789209;
D;224;2538398;21;20050316 11:18;P;;;;;;
D;224;2538398;21;20050316 11:18;P;;;;;;
D;224;2538398;21;20050316 11:18;V;;;;;;
B;224;2539409;22;20050316 11:18;;;220;CHURCH LANE;CASTLEREAGH;2749;2.023;H;20041215;20050223;1200500;R;R;RESIDENCE;;RC;;0;AB317818;
C;224;2539409;22;20050316 11:18;3/252745;
D;224;2539409;22;20050316 11:18;P;;;;;;
D;224;2539409;22;20050316 11:18;P;;;;;;
D;224;2539409;22;20050316 11:18;V;;;;;;
B;224;2540035;23;20050316 11:18;;;44;COLLEGE ST;CAMBRIDGE PARK;2747;;;20041223;20050204;615000;A;R;RESIDENCE;;GU;;0;AB325341;
C;224;2540035;23;20050316 11:18;7/17075;
D;224;2540035;23;20050316 11:18;P;;;;;;
D;224;2540035;23;20050316 11:18;V;;;;;;
B;224;2541958;24;20050316 11:18;;;5;CROSSANDRA CL;CRANEBROOK;2749;601;M;20041127;20050201;395000;A;R;RESIDENCE;;AV;;0;AB302197;
C;224;2541958;24;20050316 11:18;105/1013993;
D;224;2541958;24;20050316 11:18;P;;;;;;
D;224;2541958;24;20050316 11:18;P;;;;;;
D;224;2541958;24;20050316 11:18;V;;;;;;
D;224;2541958;24;20050316 11:18;V;;;;;;
B;224;2542330;25;20050316 11:18;;;4;DAN CRES;COLYTON;2760;588;M;20041127;20050121;278000;A;R;RESIDENCE;;AC;;0;AB316556;
C;224;2542330;25;20050316 11:18;52/31241;
