A;199;20050316 11:15;PBARBER;
B;199;1880212;1;20050316 11:15;KINGSTOWN COACHES;;53;BENDEMEER RD;KINGSTOWN;2358;4921;M;20041130;20050112;170000;R;R;RESIDENCE;;VK;;0;AB287528;
C;199;1880212;1;20050316 11:15;60/753641 1/822771;
D;199;1880212;1;20050316 11:15;P;;;;;;
D;199;1880212;1;20050316 11:15;P;;;;;;
D;199;1880212;1;20050316 11:15;V;;;;;;
D;199;1880212;1;20050316 11:15;V;;;;;;
B;199;1880837;2;20050316 11:15;LANGSVIEW;;47;LAWSON RD;SAUMAREZ PONDS;2350;4.188;H;20050120;20050217;360000;R;R;RESIDENCE;;RC;;0;AB312811;
C;199;1880837;2;20050316 11:15;20/248041;
D;199;1880837;2;20050316 11:15;P;;;;;;
D;199;1880837;2;20050316 11:15;P;;;;;;
D;199;1880837;2;20050316 11:15;V;;;;;;
D;199;1880837;2;20050316 11:15;V;;;;;;
B;199;1880879;3;20050316 11:15;;;65;LENTARA RD;INVERGOWRIE;2358;2;H;20050106;20050131;149500;R;R;RESIDENCE;;RC;;0;AB291957;
C;199;1880879;3;20050316 11:15;26/249071;
D;199;1880879;3;20050316 11:15;P;;;;;;
D;199;1880879;3;20050316 11:15;P;;;;;;
D;199;1880879;3;20050316 11:15;V;;;;;;
B;199;1881160;4;20050316 11:15;TWO PINES;;364;KENTUCKY RD;KENTUCKY;2354;1201;M;20040503;20040607;22000;R;R;RESIDENCE;;RE;;0;AB298245;
C;199;1881160;4;20050316 11:15;289/755829;
D;199;1881160;4;20050316 11:15;P;;;;;;
D;199;1881160;4;20050316 11:15;V;;;;;;
B;199;1881621;5;20050316 11:15;;;LOT156;THUNDERBOLTS WAY;ROCKY RIVER;2358;3592;M;20050128;20050128;28000;R;V;VACANT LAND;;RA;;0;AB306390;
C;199;1881621;5;20050316 11:15;156/755846;
D;199;1881621;5;20050316 11:15;P;;;;;;
D;199;1881621;5;20050316 11:15;P;;;;;;
D;199;1881621;5;20050316 11:15;V;;;;;;
D;199;1881621;5;20050316 11:15;V;;;;;;
B;199;1881702;6;20050316 11:15;;;18;BRIDGE ST;URALLA;2358;1012;M;20050117;20050211;175000;A;R;RESIDENCE;;LD;;0;AB301608;
C;199;1881702;6;20050316 11:15;31/997410;
D;199;1881702;6;20050316 11:15;P;;;;;;
D;199;1881702;6;20050316 11:15;V;;;;;;
B;199;1881776;7;20050316 11:15;FRAZIER'S FRUIT STORE;;117;BRIDGE ST;URALLA;2358;2023;M;20041125;20041223;43000;B;3;SHED;;BD;;0;AB306325;
C;199;1881776;7;20050316 11:15;4/23306;
D;199;1881776;7;20050316 11:15;P;;;;;;
D;199;1881776;7;20050316 11:15;V;;;;;;
D;199;1881776;7;20050316 11:15;V;;;;;;
B;199;1882377;8;20050316 11:15;;;11;MCMAHON ST;URALLA;2358;1012;M;20041220;20050214;210000;A;R;RESIDENCE;;LD;;0;AB321314;
C;199;1882377;8;20050316 11:15;17/572389;
D;199;1882377;8;20050316 11:15;P;;;;;;
D;199;1882377;8;20050316 11:15;P;;;;;;
D;199;1882377;8;20050316 11:15;V;;;;;;
D;199;1882377;8;20050316 11:15;V;;;;;;
B;199;2948082;9;20050316 11:15;;;;BARLEY FIELDS RD;URALLA;2358;1207;M;20040705;20041022;22000;A;V;VACANT LAND;;LD;;0;AB308688;
C;199;2948082;9;20050316 11:15;5/1046925;
D;199;2948082;9;20050316 11:15;P;;;;;;
D;199;2948082;9;20050316 11:15;P;;;;;;
D;199;2948082;9;20050316 11:15;V;;;;;;
B;199;3146723;10;20050316 11:15;;;35;MCCROSSIN ST;URALLA;2358;1053;M;20041126;20050208;39500;A;V;VACANT LAND;;LD;;0;AB311727;
C;199;3146723;10;20050316 11:15;20/1077718;
D;199;3146723;10;20050316 11:15;P;;;;;;
D;199;3146723;10;20050316 11:15;V;;;;;;
D;199;3146723;10;20050316 11:15;V;;;;;;
Z;54;10;10;32;
