A;206;20050117 11:12;PBARBER;
B;206;1941994;1;20050117 11:12;;;13;ALBERT ST;NEWTOWN;2042;125.4;M;20041011;20041220;565000;A;R;RESIDENCE;;EP;;0;AB199971;
C;206;1941994;1;20050117 11:12;3/587020;
D;206;1941994;1;20050117 11:12;P;;;;;;
D;206;1941994;1;20050117 11:12;P;;;;;;
D;206;1941994;1;20050117 11:12;V;;;;;;
D;206;1941994;1;20050117 11:12;V;;;;;;
B;206;1942169;2;20050117 11:12;;;31;ALICE ST;NEWTOWN;2042;113.8;M;20041116;20041217;541000;A;R;RESIDENCE;;EE;;0;AB197772;
C;206;1942169;2;20050117 11:12;1/438348;
D;206;1942169;2;20050117 11:12;P;;;;;;
D;206;1942169;2;20050117 11:12;P;;;;;;
D;206;1942169;2;20050117 11:12;P;;;;;;
D;206;1942169;2;20050117 11:12;V;;;;;;
B;206;1942464;3;20050117 11:12;;3;1;ANN ST;MARRICKVILLE;2204;;;20041224;20041224;180000;;R;RESIDENCE;3;;;0;AB185809;
C;206;1942464;3;20050117 11:12;3/SP8782;
D;206;1942464;3;20050117 11:12;P;;;;;;
D;206;1942464;3;20050117 11:12;V;;;;;;
D;206;1942464;3;20050117 11:12;V;;;;;;
B;206;1942913;4;20050117 11:12;;;33;AUGUSTUS ST;ENMORE;2042;;;20041106;20041217;574000;A;R;RESIDENCE;;ER;;0;AB184867;
C;206;1942913;4;20050117 11:12;23/861;
D;206;1942913;4;20050117 11:12;P;;;;;;
D;206;1942913;4;20050117 11:12;P;;;;;;
D;206;1942913;4;20050117 11:12;V;;;;;;
B;206;1943533;5;20050117 11:12;;5;1;BAYLEY ST;MARRICKVILLE;2204;;;20041013;20041124;303000;;R;RESIDENCE;5;;;0;AB178734;
C;206;1943533;5;20050117 11:12;5/SP40925;
D;206;1943533;5;20050117 11:12;P;;;;;;
D;206;1943533;5;20050117 11:12;V;;;;;;
D;206;1943533;5;20050117 11:12;V;;;;;;
B;206;1945261;6;20050117 11:12;;22;2;CARDIGAN LANE;STANMORE;2048;;;20041207;20041207;300000;;R;RESIDENCE;22;;;50;AB162697;
C;206;1945261;6;20050117 11:12;22/SP61915;
D;206;1945261;6;20050117 11:12;P;;;;;;
D;206;1945261;6;20050117 11:12;P;;;;;;
D;206;1945261;6;20050117 11:12;V;;;;;;
D;206;1945261;6;20050117 11:12;V;;;;;;
D;206;1945261;6;20050117 11:12;V;;;;;;
D;206;1945261;6;20050117 11:12;V;;;;;;
B;206;1945664;7;20050117 11:12;;5;75;CAVENDISH ST;STANMORE;2048;;;20041029;20041220;260000;;R;RESIDENCE;5;;;0;AB182935;
C;206;1945664;7;20050117 11:12;5/SP11514;
D;206;1945664;7;20050117 11:12;P;;;;;;
D;206;1945664;7;20050117 11:12;V;;;;;;
B;206;1946125;8;20050117 11:12;;;57;CHARLES ST;MARRICKVILLE;2204;;;20041101;20041217;545000;A;R;RESIDENCE;;EG;;0;AB205146;
C;206;1946125;8;20050117 11:12;A/300314;
D;206;1946125;8;20050117 11:13;P;;;;;;
D;206;1946125;8;20050117 11:13;P;;;;;;
D;206;1946125;8;20050117 11:13;V;;;;;;
D;206;1946125;8;20050117 11:13;V;;;;;;
B;206;1946389;9;20050117 11:13;;;27;CHURCH ST;MARRICKVILLE;2204;;;20041104;20041209;570000;A;R;RESIDENCE;;EG;;0;AB202792;
C;206;1946389;9;20050117 11:13;B/376387;
D;206;1946389;9;20050117 11:13;P;;;;;;
D;206;1946389;9;20050117 11:13;P;;;;;;
D;206;1946389;9;20050117 11:13;V;;;;;;
D;206;1946389;9;20050117 11:13;V;;;;;;
B;206;1946487;10;20050117 11:13;;;40;CLARENDON RD;STANMORE;2048;221.3;M;20041115;20041217;916000;A;R;RESIDENCE;;ET;;0;AB194117;
C;206;1946487;10;20050117 11:13;1/1044749;
D;206;1946487;10;20050117 11:13;P;;;;;;
D;206;1946487;10;20050117 11:13;V;;;;;;
