A;253;20050316 11:18;PBARBER;
B;253;2677924;1;20050316 11:18;;;76;ARTHUR ST;WALGETT;2832;1897;M;20041210;20050207;85000;Z;R;RESIDENCE;;AC;;0;AB312745;
C;253;2677924;1;20050316 11:18;16/25/759036;
D;253;2677924;1;20050316 11:18;P;;;;;;
D;253;2677924;1;20050316 11:18;P;;;;;;
D;253;2677924;1;20050316 11:18;V;;;;;;
B;253;2679500;2;20050316 11:18;;;;GEM ST;LIGHTNING RIDGE;2834;2010;M;20050120;20050214;48000;Z;V;VACANT LAND;;AG;;0;AB306250;
C;253;2679500;2;20050316 11:18;5/862620;
D;253;2679500;2;20050316 11:18;P;;;;;;
D;253;2679500;2;20050316 11:18;V;;;;;;
D;253;2679500;2;20050316 11:18;V;;;;;;
B;253;2679624;3;20050316 11:18;;;;LAPPKALLE ST;LIGHTNING RIDGE;2834;1187.5;M;20050106;20050209;28000;Z;V;VACANT LAND;;AF;;0;AB306528;
C;253;2679624;3;20050316 11:18;1/837866;
D;253;2679624;3;20050316 11:18;P;;;;;;
D;253;2679624;3;20050316 11:18;V;;;;;;
Z;16;3;3;8;
