A;708;20050316 11:20;PBARBER;
B;708;1919516;1;20050316 11:20;;;6;COOK ST;GLEBE;2037;113.8;M;20041127;20050218;685000;A;R;RESIDENCE;;EJ;;0;AB313198;
C;708;1919516;1;20050316 11:20;7/441588;
D;708;1919516;1;20050316 11:20;P;;;;;;
D;708;1919516;1;20050316 11:20;V;;;;;;
B;708;1921388;2;20050316 11:20;;;1;DERWENT LANE;GLEBE;2037;250.8;M;20041203;20050218;735000;B;R;RESIDENCE;;CN;;0;AB316088;
C;708;1921388;2;20050316 11:20;6/259580;
D;708;1921388;2;20050316 11:20;P;;;;;;
D;708;1921388;2;20050316 11:20;V;;;;;;
D;708;1921388;2;20050316 11:20;V;;;;;;
B;708;1921406;3;20050316 11:20;;;47;DERWENT ST;GLEBE;2037;224.2;M;20020403;20020524;645500;A;R;RESIDENCE;;EJ;;0;AB287007;
C;708;1921406;3;20050316 11:20;52/246733;
D;708;1921406;3;20050316 11:20;P;;;;;;
D;708;1921406;3;20050316 11:20;V;;;;;;
B;708;1924879;4;20050316 11:20;;1;451;GLEBE POINT RD;GLEBE;2037;;;19960930;19961111;233000;;3;HOME UNIT;1;;XA;0;3533473;
C;708;1924879;4;20050316 11:20;1/SP12929;
D;708;1924879;4;20050316 11:20;P;;;;;;
D;708;1924879;4;20050316 11:20;P;;;;;;
B;708;1924879;5;20050316 11:20;;4;451;GLEBE POINT RD;GLEBE;2037;;;19980206;19980320;262000;;3;;4;;XA;0;3886149;
C;708;1924879;5;20050316 11:20;4/SP12929;
D;708;1924879;5;20050316 11:20;P;;;;;;
B;708;1924879;6;20050316 11:20;;5;451;GLEBE POINT RD;GLEBE;2037;;;20050119;20050302;500000;;R;RESIDENCE;5;;;0;AB326901;
C;708;1924879;6;20050316 11:20;5/SP12929;
D;708;1924879;6;20050316 11:20;P;;;;;;
D;708;1924879;6;20050316 11:20;P;;;;;;
D;708;1924879;6;20050316 11:20;V;;;;;;
B;708;1924879;7;20050316 11:20;;8;451;GLEBE POINT RD;GLEBE;2037;;;19920828;19920925;208000;;3;;8;;XA;0;E792360;
C;708;1924879;7;20050316 11:20;8/SP12929;
D;708;1924879;7;20050316 11:20;P;;;;;;
B;708;1924879;8;20050316 11:20;;17;451;GLEBE POINT RD;GLEBE;2037;;;20041223;20050225;455000;;R;RESIDENCE;17;;;0;AB319970;
C;708;1924879;8;20050316 11:20;17/SP12929;
D;708;1924879;8;20050316 11:20;P;;;;;;
D;708;1924879;8;20050316 11:20;V;;;;;;
B;708;1924879;9;20050316 11:20;;19;451;GLEBE POINT RD;GLEBE;2037;;;19990201;19990318;330000;;3;;19;;XAI;0;5721467;
C;708;1924879;9;20050316 11:20;19/SP12929;
D;708;1924879;9;20050316 11:20;P;;;;;;
B;708;1925239;10;20050316 11:20;;;55;GOTTENHAM ST;GLEBE;2037;94.8;M;20041216;20050210;500000;A;R;RESIDENCE;;EJ;;0;AB315149;
C;708;1925239;10;20050316 11:20;3/218840;
D;708;1925239;10;20050316 11:20;P;;;;;;
D;708;1925239;10;20050316 11:20;V;;;;;;
D;708;1925239;10;20050316 11:20;V;;;;;;
B;708;1928672;11;20050316 11:20;;16;27;LEICHHARDT ST;GLEBE;2037;;;20050105;20050218;440000;;R;RESIDENCE;16;;;0;AB321202;
C;708;1928672;11;20050316 11:20;16/SP13582;
D;708;1928672;11;20050316 11:20;P;;;;;;
D;708;1928672;11;20050316 11:20;P;;;;;;
D;708;1928672;11;20050316 11:20;V;;;;;;
B;708;1936192;12;20050316 11:20;;14;14;SHEEHY ST;GLEBE;2037;;;20041224;20050211;175000;;R;RESIDENCE;14;;;0;AB297920;
C;708;1936192;12;20050316 11:20;14/SP10282;
D;708;1936192;12;20050316 11:20;P;;;;;;
D;708;1936192;12;20050316 11:20;V;;;;;;
B;708;1937176;13;20050316 11:20;;;42;TALFOURD ST;GLEBE;2037;101.4;M;20041223;20050217;600000;A;R;RESIDENCE;;EJ;;0;AB302629;
C;708;1937176;13;20050316 11:20;4/603216;
D;708;1937176;13;20050316 11:20;P;;;;;;
D;708;1937176;13;20050316 11:20;V;;;;;;
B;708;2021686;14;20050316 11:20;;71;267;BULWARA RD;ULTIMO;2007;;;20041221;20050218;345000;;R;RESIDENCE;71;;;0;AB318904;
C;708;2021686;14;20050316 11:20;71/SP17463;
D;708;2021686;14;20050316 11:20;P;;;;;;
D;708;2021686;14;20050316 11:20;V;;;;;;
D;708;2021686;14;20050316 11:20;V;;;;;;
D;708;2021686;14;20050316 11:20;V;;;;;;
B;708;2022142;15;20050316 11:20;;184;1;BUNN ST;PYRMONT;2009;;;20010302;20010302;150000;;R;RESIDENCE;184;;;50;AB302587;
C;708;2022142;15;20050316 11:20;184/SP54840;
D;708;2022142;15;20050316 11:20;P;;;;;;
D;708;2022142;15;20050316 11:20;V;;;;;;
D;708;2022142;15;20050316 11:20;V;;;;;;
B;708;2022610;16;20050316 11:20;;3304;197;CASTLEREAGH ST;SYDNEY;2000;;;20041224;20050131;377000;;R;RESIDENCE;254;;;0;AB291982;
C;708;2022610;16;20050316 11:20;254/SP56361;
D;708;2022610;16;20050316 11:20;P;;;;;;
D;708;2022610;16;20050316 11:20;V;;;;;;
D;708;2022610;16;20050316 11:20;V;;;;;;
B;708;2023065;17;20050316 11:20;;23;303;CASTLEREAGH ST;SYDNEY;2000;;;20050121;20050218;390000;;R;RESIDENCE;23;;;0;AB306564;
C;708;2023065;17;20050316 11:20;23/SP56443;
D;708;2023065;17;20050316 11:20;P;;;;;;
D;708;2023065;17;20050316 11:20;P;;;;;;
D;708;2023065;17;20050316 11:20;V;;;;;;
B;708;2023953;18;20050316 11:20;;9;123;CLARENCE ST;SYDNEY;2000;;;20040220;20040416;803000;;V;VACANT LAND;9;;;0;AB321729;
C;708;2023953;18;20050316 11:20;9/SP18406;
D;708;2023953;18;20050316 11:20;P;;;;;;
D;708;2023953;18;20050316 11:20;V;;;;;;
B;708;2023953;19;20050316 11:20;;9;123;CLARENCE ST;SYDNEY;2000;;;20040220;20040416;803000;;V;VACANT LAND;10;;;0;AB321729;
C;708;2023953;19;20050316 11:20;10/SP18406;
D;708;2023953;19;20050316 11:20;P;;;;;;
D;708;2023953;19;20050316 11:20;V;;;;;;
B;708;2024164;20;20050316 11:20;;40;251;CLARENCE ST;SYDNEY;2000;;;20041224;20050205;85000;;V;VACANT LAND;40;;;0;AB308284;
C;708;2024164;20;20050316 11:20;40/SP19543;
D;708;2024164;20;20050316 11:20;P;;;;;;
D;708;2024164;20;20050316 11:20;V;;;;;;
B;708;2024164;21;20050316 11:20;;52;251;CLARENCE ST;SYDNEY;2000;;;20030702;20030724;96000;;3;CARSPACE;52;;;0;AB323214;
C;708;2024164;21;20050316 11:20;52/SP19543;
D;708;2024164;21;20050316 11:20;P;;;;;;
D;708;2024164;21;20050316 11:20;V;;;;;;
D;708;2024164;21;20050316 11:20;V;;;;;;
B;708;2024164;22;20050316 11:20;;53;251;CLARENCE ST;SYDNEY;2000;;;20030703;20030724;96000;;3;CARSPACE;53;;;0;AB323223;
C;708;2024164;22;20050316 11:20;53/SP19543;
D;708;2024164;22;20050316 11:20;P;;;;;;
D;708;2024164;22;20050316 11:20;V;;;;;;
D;708;2024164;22;20050316 11:20;V;;;;;;
B;708;2024465;23;20050316 11:20;;19;104;CLARENCE ST;SYDNEY;2000;;;20050214;20050218;320000;;R;RESIDENCE;19;;;0;AB300546;
C;708;2024465;23;20050316 11:20;19/SP17719;
D;708;2024465;23;20050316 11:20;P;;;;;;
D;708;2024465;23;20050316 11:20;P;;;;;;
D;708;2024465;23;20050316 11:20;V;;;;;;
B;708;2024514;24;20050316 11:20;;;66;CLARENCE ST;SYDNEY;2000;1060;M;20040521;20040521;49707580;C;3;COMMERCIAL;;CE;;0;AB299693;
C;708;2024514;24;20050316 11:20;1/786700;
D;708;2024514;24;20050316 11:20;P;;;;;;
D;708;2024514;24;20050316 11:20;V;;;;;;
B;708;2024526;25;20050316 11:20;HYDE PARK PLAZA;1;38;COLLEGE ST;SYDNEY;2000;;;20040531;20041001;3540000;;3;COMMERCIAL;1;;;0;AB296303;
C;708;2024526;25;20050316 11:20;1/SP45205;
D;708;2024526;25;20050316 11:20;P;;;;;;
D;708;2024526;25;20050316 11:20;V;;;;;;
B;708;2024526;26;20050316 11:20;HYDE PARK PLAZA;1;38;COLLEGE ST;SYDNEY;2000;;;20040531;20041001;3540000;;3;COMMERCIAL;2;;;0;AB296303;
C;708;2024526;26;20050316 11:20;2/SP45205;
D;708;2024526;26;20050316 11:20;P;;;;;;
D;708;2024526;26;20050316 11:20;V;;;;;;
