A;537;20050316 11:19;PBARBER;
B;537;1219658;1;20050316 11:19;;;;PH ADELYNE;COOLAH;2843;40.1;H;20050128;20050128;25000;R;V;VACANT LAND;;RE;;0;AB300705;
C;537;1219658;1;20050316 11:19;6/262932;
D;537;1219658;1;20050316 11:19;P;;;;;;
D;537;1219658;1;20050316 11:19;V;;;;;;
B;537;1220937;2;20050316 11:19;;;86;MARTIN ST;COOLAH;2843;965.7;M;20050110;20050221;125000;Z;R;RESIDENCE;;AA;;0;AB311144;
C;537;1220937;2;20050316 11:19;24/262520;
D;537;1220937;2;20050316 11:19;P;;;;;;
D;537;1220937;2;20050316 11:19;V;;;;;;
B;537;1220982;3;20050316 11:19;;;33;QUEENSBOROUGH ST;COOLAH;2843;5109;M;20041005;20041008;140000;Z;R;RESIDENCE;;AD;;0;AB231716;
C;537;1220982;3;20050316 11:19;6/754966;
D;537;1220982;3;20050316 11:19;P;;;;;;
D;537;1220982;3;20050316 11:19;P;;;;;;
D;537;1220982;3;20050316 11:19;V;;;;;;
D;537;1220982;3;20050316 11:19;V;;;;;;
B;537;2628923;4;20050316 11:19;;;;PH BARADINE;BARADINE;2396;3035;M;20050210;20050218;2500;R;V;VACANT LAND;;HH;;0;AB311560;
C;537;2628923;4;20050316 11:19;D/367069;
D;537;2628923;4;20050316 11:19;P;;;;;;
D;537;2628923;4;20050316 11:19;V;;;;;;
D;537;2628923;4;20050316 11:19;V;;;;;;
B;537;2629315;5;20050316 11:19;;;4;NORMAN ST;BINNAWAY;2395;1012;M;20041217;20041231;72000;Z;R;RESIDENCE;;DX;;0;AB297649;
C;537;2629315;5;20050316 11:19;14/5/7934;
D;537;2629315;5;20050316 11:19;P;;;;;;
D;537;2629315;5;20050316 11:19;P;;;;;;
D;537;2629315;5;20050316 11:19;V;;;;;;
B;537;2629786;6;20050316 11:19;;;;NEWELL HWY;COONABARABRAN;2357;14.55;H;20041223;20050221;30000;R;V;VACANT LAND;;HC;;0;AB320339;
C;537;2629786;6;20050316 11:19;4/872453;
D;537;2629786;6;20050316 11:19;P;;;;;;
D;537;2629786;6;20050316 11:19;P;;;;;;
D;537;2629786;6;20050316 11:19;V;;;;;;
D;537;2629786;6;20050316 11:19;V;;;;;;
B;537;2629883;7;20050316 11:19;DANDAROO;;;DANDRY RD;COONABARABRAN;2357;1.948;H;20050228;20050228;130000;R;R;RESIDENCE;;HA;;0;AB324207;
C;537;2629883;7;20050316 11:19;586/720301;
D;537;2629883;7;20050316 11:19;P;;;;;;
D;537;2629883;7;20050316 11:19;V;;;;;;
B;537;2630347;8;20050316 11:19;;;107;DALGARNO ST;COONABARABRAN;2357;2023;M;20041222;20050201;135000;Z;R;RESIDENCE;;DB;;0;AB312594;
C;537;2630347;8;20050316 11:19;12/32/758281;
D;537;2630347;8;20050316 11:19;P;;;;;;
D;537;2630347;8;20050316 11:19;V;;;;;;
D;537;2630347;8;20050316 11:19;V;;;;;;
B;537;2630482;9;20050316 11:19;;;63;EDWARDS ST;COONABARABRAN;2357;1012;M;20050121;20050222;68000;Z;R;RESIDENCE;;DB;;0;AB315179;
C;537;2630482;9;20050316 11:19;2/179802;
D;537;2630482;9;20050316 11:19;P;;;;;;
D;537;2630482;9;20050316 11:19;V;;;;;;
D;537;2630482;9;20050316 11:19;V;;;;;;
B;537;2630833;10;20050316 11:19;;;13;KNIGHT ST;COONABARABRAN;2357;1005;M;20050120;20050211;92000;Z;R;RESIDENCE;;DB;;0;AB300486;
C;537;2630833;10;20050316 11:19;1/505851;
D;537;2630833;10;20050316 11:19;P;;;;;;
D;537;2630833;10;20050316 11:19;P;;;;;;
D;537;2630833;10;20050316 11:19;V;;;;;;
D;537;2630833;10;20050316 11:19;V;;;;;;
B;537;2631571;11;20050316 11:19;;;;PH KENEBRI;COONABARABRAN;2357;566.6;H;20050210;20050210;77041;R;V;VACANT LAND;;CE;;0;AB300416;
C;537;2631571;11;20050316 11:19;13/750284;
D;537;2631571;11;20050316 11:19;P;;;;;;
D;537;2631571;11;20050316 11:19;P;;;;;;
D;537;2631571;11;20050316 11:19;V;;;;;;
D;537;2631571;11;20050316 11:19;V;;;;;;
D;537;2631571;11;20050316 11:19;V;;;;;;
D;537;2631571;11;20050316 11:19;V;;;;;;
B;537;2899122;12;20050316 11:19;;;LOT24&25;TWEFONTEIN;WARRUMBUNGLE;2828;1036.02;H;20050118;20050217;217500;R;R;RESIDENCE;;RW;;0;AB317021;
C;537;2899122;12;20050316 11:19;24, 25/754326;
D;537;2899122;12;20050316 11:19;P;;;;;;
D;537;2899122;12;20050316 11:19;P;;;;;;
D;537;2899122;12;20050316 11:19;V;;;;;;
B;537;2971832;13;20050316 11:19;;;;TIMOR RD;COONABARABRAN;2357;37.9;M;20050118;20050118;346;R;V;VACANT LAND;;HA;;0;AB292626;
C;537;2971832;13;20050316 11:19;1/654083;
D;537;2971832;13;20050316 11:19;P;;;;;;
D;537;2971832;13;20050316 11:19;V;;;;;;
Z;69;13;13;41;
