A;537;20050117 11:16;PBARBER;
B;537;1219645;1;20050117 11:16;;;;PH ADELYNE;COOLAH;2843;139.8;H;20040731;20040731;122000;R;3;FARM;;RR;;50;AB180508;
C;537;1219645;1;20050117 11:16;2/624368;
D;537;1219645;1;20050117 11:16;P;;;;;;
D;537;1219645;1;20050117 11:16;P;;;;;;
D;537;1219645;1;20050117 11:16;V;;;;;;
D;537;1219645;1;20050117 11:16;V;;;;;;
D;537;1219645;1;20050117 11:16;V;;;;;;
B;537;1220121;2;20050117 11:16;;;26;TALLAWANG ST;DUNEDOO;2844;808;M;20041124;20041215;75000;Z;R;RESIDENCE;;AF;;0;AB187787;
C;537;1220121;2;20050117 11:16;1/857774;
D;537;1220121;2;20050117 11:16;P;;;;;;
D;537;1220121;2;20050117 11:16;P;;;;;;
D;537;1220121;2;20050117 11:16;V;;;;;;
D;537;1220121;2;20050117 11:16;V;;;;;;
B;537;1220162;3;20050117 11:16;;;72;TUCKLAN ST;DUNEDOO;2844;2024;M;20040817;20041001;125000;Z;R;RESIDENCE;;AF;;0;AB67707;
C;537;1220162;3;20050117 11:16;31, 32/597916;
D;537;1220162;3;20050117 11:16;P;;;;;;
D;537;1220162;3;20050117 11:16;V;;;;;;
D;537;1220162;3;20050117 11:16;V;;;;;;
B;537;1220162;4;20050117 11:16;;;72;TUCKLAN ST;DUNEDOO;2844;2024;M;20040817;20041001;20000;Z;R;RESIDENCE;;AF;;0;AB67708;
C;537;1220162;4;20050117 11:16;31, 32/597916;
D;537;1220162;4;20050117 11:16;P;;;;;;
D;537;1220162;4;20050117 11:16;V;;;;;;
D;537;1220162;4;20050117 11:16;V;;;;;;
B;537;1220651;5;20050117 11:16;;;39;BOOYAMURRA ST;COOLAH;2843;1859;M;20041111;20041217;57500;Z;R;RESIDENCE;;AB;;0;AB180049;
C;537;1220651;5;20050117 11:16;17/4/979105;
D;537;1220651;5;20050117 11:16;P;;;;;;
D;537;1220651;5;20050117 11:16;P;;;;;;
D;537;1220651;5;20050117 11:16;V;;;;;;
B;537;1221004;6;20050117 11:16;;;29;WALKER ST;COOLAH;2843;5817;M;20041208;20041220;22500;Z;V;VACANT LAND;;AD;;0;AB185768;
C;537;1221004;6;20050117 11:16;8/754966;
D;537;1221004;6;20050117 11:16;P;;;;;;
D;537;1221004;6;20050117 11:16;V;;;;;;
D;537;1221004;6;20050117 11:16;V;;;;;;
B;537;1221061;7;20050117 11:16;;;1619;LAHEYS CREEK RD;GULGONG;2852;15.54;H;20041103;20041215;220000;R;R;RESIDENCE;;SD;;0;AB190234;
C;537;1221061;7;20050117 11:16;139/257470;
D;537;1221061;7;20050117 11:16;P;;;;;;
D;537;1221061;7;20050117 11:16;P;;;;;;
D;537;1221061;7;20050117 11:16;V;;;;;;
D;537;1221061;7;20050117 11:16;V;;;;;;
B;537;1221394;8;20050117 11:16;;;;VIL MENDOORAN PORS;MENDOORAN;2842;9.055;H;20041112;20041210;95000;R;R;RESIDENCE;;RF;;0;AB201479;
C;537;1221394;8;20050117 11:16;79/754971;
D;537;1221394;8;20050117 11:16;P;;;;;;
D;537;1221394;8;20050117 11:16;P;;;;;;
D;537;1221394;8;20050117 11:16;V;;;;;;
B;537;2628674;9;20050117 11:16;;;27;BARWON ST;BARADINE;2396;2023;M;20041125;20041222;84000;Z;R;RESIDENCE;;DH;;0;AB191915;
C;537;2628674;9;20050117 11:16;71/834021;
D;537;2628674;9;20050117 11:16;P;;;;;;
D;537;2628674;9;20050117 11:16;P;;;;;;
D;537;2628674;9;20050117 11:16;V;;;;;;
B;537;2628838;10;20050117 11:16;;;60;MACQUARIE ST;BARADINE;2396;6146;M;20041011;20041208;10000;Z;V;VACANT LAND;;DH;;0;AB180403;
C;537;2628838;10;20050117 11:16;21/750246;
D;537;2628838;10;20050117 11:16;P;;;;;;
D;537;2628838;10;20050117 11:16;P;;;;;;
D;537;2628838;10;20050117 11:16;V;;;;;;
D;537;2628838;10;20050117 11:16;V;;;;;;
B;537;2629217;11;20050117 11:16;;;11;CISCO ST;BINNAWAY;2395;4907;M;20041206;20041206;4000;Z;V;VACANT LAND;;DX;;0;AB192141;
C;537;2629217;11;20050117 11:16;2/7/7934;
D;537;2629217;11;20050117 11:16;P;;;;;;
D;537;2629217;11;20050117 11:16;V;;;;;;
D;537;2629217;11;20050117 11:16;V;;;;;;
