A;230;20050316 11:18;PBARBER;
B;230;2605667;1;20050316 11:18;;;36;COWPER ST;EUSTON;2737;1771;M;20050126;20050210;75000;Z;V;VACANT LAND;;ZE;;0;AB322497;
C;230;2605667;1;20050316 11:18;9/2/758402;
D;230;2605667;1;20050316 11:18;P;;;;;;
D;230;2605667;1;20050316 11:18;V;;;;;;
D;230;2605667;1;20050316 11:18;V;;;;;;
B;230;2605743;2;20050316 11:18;;;39;PERRY ST;EUSTON;2737;943;M;20041125;20041223;210000;Z;R;RESIDENCE;;ZE;;0;AB201532;
C;230;2605743;2;20050316 11:18;B/188709;
D;230;2605743;2;20050316 11:18;P;;;;;;
D;230;2605743;2;20050316 11:18;V;;;;;;
B;230;3158245;3;20050316 11:18;;;;CO KILFERA WLL'S;BALRANALD;2715;2189;H;20041026;20050110;118998;R;V;VACANT LAND;;RG;;0;AB231796;
C;230;3158245;3;20050316 11:18;6878/48197 Western Land Lease 14285;
D;230;3158245;3;20050316 11:18;P;;;;;;
D;230;3158245;3;20050316 11:18;P;;;;;;
D;230;3158245;3;20050316 11:18;V;;;;;;
D;230;3158245;3;20050316 11:18;V;;;;;;
B;230;3159219;4;20050316 11:18;;;;'GLEN DEE';BALRANALD;2715;5778.3;H;20040514;20040913;464000;R;3;;;RG;;0;AB238187;
C;230;3159219;4;20050316 11:18;5308/768223 5321/768232 5322/768233 Western Land Lease 5239;
D;230;3159219;4;20050316 11:18;P;;;;;;
D;230;3159219;4;20050316 11:18;P;;;;;;
D;230;3159219;4;20050316 11:18;P;;;;;;
D;230;3159219;4;20050316 11:18;V;;;;;;
D;230;3159219;4;20050316 11:18;V;;;;;;
Z;24;4;4;14;
