A;209;20050516 14:28;PDANN;
B;209;2048823;1;20050516 14:28;;17;2;ANDREWS AVE;BONDI;2026;;;20050310;20050421;503000;;R;RESIDENCE;17;;;0;AB442128;
C;209;2048823;1;20050516 14:28;17/SP10235;
D;209;2048823;1;20050516 14:28;P;;;;;;
D;209;2048823;1;20050516 14:28;V;;;;;;
D;209;2048823;1;20050516 14:28;V;;;;;;
B;209;2050330;2;20050516 14:28;;10;215;BRONTE RD;BRONTE;2024;;;20050310;20050429;628000;;R;RESIDENCE;10;;;0;AB454955;
C;209;2050330;2;20050516 14:28;10/SP3810;
D;209;2050330;2;20050516 14:28;P;;;;;;
D;209;2050330;2;20050516 14:28;P;;;;;;
D;209;2050330;2;20050516 14:28;V;;;;;;
B;209;2050330;3;20050516 14:28;;1;215;BIRRELL ST;BRONTE;2024;;;20050310;20050429;628000;;R;RESIDENCE;18;;;0;AB454955;
C;209;2050330;3;20050516 14:28;18/SP3810;
D;209;2050330;3;20050516 14:28;P;;;;;;
D;209;2050330;3;20050516 14:28;P;;;;;;
D;209;2050330;3;20050516 14:28;V;;;;;;
B;209;2050330;4;20050516 14:28;;1;215;BIRRELL ST;BRONTE;2024;;;20050310;20050429;628000;;R;RESIDENCE;1;;;0;AB454955;
C;209;2050330;4;20050516 14:28;1/SP3810;
D;209;2050330;4;20050516 14:28;P;;;;;;
D;209;2050330;4;20050516 14:28;P;;;;;;
D;209;2050330;4;20050516 14:28;V;;;;;;
B;209;2050593;5;20050516 14:28;;3;262;BIRRELL ST;BONDI;2026;;;20050127;20050421;650000;;R;RESIDENCE;3;;;0;AB453578;
C;209;2050593;5;20050516 14:28;3/SP12673;
D;209;2050593;5;20050516 14:28;P;;;;;;
D;209;2050593;5;20050516 14:28;P;;;;;;
D;209;2050593;5;20050516 14:28;V;;;;;;
B;209;2052949;6;20050516 14:28;;;10;BRIGHTON BVD;NORTH BONDI;2026;;;20050310;20050421;1205000;A;R;RESIDENCE;;CD;;0;AB432179;
C;209;2052949;6;20050516 14:28;1/170642;
D;209;2052949;6;20050516 14:28;P;;;;;;
D;209;2052949;6;20050516 14:28;V;;;;;;
B;209;2053626;7;20050516 14:28;;;235;BRONTE RD;WAVERLEY;2024;512.2;M;20050310;20050426;2250000;B;3;COMMERCIAL;;BD;;0;AB441097;
C;209;2053626;7;20050516 14:28;1/664784;
D;209;2053626;7;20050516 14:28;P;;;;;;
D;209;2053626;7;20050516 14:28;V;;;;;;
D;209;2053626;7;20050516 14:28;V;;;;;;
D;209;2053626;7;20050516 14:28;V;;;;;;
B;209;2054011;8;20050516 14:28;;5;1;BULGA RD;DOVER HEIGHTS;2030;;;20050225;20050408;405000;;V;VACANT LAND;5;;;0;AB435565;
C;209;2054011;8;20050516 14:28;5/SP12048;
D;209;2054011;8;20050516 14:28;P;;;;;;
D;209;2054011;8;20050516 14:28;V;;;;;;
B;209;2055216;9;20050516 14:28;;;66;CHALEYER ST;ROSE BAY;2029;;;20041229;20050223;1400000;A;R;RESIDENCE;;CC;;0;AB433650;
C;209;2055216;9;20050516 14:28;1/15791;
D;209;2055216;9;20050516 14:28;P;;;;;;
D;209;2055216;9;20050516 14:28;P;;;;;;
D;209;2055216;9;20050516 14:28;V;;;;;;
D;209;2055216;9;20050516 14:28;V;;;;;;
D;209;2055216;9;20050516 14:28;V;;;;;;
D;209;2055216;9;20050516 14:28;V;;;;;;
B;209;2055469;10;20050516 14:28;;2;17;CLARKE ST;VAUCLUSE;2030;;;20050309;20050420;970000;;R;RESIDENCE;2;;;0;AB433315;
C;209;2055469;10;20050516 14:28;2/SP36117;
D;209;2055469;10;20050516 14:28;P;;;;;;
D;209;2055469;10;20050516 14:28;V;;;;;;
B;209;2055952;11;20050516 14:28;;5;65;CURLEWIS ST;BONDI BEACH;2026;;;20050221;20050324;433000;;R;RESIDENCE;5;;;0;AB432500;
C;209;2055952;11;20050516 14:28;5/SP8337;
D;209;2055952;11;20050516 14:28;P;;;;;;
D;209;2055952;11;20050516 14:28;P;;;;;;
D;209;2055952;11;20050516 14:28;V;;;;;;
B;209;2056705;12;20050516 14:28;;3;27;DARLING ST;BRONTE;2024;;;20050308;20050422;520000;;R;RESIDENCE;3;;;0;AB442787;
C;209;2056705;12;20050516 14:28;3/SP22106;
D;209;2056705;12;20050516 14:28;P;;;;;;
D;209;2056705;12;20050516 14:28;P;;;;;;
D;209;2056705;12;20050516 14:28;V;;;;;;
B;209;2056705;13;20050516 14:28;;3;27;DARLING ST;BRONTE;2024;;;20050308;20050422;520000;;R;RESIDENCE;9;;;0;AB442787;
C;209;2056705;13;20050516 14:28;9/SP22106;
D;209;2056705;13;20050516 14:28;P;;;;;;
D;209;2056705;13;20050516 14:28;P;;;;;;
D;209;2056705;13;20050516 14:28;V;;;;;;
B;209;2057541;14;20050516 14:28;;;105;DOVER RD;ROSE BAY;2029;265.6;M;20050310;20050421;1950000;A;R;RESIDENCE;;CC;;0;AB444688;
C;209;2057541;14;20050516 14:28;2/528638;
D;209;2057541;14;20050516 14:28;P;;;;;;
D;209;2057541;14;20050516 14:28;P;;;;;;
D;209;2057541;14;20050516 14:28;V;;;;;;
B;209;2058670;15;20050516 14:28;;13;35;FLOOD ST;BONDI JUNCTION;2022;;;20050306;20050405;785000;;V;VACANT LAND;13;;;0;AB444523;
C;209;2058670;15;20050516 14:28;13/SP5102;
D;209;2058670;15;20050516 14:28;P;;;;;;
D;209;2058670;15;20050516 14:28;V;;;;;;
B;209;2058670;16;20050516 14:28;;25;35;FLOOD ST;BONDI JUNCTION;2022;;;20050306;20050405;785000;;V;VACANT LAND;25;;;0;AB444523;
C;209;2058670;16;20050516 14:28;25/SP5102;
D;209;2058670;16;20050516 14:28;P;;;;;;
D;209;2058670;16;20050516 14:28;V;;;;;;
B;209;2058670;17;20050516 14:28;;26;35;FLOOD ST;BONDI JUNCTION;2022;;;20050306;20050405;785000;;V;VACANT LAND;26;;;0;AB444523;
C;209;2058670;17;20050516 14:28;26/SP5102;
D;209;2058670;17;20050516 14:28;P;;;;;;
D;209;2058670;17;20050516 14:28;V;;;;;;
B;209;2058910;18;20050516 14:28;;8;2;FOREST KNOLL AVE;BONDI;2026;;;20050303;20050414;595000;;R;RESIDENCE;8;;;0;AB439340;
C;209;2058910;18;20050516 14:28;8/SP3931;
D;209;2058910;18;20050516 14:28;P;;;;;;
D;209;2058910;18;20050516 14:28;P;;;;;;
D;209;2058910;18;20050516 14:28;V;;;;;;
D;209;2058910;18;20050516 14:28;V;;;;;;
B;209;2062083;19;20050516 14:28;;;4;HEWLETT ST;BRONTE;2024;219.11;M;20050323;20050504;1375000;A;R;RESIDENCE;;CM;;0;AB459669;
C;209;2062083;19;20050516 14:28;10/656374;
D;209;2062083;19;20050516 14:28;P;;;;;;
D;209;2062083;19;20050516 14:28;P;;;;;;
D;209;2062083;19;20050516 14:28;V;;;;;;
D;209;2062083;19;20050516 14:28;V;;;;;;
B;209;2063033;20;20050516 14:28;;;16;KEIRAN ST;BONDI JUNCTION;2022;189.6;M;20050302;20050415;765000;A;3;;;EP;;0;AB435466;
C;209;2063033;20;20050516 14:28;D/109620;
D;209;2063033;20;20050516 14:28;P;;;;;;
D;209;2063033;20;20050516 14:28;P;;;;;;
D;209;2063033;20;20050516 14:28;V;;;;;;
D;209;2063033;20;20050516 14:28;V;;;;;;
B;209;2063658;21;20050516 14:28;;4;42;LAMROCK AVE;BONDI BEACH;2026;;;20050226;20050421;600000;;3;HOME UNIT;4;;;0;AB437651;
C;209;2063658;21;20050516 14:28;4/SP11863;
D;209;2063658;21;20050516 14:28;P;;;;;;
D;209;2063658;21;20050516 14:28;P;;;;;;
D;209;2063658;21;20050516 14:28;V;;;;;;
B;209;2064172;22;20050516 14:28;;5;33;LIVERPOOL ST;ROSE BAY;2029;;;20050310;20050421;360000;;V;VACANT LAND;5;;;0;AB437422;
C;209;2064172;22;20050516 14:28;5/SP31018;
D;209;2064172;22;20050516 14:28;P;;;;;;
D;209;2064172;22;20050516 14:28;V;;;;;;
D;209;2064172;22;20050516 14:28;V;;;;;;
B;209;2065119;23;20050516 14:28;;13;38;MACPHERSON ST;BRONTE;2024;;;20050309;20050427;239000;;R;RESIDENCE;13;;;0;AB455132;
C;209;2065119;23;20050516 14:28;13/SP20489;
D;209;2065119;23;20050516 14:28;P;;;;;;
D;209;2065119;23;20050516 14:28;P;;;;;;
D;209;2065119;23;20050516 14:28;V;;;;;;
B;209;2066223;24;20050516 14:28;;;128;MILL HILL RD;BONDI JUNCTION;2022;373;M;20041216;20050415;1720000;A;R;RESIDENCE;;EP;;0;AB439227;
C;209;2066223;24;20050516 14:28;1/600312;
D;209;2066223;24;20050516 14:28;P;;;;;;
D;209;2066223;24;20050516 14:28;P;;;;;;
D;209;2066223;24;20050516 14:28;V;;;;;;
D;209;2066223;24;20050516 14:28;V;;;;;;
B;209;2066451;25;20050516 14:28;;1;1 A;MOORE ST;BONDI;2026;;;20050308;20050412;736500;;R;RESIDENCE;1;;;0;AB442207;
C;209;2066451;25;20050516 14:28;1/SP22175;
D;209;2066451;25;20050516 14:28;P;;;;;;
D;209;2066451;25;20050516 14:28;V;;;;;;
B;209;2067346;26;20050516 14:28;;;60;NEWLAND ST;BONDI JUNCTION;2022;126.5;M;20050226;20050426;639000;A;R;RESIDENCE;;EP;;0;AB456528;
C;209;2067346;26;20050516 14:28;1/227462;
D;209;2067346;26;20050516 14:28;P;;;;;;
D;209;2067346;26;20050516 14:28;P;;;;;;
D;209;2067346;26;20050516 14:28;V;;;;;;
B;209;2067546;27;20050516 14:28;;;53;OAKLEY RD;NORTH BONDI;2026;;;20050223;20050320;900000;A;R;RESIDENCE;;ED;;0;AB433993;
C;209;2067546;27;20050516 14:28;A/443875;
D;209;2067546;27;20050516 14:28;P;;;;;;
D;209;2067546;27;20050516 14:28;V;;;;;;
B;209;2067610;28;20050516 14:28;;9;118;O'BRIEN ST;BONDI BEACH;2026;;;20050315;20050426;500000;;R;RESIDENCE;9;;;0;AB443580;
C;209;2067610;28;20050516 14:28;9/SP10482;
D;209;2067610;28;20050516 14:28;P;;;;;;
D;209;2067610;28;20050516 14:28;V;;;;;;
D;209;2067610;28;20050516 14:28;V;;;;;;
B;209;2068120;29;20050516 14:28;;11;5;OCEAN ST N;BONDI;2026;;;20050216;20050330;555000;;R;RESIDENCE;11;;;0;AB442925;
C;209;2068120;29;20050516 14:28;11/SP2519;
D;209;2068120;29;20050516 14:28;P;;;;;;
D;209;2068120;29;20050516 14:28;P;;;;;;
D;209;2068120;29;20050516 14:28;V;;;;;;
D;209;2068120;29;20050516 14:28;V;;;;;;
B;209;2068120;30;20050516 14:28;;11;5;OCEAN ST;BONDI;2026;;;20050216;20050330;555000;;R;RESIDENCE;23;;;0;AB442925;
C;209;2068120;30;20050516 14:28;23/SP2519;
D;209;2068120;30;20050516 14:28;P;;;;;;
D;209;2068120;30;20050516 14:28;P;;;;;;
D;209;2068120;30;20050516 14:28;V;;;;;;
D;209;2068120;30;20050516 14:28;V;;;;;;
B;209;2068620;31;20050516 14:28;;22;37;O'DONNELL ST;NORTH BONDI;2026;;;20050316;20050420;429000;;R;RESIDENCE;22;;;0;AB428427;
C;209;2068620;31;20050516 14:28;22/SP3123;
D;209;2068620;31;20050516 14:28;P;;;;;;
D;209;2068620;31;20050516 14:28;V;;;;;;
D;209;2068620;31;20050516 14:28;V;;;;;;
B;209;2068724;32;20050516 14:28;;1;60;O'DONNELL ST;NORTH BONDI;2026;;;20050317;20050428;395000;;R;RESIDENCE;1;;;0;AB446878;
C;209;2068724;32;20050516 14:28;1/SP17674;
D;209;2068724;32;20050516 14:28;P;;;;;;
D;209;2068724;32;20050516 14:28;P;;;;;;
D;209;2068724;32;20050516 14:28;V;;;;;;
B;209;2071373;33;20050516 14:28;;7;56;PENKIVIL ST;BONDI;2026;;;20050314;20050418;460000;;R;RESIDENCE;7;;;0;AB431229;
C;209;2071373;33;20050516 14:28;7/SP2928;
D;209;2071373;33;20050516 14:28;P;;;;;;
D;209;2071373;33;20050516 14:28;P;;;;;;
D;209;2071373;33;20050516 14:28;V;;;;;;
B;209;2071373;34;20050516 14:28;;7;56;PENKIVIL ST;BONDI;2026;;;20050314;20050418;460000;;R;RESIDENCE;16;;;0;AB431229;
C;209;2071373;34;20050516 14:28;16/SP2928;
D;209;2071373;34;20050516 14:28;P;;;;;;
D;209;2071373;34;20050516 14:28;P;;;;;;
D;209;2071373;34;20050516 14:28;V;;;;;;
D;209;2071373;34;20050516 14:28;V;;;;;;
B;209;2071590;35;20050516 14:28;;6;22;PENKIVIL ST;BONDI;2026;;;20050310;20050421;477000;;R;RESIDENCE;6;;;0;AB456547;
C;209;2071590;35;20050516 14:28;6/SP11889;
D;209;2071590;35;20050516 14:28;P;;;;;;
D;209;2071590;35;20050516 14:28;V;;;;;;
B;209;2072929;36;20050516 14:28;;12;40;RAMSGATE AVE;BONDI BEACH;2026;;;20050310;20050415;340000;;R;RESIDENCE;12;;;0;AB439347;
C;209;2072929;36;20050516 14:28;12/SP22948;
D;209;2072929;36;20050516 14:28;P;;;;;;
D;209;2072929;36;20050516 14:28;V;;;;;;
