A;020;20050117 11:04;PBARBER;
B;020;408224;1;20050117 11:04;;;65;CAVEAT ST;BOMBALA;2632;1063;M;20041217;20041217;30000;A;R;RESIDENCE;;AA;;33;AB181200;
C;020;408224;1;20050117 11:04;1/195941;
D;020;408224;1;20050117 11:04;P;;;;;;
D;020;408224;1;20050117 11:04;V;;;;;;
D;020;408224;1;20050117 11:04;V;;;;;;
D;020;408224;1;20050117 11:04;V;;;;;;
D;020;408224;1;20050117 11:04;V;;;;;;
D;020;408224;1;20050117 11:04;V;;;;;;
B;020;408304;2;20050117 11:04;;;28;DICKINSON ST;BOMBALA;2632;727.2;M;20041119;20041217;120000;A;R;RESIDENCE;;AA;;0;AB200787;
C;020;408304;2;20050117 11:04;2/12/758129 Incomplete Purchase 84594;
D;020;408304;2;20050117 11:04;P;;;;;;
D;020;408304;2;20050117 11:04;V;;;;;;
B;020;408518;3;20050117 11:04;;;36;MAYBE ST;BOMBALA;2632;7360;M;20041125;20041217;155000;A;R;RESIDENCE;;AA;;0;AB196443;
C;020;408518;3;20050117 11:04;5/512429;
D;020;408518;3;20050117 11:04;P;;;;;;
D;020;408518;3;20050117 11:04;V;;;;;;
B;020;408533;4;20050117 11:04;;;84;MAYBE ST;BOMBALA;2632;1010.2;M;20040219;20040514;34000;A;R;RESIDENCE;;BA;AC;0;4427127;
C;020;408533;4;20050117 11:04;B/156021 1, 2/1070330;
D;020;408533;4;20050117 11:04;P;;;;;;
D;020;408533;4;20050117 11:04;P;;;;;;
D;020;408533;4;20050117 11:04;V;;;;;;
B;020;408536;5;20050117 11:04;;;78;MAYBE ST;BOMBALA;2632;1352;M;20041104;20041210;150000;A;R;RESIDENCE;;BA;;0;AB169875;
C;020;408536;5;20050117 11:04;1/152136;
D;020;408536;5;20050117 11:04;P;;;;;;
D;020;408536;5;20050117 11:04;P;;;;;;
D;020;408536;5;20050117 11:04;V;;;;;;
D;020;408536;5;20050117 11:04;V;;;;;;
B;020;408565;6;20050117 11:04;;;176;MAYBE ST;BOMBALA;2632;1411;M;20040820;20041110;90000;A;3;SHOP;;BA;;0;AB179415;
C;020;408565;6;20050117 11:04;12/840458;
D;020;408565;6;20050117 11:04;P;;;;;;
D;020;408565;6;20050117 11:04;P;;;;;;
D;020;408565;6;20050117 11:04;V;;;;;;
D;020;408565;6;20050117 11:04;V;;;;;;
B;020;408716;7;20050117 11:04;;;59;WELLINGTON ST;BOMBALA;2632;1012;M;20041020;20041217;75000;A;R;RESIDENCE;;AA;;0;AB189942;
C;020;408716;7;20050117 11:04;B/38071;
D;020;408716;7;20050117 11:04;P;;;;;;
D;020;408716;7;20050117 11:04;V;;;;;;
B;020;3099759;8;20050117 11:04;;;;PH IRONMUNGY;BUNGARBY;2630;332.4;H;20040930;20041111;1609300;R;3;FARM;;RC;;0;AB119890;
C;020;3099759;8;20050117 11:04;18, 19, 21, 22, 23, 33, 113, PT 155/756838;
D;020;3099759;8;20050117 11:04;P;;;;;;
D;020;3099759;8;20050117 11:04;P;;;;;;
D;020;3099759;8;20050117 11:04;V;;;;;;
D;020;3099759;8;20050117 11:04;V;;;;;;
B;020;3133447;9;20050117 11:04;;;20;MAYBE ST;BOMBALA;2632;1.895;H;20041124;20041210;160000;A;R;RESIDENCE;;AA;;0;AB184390;
C;020;3133447;9;20050117 11:04;1/1074429;
D;020;3133447;9;20050117 11:04;P;;;;;;
D;020;3133447;9;20050117 11:04;V;;;;;;
D;020;3133447;9;20050117 11:04;V;;;;;;
B;020;3133846;10;20050117 11:04;;;18;MAYBE ST;BOMBALA;2632;7594;M;20041124;20041210;160000;A;R;RESIDENCE;;AA;;0;AB184390;
C;020;3133846;10;20050117 11:04;1/385762;
D;020;3133846;10;20050117 11:04;P;;;;;;
D;020;3133846;10;20050117 11:04;V;;;;;;
D;020;3133846;10;20050117 11:04;V;;;;;;
B;020;3146458;11;20050117 11:04;;;;VILLAGE CATHCART;CATHCART;2632;2023;M;20041102;20041210;5000;;V;VACANT LAND;;;;0;AB172919;
C;020;3146458;11;20050117 11:04;5/13/758239;
D;020;3146458;11;20050117 11:04;P;;;;;;
D;020;3146458;11;20050117 11:04;P;;;;;;
D;020;3146458;11;20050117 11:04;V;;;;;;
B;020;3146460;12;20050117 11:04;;;56;MAYBE ST;BOMBALA;2632;765.1;M;20041025;20041122;148000;;R;RESIDENCE;;;;0;AB136501;
C;020;3146460;12;20050117 11:04;6/39052;
D;020;3146460;12;20050117 11:04;P;;;;;;
D;020;3146460;12;20050117 11:04;V;;;;;;
D;020;3146460;12;20050117 11:04;V;;;;;;
Z;65;12;12;39;
