A;210;20050201 15:04;PDANN;
B;210;2078774;1;20050201 15:04;;9;19;BALFOUR RD;ROSE BAY;2029;;;20041207;20050114;490000;;R;RESIDENCE;13;;;0;AB238393;
C;210;2078774;1;20050201 15:04;13/SP60380;
D;210;2078774;1;20050201 15:04;P;;;;;;
D;210;2078774;1;20050201 15:04;P;;;;;;
D;210;2078774;1;20050201 15:04;V;;;;;;
B;210;2078950;2;20050201 15:04;;1;104;BALFOUR RD;ROSE BAY;2029;;;20041113;20041223;405000;;R;RESIDENCE;1;;;0;AB215134;
C;210;2078950;2;20050201 15:04;1/SP58213;
D;210;2078950;2;20050201 15:04;P;;;;;;
D;210;2078950;2;20050201 15:04;V;;;;;;
B;210;2079426;3;20050201 15:04;;7;177;BELLEVUE RD;DOUBLE BAY;2028;;;20041220;20050120;50000;;R;RESIDENCE;167;;;0;AB233588;
C;210;2079426;3;20050201 15:04;167/SP27;
D;210;2079426;3;20050201 15:04;P;;;;;;
D;210;2079426;3;20050201 15:04;V;;;;;;
B;210;2080203;4;20050201 15:04;;;4 A;BERESFORD RD;ROSE BAY;2029;518.5;M;20040903;20041217;3125000;A;R;RESIDENCE;;RG;;0;AB197599;
C;210;2080203;4;20050201 15:04;1/200021;
D;210;2080203;4;20050201 15:04;P;;;;;;
D;210;2080203;4;20050201 15:04;P;;;;;;
D;210;2080203;4;20050201 15:04;V;;;;;;
D;210;2080203;4;20050201 15:04;V;;;;;;
B;210;2080967;5;20050201 15:04;;1;14;BLAXLAND RD;BELLEVUE HILL;2023;;;20041118;20050112;1680000;;R;RESIDENCE;1;;;0;AB224317;
C;210;2080967;5;20050201 15:04;1/SP51987;
D;210;2080967;5;20050201 15:04;P;;;;;;
D;210;2080967;5;20050201 15:04;V;;;;;;
D;210;2080967;5;20050201 15:04;V;;;;;;
B;210;2081122;6;20050201 15:04;;;196;BOUNDARY ST;PADDINGTON;2021;505.9;M;20021206;20030101;225000;A;R;RESIDENCE;;RP;AC;0;9613904;
C;210;2081122;6;20050201 15:04;3/84504;
D;210;2081122;6;20050201 15:04;P;;;;;;
D;210;2081122;6;20050201 15:04;P;;;;;;
D;210;2081122;6;20050201 15:04;V;;;;;;
D;210;2081122;6;20050201 15:04;V;;;;;;
D;210;2081122;6;20050201 15:04;V;;;;;;
B;210;2081125;7;20050201 15:04;;;194;BOUNDARY ST;PADDINGTON;2021;120.1;M;20021206;20030101;225000;A;R;RESIDENCE;;RP;AC;0;9613904;
C;210;2081125;7;20050201 15:04;1/223679;
D;210;2081125;7;20050201 15:04;P;;;;;;
D;210;2081125;7;20050201 15:04;P;;;;;;
D;210;2081125;7;20050201 15:04;V;;;;;;
B;210;2081126;8;20050201 15:04;;;192;BOUNDARY ST;PADDINGTON;2021;518.5;M;20021206;20030101;225000;A;R;RESIDENCE;;RP;AC;0;9613904;
C;210;2081126;8;20050201 15:04;2/223679;
D;210;2081126;8;20050201 15:04;P;;;;;;
D;210;2081126;8;20050201 15:04;P;;;;;;
D;210;2081126;8;20050201 15:04;V;;;;;;
B;210;2081127;9;20050201 15:04;;;190;BOUNDARY ST;PADDINGTON;2021;145.4;M;20021206;20030101;225000;A;R;RESIDENCE;;RP;AC;0;9613904;
C;210;2081127;9;20050201 15:04;3/223679;
D;210;2081127;9;20050201 15:04;P;;;;;;
D;210;2081127;9;20050201 15:04;P;;;;;;
D;210;2081127;9;20050201 15:04;V;;;;;;
B;210;2081156;10;20050201 15:04;;;144 A;BOUNDARY ST;PADDINGTON;2021;233;M;20041105;20041214;1175000;A;R;RESIDENCE;;RP;;0;AB172679;
C;210;2081156;10;20050201 15:04;21/615279;
D;210;2081156;10;20050201 15:04;P;;;;;;
D;210;2081156;10;20050201 15:04;P;;;;;;
D;210;2081156;10;20050201 15:04;V;;;;;;
B;210;2082002;11;20050201 15:04;;;34;CAMPBELL AVE;PADDINGTON;2021;;;20021121;20030116;740000;A;R;RESIDENCE;;RP;;0;4376495;
C;210;2082002;11;20050201 15:04;1/1049884;
D;210;2082002;11;20050201 15:04;P;;;;;;
D;210;2082002;11;20050201 15:04;V;;;;;;
B;210;2082023;12;20050201 15:04;;23;13;CAMPBELL AVE;PADDINGTON;2021;;;20041223;20041223;170000;;R;RESIDENCE;7;;;0;AB216649;
C;210;2082023;12;20050201 15:04;7/SP10006;
D;210;2082023;12;20050201 15:04;P;;;;;;
D;210;2082023;12;20050201 15:04;V;;;;;;
B;210;2082160;13;20050201 15:04;;;51;CAPTAIN PIPERS RD;VAUCLUSE;2030;626;M;20040921;20041220;3825000;A;R;RESIDENCE;;RE;;0;AB207999;
C;210;2082160;13;20050201 15:04;13/9395;
D;210;2082160;13;20050201 15:04;P;;;;;;
D;210;2082160;13;20050201 15:04;V;;;;;;
D;210;2082160;13;20050201 15:04;V;;;;;;
B;210;2083072;14;20050201 15:04;;;17;COOPER PARK RD;BELLEVUE HILL;2023;663.9;M;20041027;20041221;2900000;A;R;RESIDENCE;;FG;;0;AB221131;
C;210;2083072;14;20050201 15:04;1/221869;
D;210;2083072;14;20050201 15:04;P;;;;;;
D;210;2083072;14;20050201 15:04;V;;;;;;
B;210;2083342;15;20050201 15:04;;;8 A;DALLEY AVE;VAUCLUSE;2030;;;20040622;20041224;1437500;;R;RESIDENCE;2;;;0;AB209663;
C;210;2083342;15;20050201 15:04;2/SP3028;
D;210;2083342;15;20050201 15:04;P;;;;;;
D;210;2083342;15;20050201 15:04;V;;;;;;
B;210;2083342;16;20050201 15:04;;1;8;DALLEY AVE;VAUCLUSE;2030;;;20040622;20041224;1437500;;R;RESIDENCE;1;;;0;AB230426;
C;210;2083342;16;20050201 15:04;1/SP3028;
D;210;2083342;16;20050201 15:04;P;;;;;;
D;210;2083342;16;20050201 15:04;V;;;;;;
B;210;2084499;17;20050201 15:04;;;43;DILLON ST;PADDINGTON;2021;120.1;M;20040701;20040813;1070000;A;R;RESIDENCE;;RP;;0;AA949312;
C;210;2084499;17;20050201 15:04;6/218169;
D;210;2084499;17;20050201 15:04;P;;;;;;
D;210;2084499;17;20050201 15:04;P;;;;;;
D;210;2084499;17;20050201 15:04;V;;;;;;
B;210;2084523;18;20050201 15:04;;5;34;DOVER DR;ROSE BAY;2029;;;20041102;20041220;460000;;R;RESIDENCE;5;;;0;AB217989;
C;210;2084523;18;20050201 15:04;5/SP32160;
D;210;2084523;18;20050201 15:04;P;;;;;;
D;210;2084523;18;20050201 15:04;V;;;;;;
B;210;2085429;19;20050201 15:04;;4;442;EDGECLIFF RD;EDGECLIFF;2027;;;20041130;20050113;1125000;;3;;4;;;0;AB233497;
C;210;2085429;19;20050201 15:04;4/SP3601;
D;210;2085429;19;20050201 15:04;P;;;;;;
D;210;2085429;19;20050201 15:04;P;;;;;;
D;210;2085429;19;20050201 15:04;V;;;;;;
D;210;2085429;19;20050201 15:04;V;;;;;;
B;210;2085429;20;20050201 15:04;;4;442;EDGECLIFF RD;EDGECLIFF;2027;;;20041130;20050113;1125000;;3;;37;;;0;AB233497;
C;210;2085429;20;20050201 15:04;37/SP3601;
D;210;2085429;20;20050201 15:04;P;;;;;;
D;210;2085429;20;20050201 15:04;P;;;;;;
D;210;2085429;20;20050201 15:04;V;;;;;;
D;210;2085429;20;20050201 15:04;V;;;;;;
B;210;2085697;21;20050201 15:04;;6;330;EDGECLIFF RD;WOOLLAHRA;2025;;;20041211;20050114;580000;;R;RESIDENCE;6;;;0;AB234849;
C;210;2085697;21;20050201 15:04;6/SP22979;
D;210;2085697;21;20050201 15:04;P;;;;;;
D;210;2085697;21;20050201 15:04;V;;;;;;
B;210;2085697;22;20050201 15:04;;8;330;EDGECLIFF RD;WOOLLAHRA;2025;;;20041125;20050114;525000;;R;RESIDENCE;8;;;0;AB224891;
C;210;2085697;22;20050201 15:04;8/SP22979;
D;210;2085697;22;20050201 15:04;P;;;;;;
D;210;2085697;22;20050201 15:04;V;;;;;;
D;210;2085697;22;20050201 15:04;V;;;;;;
B;210;2085965;23;20050201 15:04;;8;67;EDGECLIFF RD;WOOLLAHRA;2025;;;20040920;20041022;480000;;R;RESIDENCE;8;;;0;AB229098;
C;210;2085965;23;20050201 15:04;8/SP22696;
D;210;2085965;23;20050201 15:04;P;;;;;;
D;210;2085965;23;20050201 15:04;P;;;;;;
D;210;2085965;23;20050201 15:04;V;;;;;;
B;210;2086868;24;20050201 15:04;;;49;EPPING RD;DOUBLE BAY;2028;309.6;M;20041023;20041122;1675000;A;R;RESIDENCE;;RK;;0;AB215552;
C;210;2086868;24;20050201 15:04;641/731289;
D;210;2086868;24;20050201 15:04;P;;;;;;
D;210;2086868;24;20050201 15:04;P;;;;;;
D;210;2086868;24;20050201 15:04;V;;;;;;
D;210;2086868;24;20050201 15:04;V;;;;;;
B;210;2087219;25;20050201 15:04;;2;6 A;FAIRWEATHER ST;BELLEVUE HILL;2023;376.5;M;20041012;20041220;1375000;A;R;RESIDENCE;;RG;;0;AB205971;
C;210;2087219;25;20050201 15:04;A/449381;
D;210;2087219;25;20050201 15:04;P;;;;;;
D;210;2087219;25;20050201 15:04;P;;;;;;
D;210;2087219;25;20050201 15:04;V;;;;;;
D;210;2087219;25;20050201 15:04;V;;;;;;
B;210;2087231;26;20050201 15:04;;;10;FARADAY AVE;ROSE BAY;2029;585.3;M;20041119;20050110;2160000;A;R;RESIDENCE;;RF;;0;AB231362;
C;210;2087231;26;20050201 15:04;13/C/4887;
D;210;2087231;26;20050201 15:04;P;;;;;;
D;210;2087231;26;20050201 15:04;P;;;;;;
D;210;2087231;26;20050201 15:04;V;;;;;;
D;210;2087231;26;20050201 15:04;V;;;;;;
B;210;2087941;27;20050201 15:04;;3 A;5;GIRILANG AVE;VAUCLUSE;2030;;;20040930;20050110;582500;;R;RESIDENCE;7;;;0;AB212183;
C;210;2087941;27;20050201 15:04;7/SP3203;
D;210;2087941;27;20050201 15:04;P;;;;;;
D;210;2087941;27;20050201 15:04;P;;;;;;
D;210;2087941;27;20050201 15:04;V;;;;;;
D;210;2087941;27;20050201 15:04;V;;;;;;
B;210;2087985;28;20050201 15:04;;2;34;GIRILANG AVE;VAUCLUSE;2030;;;20041018;20041213;1250000;;R;RESIDENCE;2;;;0;AB207305;
C;210;2087985;28;20050201 15:04;2/SP4086;
D;210;2087985;28;20050201 15:04;P;;;;;;
D;210;2087985;28;20050201 15:04;P;;;;;;
D;210;2087985;28;20050201 15:04;V;;;;;;
B;210;2088522;29;20050201 15:04;;;134;GLENMORE RD;PADDINGTON;2021;;;20040910;20041208;2000;A;R;RESIDENCE;;RP;;0;AB209175;
C;210;2088522;29;20050201 15:04;A/445574;
D;210;2088522;29;20050201 15:04;P;;;;;;
D;210;2088522;29;20050201 15:04;P;;;;;;
D;210;2088522;29;20050201 15:04;V;;;;;;
B;210;2088607;30;20050201 15:04;;25;51;GLENVIEW ST;PADDINGTON;2021;;;20050117;20050117;166500;;V;VACANT LAND;25;;;0;AB224926;
C;210;2088607;30;20050201 15:04;25/SP1314;
D;210;2088607;30;20050201 15:04;P;;;;;;
D;210;2088607;30;20050201 15:04;V;;;;;;
D;210;2088607;30;20050201 15:04;V;;;;;;
B;210;2088715;31;20050201 15:04;;;1;GOODHOPE ST;PADDINGTON;2021;56.91;M;20030301;20030411;550000;A;R;RESIDENCE;;RP;;0;4384319;
C;210;2088715;31;20050201 15:04;1/1054083;
D;210;2088715;31;20050201 15:04;P;;;;;;
D;210;2088715;31;20050201 15:04;V;;;;;;
B;210;2089339;32;20050201 15:04;;7 D;4;HAMPDEN ST;PADDINGTON;2021;;;20041121;20041224;570000;;R;RESIDENCE;39;;;0;AB217822;
C;210;2089339;32;20050201 15:04;39/SP6362;
D;210;2089339;32;20050201 15:04;P;;;;;;
D;210;2089339;32;20050201 15:04;V;;;;;;
D;210;2089339;32;20050201 15:04;V;;;;;;
B;210;2089657;33;20050201 15:04;;;86;HARGRAVE ST;PADDINGTON;2021;177;M;20041201;20050112;1630000;A;R;RESIDENCE;;RP;;0;AB232910;
C;210;2089657;33;20050201 15:04;2/555937;
D;210;2089657;33;20050201 15:04;P;;;;;;
D;210;2089657;33;20050201 15:04;P;;;;;;
D;210;2089657;33;20050201 15:04;V;;;;;;
B;210;2090999;34;20050201 15:04;;;14;JUNCTION ST;WOOLLAHRA;2025;151.8;M;20020607;20040818;890000;A;R;RESIDENCE;;FH;;0;AB233340;
C;210;2090999;34;20050201 15:04;47/518248;
D;210;2090999;34;20050201 15:04;P;;;;;;
D;210;2090999;34;20050201 15:04;V;;;;;;
D;210;2090999;34;20050201 15:04;V;;;;;;
D;210;2090999;34;20050201 15:04;V;;;;;;
B;210;2091473;35;20050201 15:04;;;33;LATIMER RD;BELLEVUE HILL;2023;964.8;M;20040907;20041015;4000000;A;R;RESIDENCE;;RG;;0;AB76191;
C;210;2091473;35;20050201 15:04;241/776428;
D;210;2091473;35;20050201 15:04;P;;;;;;
D;210;2091473;35;20050201 15:04;V;;;;;;
D;210;2091473;35;20050201 15:04;V;;;;;;
B;210;2091518;36;20050201 15:04;;;38;LAWSON ST;PADDINGTON;2021;145.4;M;20040709;20040910;1065000;A;R;RESIDENCE;;RP;;0;AA979395;
C;210;2091518;36;20050201 15:04;19/219641;
D;210;2091518;36;20050201 15:04;P;;;;;;
D;210;2091518;36;20050201 15:04;P;;;;;;
D;210;2091518;36;20050201 15:04;V;;;;;;
B;210;2092014;37;20050201 15:04;;1;16;MANION AVE;ROSE BAY;2029;;;20041206;20041230;510000;;R;RESIDENCE;1;;;0;AB206912;
C;210;2092014;37;20050201 15:04;1/SP12332;
D;210;2092014;37;20050201 15:04;P;;;;;;
D;210;2092014;37;20050201 15:04;V;;;;;;
D;210;2092014;37;20050201 15:04;V;;;;;;
B;210;2092165;38;20050201 15:04;;;44;MANNING RD;DOUBLE BAY;2028;287.8;M;20041025;20041210;1600000;A;R;RESIDENCE;;RK;;0;AB231123;
C;210;2092165;38;20050201 15:04;481/875074;
D;210;2092165;38;20050201 15:04;P;;;;;;
D;210;2092165;38;20050201 15:04;P;;;;;;
D;210;2092165;38;20050201 15:04;V;;;;;;
D;210;2092165;38;20050201 15:04;V;;;;;;
B;210;2093141;39;20050201 15:04;;38;22;NEW BEACH RD;RUSHCUTTERS BAY;2011;;;20040819;20050106;1785000;;R;RESIDENCE;38;;;0;AB222263;
C;210;2093141;39;20050201 15:04;38/SP13727;
D;210;2093141;39;20050201 15:04;P;;;;;;
D;210;2093141;39;20050201 15:04;P;;;;;;
D;210;2093141;39;20050201 15:04;V;;;;;;
B;210;2093324;40;20050201 15:04;;;81;NEW BEACH RD;DARLING POINT;2027;663.9;M;20040518;20041014;11250000;A;R;RESIDENCE;;AH;;0;AB22630;
C;210;2093324;40;20050201 15:04;B/338012 & MSB LEASE OF 31 SQM;
D;210;2093324;40;20050201 15:04;P;;;;;;
D;210;2093324;40;20050201 15:04;P;;;;;;
D;210;2093324;40;20050201 15:04;V;;;;;;
D;210;2093324;40;20050201 15:04;V;;;;;;
B;210;2094536;41;20050201 15:04;;15;164;NEW SOUTH HEAD RD;EDGECLIFF;2027;;;20041129;20050114;1500000;;3;SHOPS;15;;;0;AB230086;
C;210;2094536;41;20050201 15:04;15/SP16897;
D;210;2094536;41;20050201 15:04;P;;;;;;
D;210;2094536;41;20050201 15:04;V;;;;;;
B;210;2094536;42;20050201 15:04;;16;164;NEW SOUTH HEAD RD;EDGECLIFF;2027;;;20041129;20050114;1500000;;3;SHOPS;16;;;0;AB230086;
C;210;2094536;42;20050201 15:04;16/SP16897;
D;210;2094536;42;20050201 15:04;P;;;;;;
D;210;2094536;42;20050201 15:04;V;;;;;;
B;210;2094536;43;20050201 15:04;;17;164;NEW SOUTH HEAD RD;EDGECLIFF;2027;;;20041129;20050114;1500000;;3;SHOPS;17;;;0;AB230086;
C;210;2094536;43;20050201 15:04;17/SP16897;
D;210;2094536;43;20050201 15:04;P;;;;;;
D;210;2094536;43;20050201 15:04;V;;;;;;
B;210;2094769;44;20050201 15:04;;89;235;NEW SOUTH HEAD RD;EDGECLIFF;2027;;;20050119;20050119;360000;;R;RESIDENCE;89;;;0;AB238344;
C;210;2094769;44;20050201 15:04;89/SP22762;
D;210;2094769;44;20050201 15:04;P;;;;;;
D;210;2094769;44;20050201 15:04;P;;;;;;
D;210;2094769;44;20050201 15:04;V;;;;;;
D;210;2094769;44;20050201 15:04;V;;;;;;
D;210;2094769;44;20050201 15:04;V;;;;;;
B;210;2095135;45;20050201 15:04;;12;401;NEW SOUTH HEAD RD;DOUBLE BAY;2028;;;20041206;20050113;420000;;3;COMMERCIAL UN;29;;;0;AB222466;
C;210;2095135;45;20050201 15:04;29/SP49599;
D;210;2095135;45;20050201 15:04;P;;;;;;
D;210;2095135;45;20050201 15:04;V;;;;;;
D;210;2095135;45;20050201 15:04;V;;;;;;
B;210;2095184;46;20050201 15:04;;;489;NEW SOUTH HEAD RD;DOUBLE BAY;2028;929;M;20041220;20050120;3050000;A;R;RESIDENCE;;RK;;0;AB233607;
C;210;2095184;46;20050201 15:04;B/312738 1/316911;
D;210;2095184;46;20050201 15:04;P;;;;;;
D;210;2095184;46;20050201 15:04;V;;;;;;
B;210;2095259;47;20050201 15:04;;3;519 A;NEW SOUTH HEAD RD;DOUBLE BAY;2028;;;20041111;20041223;410000;;R;RESIDENCE;3;;;0;AB217995;
C;210;2095259;47;20050201 15:04;3/SP3359;
D;210;2095259;47;20050201 15:04;P;;;;;;
D;210;2095259;47;20050201 15:04;P;;;;;;
D;210;2095259;47;20050201 15:04;V;;;;;;
D;210;2095259;47;20050201 15:04;V;;;;;;
B;210;2096910;48;20050201 15:04;;;294;OLD SOUTH HEAD RD;WATSONS BAY;2030;;;20010629;20010828;2500000;A;R;RESIDENCE;;RA;;0;7898736;
C;210;2096910;48;20050201 15:04;16/6427;
D;210;2096910;48;20050201 15:04;P;;;;;;
D;210;2096910;48;20050201 15:04;P;;;;;;
D;210;2096910;48;20050201 15:04;V;;;;;;
B;210;2097362;49;20050201 15:04;;22;186;OLD SOUTH HEAD RD;BELLEVUE HILL;2023;;;20041126;20050107;435000;;3;TOWNHOUSE;22;;;0;AB230167;
C;210;2097362;49;20050201 15:04;22/SP11821;
D;210;2097362;49;20050201 15:04;P;;;;;;
D;210;2097362;49;20050201 15:04;V;;;;;;
B;210;2097670;50;20050201 15:04;;;25;OLOLA AVE;VAUCLUSE;2030;1372.2;M;20041203;20041224;4100000;A;R;RESIDENCE;;RD;;0;AB206022;
C;210;2097670;50;20050201 15:04;71/1/9328;
D;210;2097670;50;20050201 15:04;P;;;;;;
D;210;2097670;50;20050201 15:04;V;;;;;;
B;210;2097905;51;20050201 15:04;;9;85;O'SULLIVAN RD;ROSE BAY;2029;;;20041030;20041223;500000;;R;RESIDENCE;9;;;0;AB204478;
C;210;2097905;51;20050201 15:04;9/SP9288;
D;210;2097905;51;20050201 15:04;P;;;;;;
D;210;2097905;51;20050201 15:04;V;;;;;;
B;210;2098004;52;20050201 15:04;;;199;O'SULLIVAN RD;BELLEVUE HILL;2023;303.5;M;20041109;20041215;1060000;A;R;RESIDENCE;;FG;;0;AB206063;
C;210;2098004;52;20050201 15:04;A/106252;
D;210;2098004;52;20050201 15:04;P;;;;;;
D;210;2098004;52;20050201 15:04;P;;;;;;
D;210;2098004;52;20050201 15:04;V;;;;;;
D;210;2098004;52;20050201 15:04;V;;;;;;
B;210;2098538;53;20050201 15:04;;;70;OXFORD ST;PADDINGTON;2021;132.8;M;20001113;20001113;950000;B;V;VACANT LAND;;BL;;0;4293997;
C;210;2098538;53;20050201 15:04;1/1037620;
D;210;2098538;53;20050201 15:04;P;;;;;;
D;210;2098538;53;20050201 15:04;V;;;;;;
D;210;2098538;53;20050201 15:04;V;;;;;;
B;210;2098556;54;20050201 15:04;;;24;OXFORD ST;PADDINGTON;2021;120.1;M;20010717;20010924;1655000;B;R;RESIDENCE;;BL;;0;4325047;
C;210;2098556;54;20050201 15:04;A/437650;
D;210;2098556;54;20050201 15:04;P;;;;;;
D;210;2098556;54;20050201 15:04;V;;;;;;
D;210;2098556;54;20050201 15:04;V;;;;;;
B;210;2098657;55;20050201 15:04;;;112;PADDINGTON ST;PADDINGTON;2021;195;M;20041113;20041222;2300000;A;R;RESIDENCE;;RP;;0;AB216633;
C;210;2098657;55;20050201 15:04;18/499828;
D;210;2098657;55;20050201 15:04;P;;;;;;
D;210;2098657;55;20050201 15:04;P;;;;;;
D;210;2098657;55;20050201 15:04;V;;;;;;
B;210;2098715;56;20050201 15:04;;;149;PADDINGTON ST;PADDINGTON;2021;170.7;M;20040409;20040630;1750000;A;R;RESIDENCE;;RP;AC;0;AA781175;
C;210;2098715;56;20050201 15:04;2/229229 1/303000;
D;210;2098715;56;20050201 15:04;P;;;;;;
D;210;2098715;56;20050201 15:04;P;;;;;;
D;210;2098715;56;20050201 15:04;V;;;;;;
B;210;2099048;57;20050201 15:04;;;29;PROSPECT ST;PADDINGTON;2021;139.1;M;20041127;20050112;1051000;A;R;RESIDENCE;;RP;;0;AB239918;
C;210;2099048;57;20050201 15:04;8/107829;
D;210;2099048;57;20050201 15:04;P;;;;;;
D;210;2099048;57;20050201 15:04;V;;;;;;
B;210;2099325;58;20050201 15:04;;;7;QUEENS AVE;VAUCLUSE;2030;600.7;M;20041105;20050117;9250000;A;R;RESIDENCE;;RD;;0;AB225980;
C;210;2099325;58;20050201 15:04;1/942651;
D;210;2099325;58;20050201 15:04;P;;;;;;
D;210;2099325;58;20050201 15:04;V;;;;;;
B;210;2099963;59;20050201 15:04;;6;28;SALISBURY RD;ROSE BAY;2029;;;20041115;20041220;822500;;R;RESIDENCE;6;;;0;AB210839;
C;210;2099963;59;20050201 15:04;6/SP17766;
D;210;2099963;59;20050201 15:04;P;;;;;;
D;210;2099963;59;20050201 15:04;V;;;;;;
D;210;2099963;59;20050201 15:04;V;;;;;;
B;210;2100043;60;20050201 15:04;;2;7;SALISBURY ST;VAUCLUSE;2030;;;20041126;20041223;685000;;R;RESIDENCE;2;;;0;AB218071;
C;210;2100043;60;20050201 15:04;2/SP5082;
D;210;2100043;60;20050201 15:04;P;;;;;;
D;210;2100043;60;20050201 15:04;P;;;;;;
D;210;2100043;60;20050201 15:04;V;;;;;;
B;210;2100043;61;20050201 15:04;;6;7;SALISBURY ST;VAUCLUSE;2030;;;20041126;20041223;685000;;R;RESIDENCE;6;;;0;AB218071;
C;210;2100043;61;20050201 15:04;6/SP5082;
D;210;2100043;61;20050201 15:04;P;;;;;;
D;210;2100043;61;20050201 15:04;P;;;;;;
D;210;2100043;61;20050201 15:04;V;;;;;;
B;210;2100146;62;20050201 15:04;;5;18;SMALL ST;BONDI JUNCTION;2022;;;20041213;20050112;1200000;;R;RESIDENCE;5;;;0;AB234379;
C;210;2100146;62;20050201 15:04;5/SP18037;
D;210;2100146;62;20050201 15:04;P;;;;;;
D;210;2100146;62;20050201 15:04;V;;;;;;
D;210;2100146;62;20050201 15:04;V;;;;;;
D;210;2100146;62;20050201 15:04;V;;;;;;
B;210;2101024;63;20050201 15:04;;;221;SUTHERLAND ST;PADDINGTON;2021;;;20041103;20041222;1110000;A;R;RESIDENCE;;RP;;0;AB213943;
C;210;2101024;63;20050201 15:04;7/32787;
D;210;2101024;63;20050201 15:04;P;;;;;;
D;210;2101024;63;20050201 15:04;P;;;;;;
D;210;2101024;63;20050201 15:04;V;;;;;;
D;210;2101024;63;20050201 15:04;V;;;;;;
B;210;2101307;64;20050201 15:04;;;33;SUTTIE RD;DOUBLE BAY;2028;;;20040901;20041222;2000000;A;R;RESIDENCE;;RG;;0;AB230326;
C;210;2101307;64;20050201 15:04;4/3/13285;
D;210;2101307;64;20050201 15:04;P;;;;;;
D;210;2101307;64;20050201 15:04;P;;;;;;
D;210;2101307;64;20050201 15:04;V;;;;;;
B;210;2101354;65;20050201 15:04;;;6;TARRANT AVE;BELLEVUE HILL;2023;;;20040921;20050105;5000000;A;R;RESIDENCE;;RG;;0;AB219256;
C;210;2101354;65;20050201 15:04;15/12722;
D;210;2101354;65;20050201 15:04;P;;;;;;
D;210;2101354;65;20050201 15:04;P;;;;;;
D;210;2101354;65;20050201 15:04;V;;;;;;
D;210;2101354;65;20050201 15:04;V;;;;;;
D;210;2101354;65;20050201 15:04;V;;;;;;
B;210;2101673;66;20050201 15:04;;18 C;21;THORNTON ST;DARLING POINT;2027;;;20050120;20050120;2030000;;R;RESIDENCE;2;;;0;AB235742;
C;210;2101673;66;20050201 15:04;2/SP2107;
D;210;2101673;66;20050201 15:04;P;;;;;;
