A;538;20050117 11:16;PBARBER;
B;538;2690201;1;20050117 11:16;;;;AIRPORT ST;TEMORA;2666;2;H;20040527;20041217;105000;R;R;RESIDENCE;;HR;;0;AB182999;
C;538;2690201;1;20050117 11:16;643/750587;
D;538;2690201;1;20050117 11:16;P;;;;;;
D;538;2690201;1;20050117 11:16;V;;;;;;
D;538;2690201;1;20050117 11:16;V;;;;;;
B;538;2692945;2;20050117 11:16;;;31;HOPETOUN ST;ARIAH PARK;2665;2024;M;20041123;20041222;78000;Z;R;RESIDENCE;;VA;;0;AB204621;
C;538;2692945;2;20050117 11:16;10, 11/3/758030;
D;538;2692945;2;20050117 11:16;P;;;;;;
D;538;2692945;2;20050117 11:16;V;;;;;;
D;538;2692945;2;20050117 11:16;V;;;;;;
B;538;3119703;3;20050117 11:16;ARIAH PARK HOTEL;;73;COOLAMON ST;ARIAH PARK;2665;6686;M;20041012;20041027;270000;Z;3;HOTEL;;VA;;0;AB181634;
C;538;3119703;3;20050117 11:16;10/1071146;
D;538;3119703;3;20050117 11:16;P;;;;;;
D;538;3119703;3;20050117 11:16;P;;;;;;
D;538;3119703;3;20050117 11:16;V;;;;;;
B;538;3120895;4;20050117 11:16;;;;HAKEA ST;TEMORA;2666;2000;M;20041117;20041222;18000;I;V;VACANT LAND;;JA;;0;AB188872;
C;538;3120895;4;20050117 11:16;42/1073298;
D;538;3120895;4;20050117 11:16;P;;;;;;
D;538;3120895;4;20050117 11:16;P;;;;;;
D;538;3120895;4;20050117 11:16;V;;;;;;
B;538;3120896;5;20050117 11:16;;;43;HAKEA ST;TEMORA;2666;3486;M;20041122;20041222;31374;I;V;VACANT LAND;;JA;;0;AB193893;
C;538;3120896;5;20050117 11:16;43/1073298;
D;538;3120896;5;20050117 11:16;P;;;;;;
D;538;3120896;5;20050117 11:16;P;;;;;;
D;538;3120896;5;20050117 11:16;P;;;;;;
D;538;3120896;5;20050117 11:16;V;;;;;;
Z;28;5;5;16;
