A;103;20050117 11:08;PBARBER;
B;103;1126274;1;20050117 11:08;;;41;ACACIA AVE;GWYNNEVILLE;2500;657.6;M;20041122;20041217;390000;A;R;RESIDENCE;;AQ;;0;AB192044;
C;103;1126274;1;20050117 11:08;12/22656;
D;103;1126274;1;20050117 11:08;P;;;;;;
D;103;1126274;1;20050117 11:08;P;;;;;;
D;103;1126274;1;20050117 11:08;V;;;;;;
B;103;1127079;2;20050117 11:08;;11;3;ALLAN ST;PORT KEMBLA;2505;;;20041209;20041209;110000;;R;RESIDENCE;11;;;0;AB197298;
C;103;1127079;2;20050117 11:08;11/SP4408;
D;103;1127079;2;20050117 11:08;P;;;;;;
D;103;1127079;2;20050117 11:08;V;;;;;;
B;103;1128383;3;20050117 11:08;;;30;ATHOL ST;WOONONA;2517;556.4;M;20041118;20041217;400000;A;R;RESIDENCE;;FR;;0;AB197464;
C;103;1128383;3;20050117 11:08;38/232072;
D;103;1128383;3;20050117 11:08;P;;;;;;
D;103;1128383;3;20050117 11:08;P;;;;;;
D;103;1128383;3;20050117 11:08;V;;;;;;
B;103;1129261;4;20050117 11:08;;;5;BALGOWNIE RD;FAIRY MEADOW;2519;581.7;M;20041101;20041215;395000;A;R;RESIDENCE;;AE;;0;AB201040;
C;103;1129261;4;20050117 11:08;20/21392;
D;103;1129261;4;20050117 11:08;P;;;;;;
D;103;1129261;4;20050117 11:08;P;;;;;;
D;103;1129261;4;20050117 11:08;V;;;;;;
B;103;1129840;5;20050117 11:08;;;35;BARELLAN AVE;DAPTO;2530;733.5;M;20041124;20041216;260000;A;V;VACANT LAND;;BS;;0;AB201873;
C;103;1129840;5;20050117 11:08;10/32081;
D;103;1129840;5;20050117 11:08;P;;;;;;
D;103;1129840;5;20050117 11:08;P;;;;;;
D;103;1129840;5;20050117 11:08;V;;;;;;
B;103;1130011;6;20050117 11:08;;;24;BARNES ST;BERKELEY;2506;588.1;M;20041122;20041222;240000;A;R;RESIDENCE;;CE;;0;AB192174;
C;103;1130011;6;20050117 11:08;145/36769;
D;103;1130011;6;20050117 11:08;P;;;;;;
D;103;1130011;6;20050117 11:08;V;;;;;;
B;103;1131362;7;20050117 11:08;;;24;BERTRAM CL;TARRAWANNA;2518;972.3;M;20040730;20040910;409000;P;R;RESIDENCE;;RY;;0;AB201273;
C;103;1131362;7;20050117 11:08;97/838391;
D;103;1131362;7;20050117 11:08;P;;;;;;
D;103;1131362;7;20050117 11:08;P;;;;;;
D;103;1131362;7;20050117 11:08;V;;;;;;
B;103;1132700;8;20050117 11:08;;;1;BOOTIE ST;BALGOWNIE;2519;685.3;M;20040813;20041101;560000;A;R;RESIDENCE;;AG;;0;AB193131;
C;103;1132700;8;20050117 11:08;334/263015;
D;103;1132700;8;20050117 11:08;P;;;;;;
D;103;1132700;8;20050117 11:08;V;;;;;;
B;103;1132962;9;20050117 11:08;;5;60;BOURKE ST;NORTH WOLLONGONG;2500;;;20040528;20041210;340000;;R;RESIDENCE;5;;;0;AB187155;
C;103;1132962;9;20050117 11:08;5/SP19353;
D;103;1132962;9;20050117 11:08;P;;;;;;
D;103;1132962;9;20050117 11:08;P;;;;;;
D;103;1132962;9;20050117 11:08;V;;;;;;
D;103;1132962;9;20050117 11:08;V;;;;;;
B;103;1135269;10;20050117 11:08;;;113;BUTTENSHAW DR;AUSTINMER;2515;733.5;M;20041029;20041210;650000;A;R;RESIDENCE;;EV;;0;AB200718;
C;103;1135269;10;20050117 11:08;24/29428;
D;103;1135269;10;20050117 11:08;P;;;;;;
D;103;1135269;10;20050117 11:08;P;;;;;;
D;103;1135269;10;20050117 11:08;V;;;;;;
B;103;1135646;11;20050117 11:08;;;129;CABBAGE TREE LANE;MOUNT PLEASANT;2519;796.7;M;20041029;20041116;415000;A;R;RESIDENCE;;GN;;0;AB187491;
C;103;1135646;11;20050117 11:08;1/120898;
D;103;1135646;11;20050117 11:08;P;;;;;;
D;103;1135646;11;20050117 11:08;P;;;;;;
D;103;1135646;11;20050117 11:08;V;;;;;;
B;103;1135679;12;20050117 11:08;;;13;CACHIA BVD;HORSLEY;2530;592.1;M;20041116;20041217;393500;A;R;RESIDENCE;;XA;;0;AB194072;
C;103;1135679;12;20050117 11:08;402/865288;
D;103;1135679;12;20050117 11:08;P;;;;;;
D;103;1135679;12;20050117 11:08;V;;;;;;
B;103;1136186;13;20050117 11:08;;;66;CAMPBELL ST;WOONONA;2517;966.057;M;20031202;20040628;700000;A;R;RESIDENCE;;FN;;0;AB182856;
C;103;1136186;13;20050117 11:08;31/D/977908;
D;103;1136186;13;20050117 11:08;P;;;;;;
D;103;1136186;13;20050117 11:08;P;;;;;;
D;103;1136186;13;20050117 11:08;P;;;;;;
D;103;1136186;13;20050117 11:08;P;;;;;;
D;103;1136186;13;20050117 11:08;V;;;;;;
