A;158;20050316 11:14;PBARBER;
B;158;1741245;1;20050316 11:14;;;4;SHORT ST;KYOGLE;2474;599.6;M;20041223;20050121;200000;Z;R;RESIDENCE;;AA;;0;AB308089;
C;158;1741245;1;20050316 11:14;2/839697;
D;158;1741245;1;20050316 11:14;P;;;;;;
D;158;1741245;1;20050316 11:14;P;;;;;;
D;158;1741245;1;20050316 11:14;V;;;;;;
B;158;1741711;2;20050316 11:14;;;15;JAMES ST;GENEVA;2474;1214;M;20050302;20050302;240000;Z;V;VACANT LAND;;AB;;0;AB329279;
C;158;1741711;2;20050316 11:14;15/4/7628;
D;158;1741711;2;20050316 11:14;P;;;;;;
D;158;1741711;2;20050316 11:14;V;;;;;;
D;158;1741711;2;20050316 11:14;V;;;;;;
B;158;1742434;3;20050316 11:14;;;204;THE RISK RD;KYOGLE;2474;93.12;H;20040907;20041206;285000;R;3;FARM;;RJ;;0;AB318717;
C;158;1742434;3;20050316 11:14;112/755719;
D;158;1742434;3;20050316 11:14;P;;;;;;
D;158;1742434;3;20050316 11:14;P;;;;;;
D;158;1742434;3;20050316 11:14;V;;;;;;
D;158;1742434;3;20050316 11:14;V;;;;;;
B;158;1742504;4;20050316 11:14;;;5663;BRUXNER HWY;MUMMULGUM;2469;2.162;H;20041217;20050215;87000;R;V;VACANT LAND;;RB;;0;AB317470;
C;158;1742504;4;20050316 11:14;71/668907;
D;158;1742504;4;20050316 11:14;P;;;;;;
D;158;1742504;4;20050316 11:14;V;;;;;;
B;158;1742708;5;20050316 11:14;;;;LOWER DYRAABA CREEK RD;DYRAABA;2470;67.89;H;20050119;20050216;215000;R;3;;;RG;;0;AB299034;
C;158;1742708;5;20050316 11:14;257/755732;
D;158;1742708;5;20050316 11:14;P;;;;;;
D;158;1742708;5;20050316 11:14;P;;;;;;
D;158;1742708;5;20050316 11:14;V;;;;;;
B;158;1743824;6;20050316 11:14;;;120;HOMESTEAD RD;KILGRA;2474;38.45;H;20041223;20050118;560000;R;3;FARM;;RD;;0;AB281149;
C;158;1743824;6;20050316 11:14;3/701764;
D;158;1743824;6;20050316 11:14;P;;;;;;
D;158;1743824;6;20050316 11:14;P;;;;;;
D;158;1743824;6;20050316 11:14;V;;;;;;
D;158;1743824;6;20050316 11:14;V;;;;;;
B;158;2909392;7;20050316 11:14;;;;BOTTLE CREEK RD;BONALBO;2469;28.802;H;20041007;20041018;60000;R;V;VACANT LAND;;RU;;0;AB145988;
C;158;2909392;7;20050316 11:14;119/751062;
D;158;2909392;7;20050316 11:14;P;;;;;;
D;158;2909392;7;20050316 11:14;P;;;;;;
D;158;2909392;7;20050316 11:14;V;;;;;;
Z;38;7;7;22;
