A;140;20050316 11:13;PBARBER;
B;140;1458815;1;20050316 11:13;;14;6;ARCADIA ST;HURSTVILLE;2220;;;20050106;20050217;270000;;R;RESIDENCE;14;;;0;AB322470;
C;140;1458815;1;20050316 11:13;14/SP32159;
D;140;1458815;1;20050316 11:13;P;;;;;;
D;140;1458815;1;20050316 11:13;V;;;;;;
D;140;1458815;1;20050316 11:13;V;;;;;;
B;140;1459410;2;20050316 11:13;;;23;BALFOUR RD;BEVERLY HILLS;2209;853.6;M;20050108;20050224;555000;A;R;RESIDENCE;;XF;;0;AB315020;
C;140;1459410;2;20050316 11:13;7/20495;
D;140;1459410;2;20050316 11:13;P;;;;;;
D;140;1459410;2;20050316 11:13;P;;;;;;
D;140;1459410;2;20050316 11:13;V;;;;;;
D;140;1459410;2;20050316 11:13;V;;;;;;
B;140;1459479;3;20050316 11:13;;;10;BALMORAL RD;MORTDALE;2223;223.1;M;20050210;20050222;440000;A;R;RESIDENCE;;XJ;;0;AB318639;
C;140;1459479;3;20050316 11:13;8/13827;
D;140;1459479;3;20050316 11:13;P;;;;;;
D;140;1459479;3;20050316 11:13;V;;;;;;
D;140;1459479;3;20050316 11:13;V;;;;;;
B;140;1461782;4;20050316 11:13;;;118;BOUNDARY RD;PEAKHURST;2210;403.6;M;20041220;20050218;420000;A;R;RESIDENCE;;MR;;0;AB306828;
C;140;1461782;4;20050316 11:13;101/836092;
D;140;1461782;4;20050316 11:13;P;;;;;;
D;140;1461782;4;20050316 11:13;P;;;;;;
D;140;1461782;4;20050316 11:13;V;;;;;;
D;140;1461782;4;20050316 11:13;V;;;;;;
B;140;1461842;5;20050316 11:13;;3;79;BOUNDARY RD;MORTDALE;2223;;;20041216;20050204;490000;;V;VACANT LAND;3;;;0;AB300029;
C;140;1461842;5;20050316 11:13;3/SP37853;
D;140;1461842;5;20050316 11:13;P;;;;;;
D;140;1461842;5;20050316 11:13;P;;;;;;
D;140;1461842;5;20050316 11:13;P;;;;;;
D;140;1461842;5;20050316 11:13;V;;;;;;
B;140;1461872;6;20050316 11:13;;;37;BOUNDARY RD;MORTDALE;2223;581.7;M;20050202;20050202;183333;A;R;RESIDENCE;;MR;;17;AB308413;
C;140;1461872;6;20050316 11:13;C/412120;
D;140;1461872;6;20050316 11:13;P;;;;;;
D;140;1461872;6;20050316 11:13;P;;;;;;
D;140;1461872;6;20050316 11:13;V;;;;;;
D;140;1461872;6;20050316 11:13;V;;;;;;
D;140;1461872;6;20050316 11:13;V;;;;;;
B;140;1461873;7;20050316 11:13;;;35;BOUNDARY RD;MORTDALE;2223;796.7;M;20050202;20050202;183333;A;R;RESIDENCE;;MR;;17;AB308413;
C;140;1461873;7;20050316 11:13;B/412120;
D;140;1461873;7;20050316 11:13;P;;;;;;
D;140;1461873;7;20050316 11:13;P;;;;;;
D;140;1461873;7;20050316 11:13;V;;;;;;
D;140;1461873;7;20050316 11:13;V;;;;;;
D;140;1461873;7;20050316 11:13;V;;;;;;
B;140;1462280;8;20050316 11:13;;;56;BROAD ARROW RD;NARWEE;2209;;;20040315;20040825;1230000;B;3;SHOPS;;BN;;0;AB194906;
C;140;1462280;8;20050316 11:13;7/10112;
D;140;1462280;8;20050316 11:13;P;;;;;;
D;140;1462280;8;20050316 11:13;P;;;;;;
D;140;1462280;8;20050316 11:13;P;;;;;;
D;140;1462280;8;20050316 11:13;V;;;;;;
B;140;1462931;9;20050316 11:13;;5;114;CAMBRIDGE ST;PENSHURST;2222;;;20041123;20050207;390000;;R;RESIDENCE;5;;;0;AB298708;
C;140;1462931;9;20050316 11:13;5/SP35940;
D;140;1462931;9;20050316 11:13;P;;;;;;
D;140;1462931;9;20050316 11:13;P;;;;;;
D;140;1462931;9;20050316 11:13;V;;;;;;
B;140;1463798;10;20050316 11:13;;3;72;CARRINGTON AVE;HURSTVILLE;2220;;;20041129;20050128;380000;;R;RESIDENCE;3;;;0;AB313800;
C;140;1463798;10;20050316 11:13;3/SP61176;
D;140;1463798;10;20050316 11:13;P;;;;;;
D;140;1463798;10;20050316 11:13;V;;;;;;
B;140;1463863;11;20050316 11:13;;;178;CARRINGTON AVE;HURSTVILLE;2220;;;20041208;20050216;650000;A;R;RESIDENCE;;XD;;0;AB307858;
C;140;1463863;11;20050316 11:13;33/8011;
D;140;1463863;11;20050316 11:13;P;;;;;;
D;140;1463863;11;20050316 11:13;P;;;;;;
D;140;1463863;11;20050316 11:13;P;;;;;;
D;140;1463863;11;20050316 11:13;P;;;;;;
D;140;1463863;11;20050316 11:13;V;;;;;;
D;140;1463863;11;20050316 11:13;V;;;;;;
B;140;1464068;12;20050316 11:13;;;74;CENTRAL RD;BEVERLY HILLS;2209;518.5;M;20050204;20050228;430000;A;R;RESIDENCE;;XF;;0;AB329128;
C;140;1464068;12;20050316 11:13;9/20926;
D;140;1464068;12;20050316 11:13;P;;;;;;
D;140;1464068;12;20050316 11:13;V;;;;;;
