A;114;20050401 13:46;PDANN;
B;114;1222139;1;20050401 13:46;;;22;ALDER PL;DUBBO;2830;698.1;M;20050201;20050225;207500;A;R;RESIDENCE;;AH;;0;AB342141;
C;114;1222139;1;20050401 13:46;27/68/758361;
D;114;1222139;1;20050401 13:46;P;;;;;;
D;114;1222139;1;20050401 13:46;P;;;;;;
D;114;1222139;1;20050401 13:46;V;;;;;;
D;114;1222139;1;20050401 13:46;V;;;;;;
B;114;1224112;2;20050401 13:46;;;161;BRISBANE ST;DUBBO;2830;;;20050128;20050228;3739000;B;3;HOTEL;;BG;;0;AB351578;
C;114;1224112;2;20050401 13:46;A/164067;
D;114;1224112;2;20050401 13:46;P;;;;;;
D;114;1224112;2;20050401 13:46;V;;;;;;
D;114;1224112;2;20050401 13:46;V;;;;;;
D;114;1224112;2;20050401 13:46;V;;;;;;
B;114;1224817;3;20050401 13:46;;;32;CASTLEREAGH AVE;DUBBO;2830;804.5;M;20050121;20050225;307000;A;R;RESIDENCE;;EC;;0;AB349145;
C;114;1224817;3;20050401 13:46;143/1003517;
D;114;1224817;3;20050401 13:46;P;;;;;;
D;114;1224817;3;20050401 13:46;P;;;;;;
D;114;1224817;3;20050401 13:46;V;;;;;;
B;114;1224984;4;20050401 13:46;;;5;CHARLOTTE ST;DUBBO;2830;552;M;20041213;20050110;120000;A;R;RESIDENCE;;AE;;0;AB336259;
C;114;1224984;4;20050401 13:46;B/376465;
D;114;1224984;4;20050401 13:46;P;;;;;;
D;114;1224984;4;20050401 13:46;P;;;;;;
D;114;1224984;4;20050401 13:46;V;;;;;;
B;114;1225504;5;20050401 13:46;;;15;COLUMBIA DR;DUBBO;2830;579.8;M;20050114;20050211;112000;A;R;RESIDENCE;;AN;;0;AB332380;
C;114;1225504;5;20050401 13:46;58/251858;
D;114;1225504;5;20050401 13:46;P;;;;;;
D;114;1225504;5;20050401 13:46;P;;;;;;
D;114;1225504;5;20050401 13:46;V;;;;;;
B;114;1225780;6;20050401 13:46;;;36;CROWN ST;DUBBO;2830;752.5;M;20050128;20050311;230000;A;R;RESIDENCE;;AC;;0;AB351746;
C;114;1225780;6;20050401 13:46;3/28929;
D;114;1225780;6;20050401 13:46;P;;;;;;
D;114;1225780;6;20050401 13:46;V;;;;;;
D;114;1225780;6;20050401 13:46;V;;;;;;
B;114;1226292;7;20050401 13:46;;1;321;DARLING ST;DUBBO;2830;;;20050104;20050215;115000;;R;RESIDENCE;1;;;0;AB344862;
C;114;1226292;7;20050401 13:46;1/SP19369;
D;114;1226292;7;20050401 13:46;P;;;;;;
D;114;1226292;7;20050401 13:46;P;;;;;;
D;114;1226292;7;20050401 13:46;V;;;;;;
D;114;1226292;7;20050401 13:46;V;;;;;;
