A;303;20050316 11:18;PBARBER;
B;303;1715717;1;20050316 11:18;;;10154;CLARENCE WAY;LOUISA CREEK;2469;282.2;H;20041018;20050204;95000;R;V;VACANT LAND;;CL;;0;AB292520;
C;303;1715717;1;20050316 11:18;581/851569;
D;303;1715717;1;20050316 11:18;P;;;;;;
D;303;1715717;1;20050316 11:18;V;;;;;;
B;303;1716281;2;20050316 11:18;;;33;PRESCOTT ST;COPMANHURST;2460;2160;M;20050121;20050225;78000;Z;R;RESIDENCE;;KK;;0;AB319851;
C;303;1716281;2;20050316 11:18;438/809898;
D;303;1716281;2;20050316 11:18;P;;;;;;
D;303;1716281;2;20050316 11:18;P;;;;;;
D;303;1716281;2;20050316 11:18;V;;;;;;
D;303;1716281;2;20050316 11:18;V;;;;;;
B;303;1716467;3;20050316 11:18;;;704;NORTH EWINGAR RD;EWINGAR;2469;58.54;H;20041029;20050202;75000;R;V;VACANT LAND;;CL;;0;AB300554;
C;303;1716467;3;20050316 11:18;112/263527;
D;303;1716467;3;20050316 11:18;P;;;;;;
D;303;1716467;3;20050316 11:18;V;;;;;;
B;303;1716619;4;20050316 11:18;;;721;SUMMERLAND WAY;CARRS CREEK;2460;521;M;20050121;20050211;183000;R;R;RESIDENCE;;GB;;0;AB304823;
C;303;1716619;4;20050316 11:18;18/38289;
D;303;1716619;4;20050316 11:18;P;;;;;;
D;303;1716619;4;20050316 11:18;V;;;;;;
B;303;1716916;5;20050316 11:18;;;22;AQUARIUS DR;JUNCTION HILL;2460;1844;M;20050118;20050301;265000;Z;R;RESIDENCE;;JS;;0;AB326743;
C;303;1716916;5;20050316 11:18;98/252966;
D;303;1716916;5;20050316 11:18;P;;;;;;
D;303;1716916;5;20050316 11:18;V;;;;;;
D;303;1716916;5;20050316 11:18;V;;;;;;
B;303;1716980;6;20050316 11:18;;;35;CAPRICORN CRES;JUNCTION HILL;2460;788.6;M;20041223;20050211;262500;Z;R;RESIDENCE;;JS;;0;AB316942;
C;303;1716980;6;20050316 11:18;68/252966;
D;303;1716980;6;20050316 11:18;P;;;;;;
D;303;1716980;6;20050316 11:18;P;;;;;;
D;303;1716980;6;20050316 11:18;V;;;;;;
D;303;1716980;6;20050316 11:18;V;;;;;;
B;303;1717937;7;20050316 11:18;;;156;ALICE ST;GRAFTON;2460;;;20041115;20041220;178000;A;R;RESIDENCE;;ED;;0;AB321658;
C;303;1717937;7;20050316 11:18;20A/395942;
D;303;1717937;7;20050316 11:18;P;;;;;;
D;303;1717937;7;20050316 11:18;V;;;;;;
B;303;1718512;8;20050316 11:18;;;81;BACON ST;GRAFTON;2460;672.7;M;20041115;20050215;165000;A;R;RESIDENCE;;EE;;0;4450486;
C;303;1718512;8;20050316 11:18;3/1079716;
D;303;1718512;8;20050316 11:18;P;;;;;;
D;303;1718512;8;20050316 11:18;P;;;;;;
D;303;1718512;8;20050316 11:18;V;;;;;;
D;303;1718512;8;20050316 11:18;V;;;;;;
D;303;1718512;8;20050316 11:18;V;;;;;;
B;303;1718723;9;20050316 11:18;;;266;BENT ST;SOUTH GRAFTON;2460;1100;M;20050124;20050228;300000;A;R;RESIDENCE;;EF;;0;AB328200;
C;303;1718723;9;20050316 11:18;2/251660;
D;303;1718723;9;20050316 11:18;P;;;;;;
D;303;1718723;9;20050316 11:18;P;;;;;;
D;303;1718723;9;20050316 11:18;V;;;;;;
B;303;1718774;10;20050316 11:18;;;394;BENT ST;SOUTH GRAFTON;2460;800;M;20050121;20050218;72000;A;V;VACANT LAND;;EF;;0;AB304529;
C;303;1718774;10;20050316 11:18;44/842712;
D;303;1718774;10;20050316 11:18;P;;;;;;
D;303;1718774;10;20050316 11:18;V;;;;;;
D;303;1718774;10;20050316 11:18;V;;;;;;
B;303;1718911;11;20050316 11:18;;;169;BENT ST;SOUTH GRAFTON;2460;;;20050202;20050225;185000;A;R;RESIDENCE;;AD;;0;AB326932;
C;303;1718911;11;20050316 11:18;1/37800;
D;303;1718911;11;20050316 11:18;P;;;;;;
D;303;1718911;11;20050316 11:18;P;;;;;;
D;303;1718911;11;20050316 11:18;V;;;;;;
D;303;1718911;11;20050316 11:18;V;;;;;;
B;303;1719435;12;20050316 11:18;;;96;CAMBRIDGE ST;SOUTH GRAFTON;2460;790.4;M;20041221;20050209;95000;A;V;VACANT LAND;;AD;;0;AB310030;
C;303;1719435;12;20050316 11:18;1/780700;
D;303;1719435;12;20050316 11:18;P;;;;;;
D;303;1719435;12;20050316 11:18;P;;;;;;
D;303;1719435;12;20050316 11:18;V;;;;;;
B;303;1721186;13;20050316 11:18;;;260;HOOF ST;GRAFTON;2460;612.1;M;20050120;20050221;100000;A;R;RESIDENCE;;EB;;0;AB322666;
C;303;1721186;13;20050316 11:18;5/22232;
D;303;1721186;13;20050316 11:18;P;;;;;;
D;303;1721186;13;20050316 11:18;V;;;;;;
B;303;1721204;14;20050316 11:18;;;283;HOOF ST;GRAFTON;2460;645;M;20041215;20050128;200000;A;R;RESIDENCE;;EB;;0;AB298899;
C;303;1721204;14;20050316 11:18;6/246408;
D;303;1721204;14;20050316 11:18;P;;;;;;
D;303;1721204;14;20050316 11:18;P;;;;;;
D;303;1721204;14;20050316 11:18;V;;;;;;
B;303;1722224;15;20050316 11:18;;;28;MCFARLANE ST;SOUTH GRAFTON;2460;771.4;M;20040915;20041006;215000;A;R;RESIDENCE;;EF;;0;AB325140;
C;303;1722224;15;20050316 11:18;210/242614;
D;303;1722224;15;20050316 11:18;P;;;;;;
D;303;1722224;15;20050316 11:18;P;;;;;;
D;303;1722224;15;20050316 11:18;V;;;;;;
B;303;1722430;16;20050316 11:18;;;39;MILTON ST;GRAFTON;2460;584.3;M;20041222;20050121;190000;A;R;RESIDENCE;;EB;;0;AB267363;
C;303;1722430;16;20050316 11:18;4/20933;
D;303;1722430;16;20050316 11:18;P;;;;;;
D;303;1722430;16;20050316 11:18;V;;;;;;
D;303;1722430;16;20050316 11:18;V;;;;;;
B;303;1722555;17;20050316 11:18;;;59;NORRIE ST;SOUTH GRAFTON;2460;645;M;20041220;20050117;112000;A;R;RESIDENCE;;AD;;0;AB302278;
C;303;1722555;17;20050316 11:18;1/508379;
D;303;1722555;17;20050316 11:18;P;;;;;;
D;303;1722555;17;20050316 11:18;P;;;;;;
D;303;1722555;17;20050316 11:18;V;;;;;;
B;303;1722748;18;20050316 11:18;;;22;OLIVER ST;GRAFTON;2460;2023;M;20041125;20050111;242500;A;R;RESIDENCE;;EE;;0;AB294379;
C;303;1722748;18;20050316 11:18;21/997064;
D;303;1722748;18;20050316 11:18;P;;;;;;
D;303;1722748;18;20050316 11:18;P;;;;;;
D;303;1722748;18;20050316 11:18;V;;;;;;
B;303;1762360;19;20050316 11:18;;;33;WALLABY LANE;TALOUMBI;2463;40;H;20041222;20050202;350000;R;R;RESIDENCE;;JV;;0;AB300114;
C;303;1762360;19;20050316 11:18;11/733754;
D;303;1762360;19;20050316 11:18;P;;;;;;
D;303;1762360;19;20050316 11:18;P;;;;;;
D;303;1762360;19;20050316 11:18;V;;;;;;
B;303;1762969;20;20050316 11:18;;;1;HIGH ST;LAWRENCE;2460;1781;M;20050110;20050214;350000;A;R;RESIDENCE;;VN;;0;AB312172;
C;303;1762969;20;20050316 11:18;7/726484;
D;303;1762969;20;20050316 11:18;P;;;;;;
D;303;1762969;20;20050316 11:18;P;;;;;;
D;303;1762969;20;20050316 11:18;V;;;;;;
D;303;1762969;20;20050316 11:18;V;;;;;;
B;303;1763308;21;20050316 11:18;;;6;CAVE ST;ILUKA;2466;;;20041222;20050221;268000;A;R;RESIDENCE;;AB;;0;AB314639;
C;303;1763308;21;20050316 11:18;9/29293;
D;303;1763308;21;20050316 11:18;P;;;;;;
D;303;1763308;21;20050316 11:18;P;;;;;;
D;303;1763308;21;20050316 11:18;P;;;;;;
D;303;1763308;21;20050316 11:18;P;;;;;;
D;303;1763308;21;20050316 11:18;P;;;;;;
D;303;1763308;21;20050316 11:18;P;;;;;;
D;303;1763308;21;20050316 11:18;V;;;;;;
B;303;1763807;22;20050316 11:18;;;26;LOXTON AVE;ILUKA;2466;557;M;20041229;20050209;275000;A;R;RESIDENCE;;LJ;;0;AB305422;
C;303;1763807;22;20050316 11:18;36/247719;
D;303;1763807;22;20050316 11:18;P;;;;;;
D;303;1763807;22;20050316 11:18;P;;;;;;
D;303;1763807;22;20050316 11:18;V;;;;;;
B;303;1763975;23;20050316 11:18;;2;32;QUEEN ST;ILUKA;2466;;;20041223;20050215;556000;;R;RESIDENCE;2;;;0;AB299325;
C;303;1763975;23;20050316 11:18;2/SP17425;
D;303;1763975;23;20050316 11:18;P;;;;;;
D;303;1763975;23;20050316 11:18;P;;;;;;
D;303;1763975;23;20050316 11:18;V;;;;;;
D;303;1763975;23;20050316 11:18;V;;;;;;
B;303;1764065;24;20050316 11:18;;;56;RIVERVIEW ST;ILUKA;2466;1012;M;20041217;20050125;260000;A;R;RESIDENCE;;AB;;0;AB299513;
C;303;1764065;24;20050316 11:18;3/539222;
D;303;1764065;24;20050316 11:18;P;;;;;;
D;303;1764065;24;20050316 11:18;V;;;;;;
D;303;1764065;24;20050316 11:18;V;;;;;;
B;303;1764240;25;20050316 11:18;;;41;SPENSER ST;ILUKA;2466;1018;M;20050119;20050211;390000;A;R;RESIDENCE;;AB;;0;AB295247;
C;303;1764240;25;20050316 11:18;3/18/758535;
D;303;1764240;25;20050316 11:18;P;;;;;;
D;303;1764240;25;20050316 11:18;P;;;;;;
D;303;1764240;25;20050316 11:18;V;;;;;;
D;303;1764240;25;20050316 11:18;V;;;;;;
B;303;1764462;26;20050316 11:18;;;119;NORTH BANK RD;PALMERS ISLAND;2463;1011;M;20050204;20050204;3000000;R;R;RESIDENCE;;SA;;0;AB313396;
C;303;1764462;26;20050316 11:18;91/634206;
D;303;1764462;26;20050316 11:18;P;;;;;;
D;303;1764462;26;20050316 11:18;V;;;;;;
B;303;1764575;27;20050316 11:18;;;328;SCHOOL RD;PALMERS ISLAND;2463;1400;M;20050121;20050218;417000;R;R;RESIDENCE;;SA;;0;AB322488;
C;303;1764575;27;20050316 11:18;20/775352;
D;303;1764575;27;20050316 11:18;P;;;;;;
D;303;1764575;27;20050316 11:18;P;;;;;;
D;303;1764575;27;20050316 11:18;V;;;;;;
B;303;1765198;28;20050316 11:18;;3;31;GRAFTON ST;MACLEAN;2463;;;20041011;20041019;155000;;R;RESIDENCE;3;;;0;AB298044;
C;303;1765198;28;20050316 11:18;3/SP19537;
D;303;1765198;28;20050316 11:18;P;;;;;;
D;303;1765198;28;20050316 11:18;V;;;;;;
B;303;1765401;29;20050316 11:18;;;114;JUBILEE ST;MACLEAN;2463;663.9;M;20050108;20050208;190000;A;R;RESIDENCE;;LL;;0;AB314589;
C;303;1765401;29;20050316 11:18;1/240928;
D;303;1765401;29;20050316 11:18;P;;;;;;
D;303;1765401;29;20050316 11:18;V;;;;;;
B;303;1765428;30;20050316 11:18;;;44;JUBILEE ST;MACLEAN;2463;607.7;M;20041217;20050128;220000;A;R;RESIDENCE;;LL;;0;AB329278;
C;303;1765428;30;20050316 11:18;7/869606;
D;303;1765428;30;20050316 11:18;P;;;;;;
D;303;1765428;30;20050316 11:18;P;;;;;;
D;303;1765428;30;20050316 11:18;V;;;;;;
B;303;1765692;31;20050316 11:18;;;4;MORVAN ST;MACLEAN;2463;373.1;M;20041129;20050127;175000;A;R;RESIDENCE;;LQ;;0;AB294214;
C;303;1765692;31;20050316 11:18;64/627;
D;303;1765692;31;20050316 11:18;P;;;;;;
D;303;1765692;31;20050316 11:18;V;;;;;;
D;303;1765692;31;20050316 11:18;V;;;;;;
B;303;1766543;32;20050316 11:18;;;7 A;GORDON ST;PALMERS ISLAND;2463;910.3;M;20050204;20050204;50000;A;R;RESIDENCE;;VD;;50;AB313115;
C;303;1766543;32;20050316 11:18;81/841520;
D;303;1766543;32;20050316 11:18;P;;;;;;
D;303;1766543;32;20050316 11:18;V;;;;;;
D;303;1766543;32;20050316 11:18;V;;;;;;
D;303;1766543;32;20050316 11:18;V;;;;;;
B;303;1767115;33;20050316 11:18;;;;WOODFORD ST;BRUSHGROVE;2460;4048;M;20050128;20050225;40000;A;V;VACANT LAND;;VD;;0;AB325653;
C;303;1767115;33;20050316 11:18;9, 10, 11, 12/10/758172;
D;303;1767115;33;20050316 11:18;P;;;;;;
D;303;1767115;33;20050316 11:18;P;;;;;;
D;303;1767115;33;20050316 11:18;V;;;;;;
B;303;1767187;34;20050316 11:18;;;;LAWRENCE RD;ILARWILL;2463;1100;M;20050113;20050218;175000;R;R;RESIDENCE;;JP;;0;AB307176;
C;303;1767187;34;20050316 11:18;6/9/758532;
D;303;1767187;34;20050316 11:18;P;;;;;;
D;303;1767187;34;20050316 11:18;P;;;;;;
D;303;1767187;34;20050316 11:18;V;;;;;;
D;303;1767187;34;20050316 11:18;V;;;;;;
B;303;1767264;35;20050316 11:18;;;;ILUKA RD;WOOMBAH;2469;10.11;H;20040528;20050125;145000;R;V;VACANT LAND;;JF;;0;AB289429;
C;303;1767264;35;20050316 11:18;8/246917;
D;303;1767264;35;20050316 11:18;P;;;;;;
D;303;1767264;35;20050316 11:18;V;;;;;;
D;303;1767264;35;20050316 11:18;V;;;;;;
B;303;1768127;36;20050316 11:18;;3;1;BEACHSIDE WAY;YAMBA;2464;;;20041222;20050210;320000;;R;RESIDENCE;3;;;0;AB317796;
C;303;1768127;36;20050316 11:18;3/SP57996;
D;303;1768127;36;20050316 11:18;P;;;;;;
D;303;1768127;36;20050316 11:18;V;;;;;;
D;303;1768127;36;20050316 11:18;V;;;;;;
B;303;1769106;37;20050316 11:18;;;6;LADY NELSON PL;YAMBA;2464;276.4;M;20050111;20050217;221000;A;R;RESIDENCE;;AH;;0;AB309527;
C;303;1769106;37;20050316 11:18;12/864294;
D;303;1769106;37;20050316 11:18;P;;;;;;
D;303;1769106;37;20050316 11:18;P;;;;;;
D;303;1769106;37;20050316 11:18;V;;;;;;
D;303;1769106;37;20050316 11:18;V;;;;;;
B;303;1769240;38;20050316 11:18;;;31;MELALEUCA DR;YAMBA;2464;647.8;M;20041202;20050112;710000;A;R;RESIDENCE;;AR;;0;AB324511;
C;303;1769240;38;20050316 11:18;264/262200;
D;303;1769240;38;20050316 11:18;P;;;;;;
D;303;1769240;38;20050316 11:18;P;;;;;;
D;303;1769240;38;20050316 11:18;V;;;;;;
D;303;1769240;38;20050316 11:18;V;;;;;;
B;303;1769279;39;20050316 11:18;;;2;MOOLI PL;YAMBA;2464;2461;M;20050112;20050225;600000;I;3;RURAL;;FY;;0;AB325361;
C;303;1769279;39;20050316 11:18;3032/774031;
D;303;1769279;39;20050316 11:18;P;;;;;;
D;303;1769279;39;20050316 11:18;V;;;;;;
D;303;1769279;39;20050316 11:18;V;;;;;;
D;303;1769279;39;20050316 11:18;V;;;;;;
B;303;1769445;40;20050316 11:18;;;26;ORION DR;YAMBA;2464;723;M;20040922;20050218;590000;A;R;RESIDENCE;;AR;;0;AB303949;
C;303;1769445;40;20050316 11:18;8/828368;
D;303;1769445;40;20050316 11:18;P;;;;;;
D;303;1769445;40;20050316 11:18;P;;;;;;
D;303;1769445;40;20050316 11:18;V;;;;;;
B;303;1769906;41;20050316 11:18;;;12;QUEEN ST;YAMBA;2464;505.9;M;20021218;20021218;40000;A;R;RESIDENCE;;AJ;;10;AB303928;
C;303;1769906;41;20050316 11:18;4/667009;
D;303;1769906;41;20050316 11:18;P;;;;;;
D;303;1769906;41;20050316 11:18;P;;;;;;
D;303;1769906;41;20050316 11:18;V;;;;;;
D;303;1769906;41;20050316 11:18;V;;;;;;
D;303;1769906;41;20050316 11:18;V;;;;;;
