A;130;20050316 11:11;PBARBER;
B;130;1287099;1;20050316 11:11;;;71;ARTHUR ST;WELLINGTON;2820;306.8;M;20000603;20000626;80000;B;3;SHOP RESIDENC;;BA;BS;0;6911010;
C;130;1287099;1;20050316 11:11;G/397852;
D;130;1287099;1;20050316 11:11;P;;;;;;
B;130;1287141;2;20050316 11:11;;;7;SAMUEL ST;WELLINGTON;2820;5.628;H;20020111;20020207;111000;Z;R;RESIDENCE;;ZD;AC;0;4338920;
C;130;1287141;2;20050316 11:11;;
D;130;1287141;2;20050316 11:11;P;;;;;;
D;130;1287141;2;20050316 11:11;V;;;;;;
D;130;1287141;2;20050316 11:11;V;;;;;;
D;130;1287141;2;20050316 11:11;V;;;;;;
B;130;1287746;3;20050316 11:11;;;3;JEAN ST;WELLINGTON;2820;689.3;M;20050202;20050225;127000;A;R;RESIDENCE;;AB;;0;AB322512;
C;130;1287746;3;20050316 11:11;36/3518;
D;130;1287746;3;20050316 11:11;P;;;;;;
D;130;1287746;3;20050316 11:11;P;;;;;;
D;130;1287746;3;20050316 11:11;V;;;;;;
B;130;1288075;4;20050316 11:11;;;;MITCHELL H'WAY;WELLINGTON;2820;3.639;H;20041011;20041126;200000;A;V;VACANT LAND;;AD;;0;AB131405;
C;130;1288075;4;20050316 11:11;8, 9/844379;
D;130;1288075;4;20050316 11:11;P;;;;;;
D;130;1288075;4;20050316 11:11;V;;;;;;
B;130;1288278;5;20050316 11:11;;;41;PARKES ST;WELLINGTON;2820;607;M;20041117;20050212;30000;A;R;RESIDENCE;;AC;;0;AB329371;
C;130;1288278;5;20050316 11:11;7/4/3647;
D;130;1288278;5;20050316 11:11;P;;;;;;
D;130;1288278;5;20050316 11:11;V;;;;;;
D;130;1288278;5;20050316 11:11;V;;;;;;
D;130;1288278;5;20050316 11:11;V;;;;;;
B;130;1288603;6;20050316 11:11;;;42;RAYMOND ST;WELLINGTON;2820;404.7;M;20011024;20011123;42000;A;R;RESIDENCE;;AA;AC;0;4332773;
C;130;1288603;6;20050316 11:11;1/1040078;
D;130;1288603;6;20050316 11:11;P;;;;;;
B;130;1288768;7;20050316 11:11;;;153;SIMPSON ST;WELLINGTON;2820;1012;M;20020501;20020614;55000;A;R;RESIDENCE;;AC;AC;0;4353317;
C;130;1288768;7;20050316 11:11;1/1044216;
D;130;1288768;7;20050316 11:11;P;;;;;;
B;130;1288786;8;20050316 11:11;;;98;SIMPSON ST;WELLINGTON;2820;619.7;M;20041120;20041220;40000;A;R;RESIDENCE;;AC;;0;AB184718;
C;130;1288786;8;20050316 11:11;7/23747;
D;130;1288786;8;20050316 11:11;P;;;;;;
D;130;1288786;8;20050316 11:11;V;;;;;;
B;130;1288812;9;20050316 11:11;;;22;SIMPSON ST;WELLINGTON;2820;392.1;M;20041215;20050222;125000;A;R;RESIDENCE;;AB;;0;AB311607;
C;130;1288812;9;20050316 11:11;4/959422;
D;130;1288812;9;20050316 11:11;P;;;;;;
D;130;1288812;9;20050316 11:11;P;;;;;;
D;130;1288812;9;20050316 11:11;V;;;;;;
D;130;1288812;9;20050316 11:11;V;;;;;;
B;130;1288917;10;20050316 11:11;;;51;SWIFT ST;WELLINGTON;2820;655.5;M;20000603;20000626;80000;B;3;SHOP RESIDENC;;BA;;0;6911010;
C;130;1288917;10;20050316 11:11;1, 2/7784;
D;130;1288917;10;20050316 11:11;P;;;;;;
D;130;1288917;10;20050316 11:11;V;;;;;;
B;130;1289110;11;20050316 11:11;;;112;WARNE ST;WELLINGTON;2820;708.2;M;20041101;20041120;152500;A;R;RESIDENCE;;AB;;0;AB204708;
C;130;1289110;11;20050316 11:11;3/506688;
D;130;1289110;11;20050316 11:11;P;;;;;;
D;130;1289110;11;20050316 11:11;P;;;;;;
D;130;1289110;11;20050316 11:11;V;;;;;;
B;130;1289211;12;20050316 11:11;;;34;WHITELEY ST;WELLINGTON;2820;1720;M;20041014;20041125;235000;A;R;RESIDENCE;;AA;;0;AB229220;
C;130;1289211;12;20050316 11:11;B/392589;
D;130;1289211;12;20050316 11:11;P;;;;;;
D;130;1289211;12;20050316 11:11;V;;;;;;
D;130;1289211;12;20050316 11:11;V;;;;;;
B;130;1289461;13;20050316 11:11;;;LOT258;VEECHES;EUCHAREENA;2866;119.4;H;20031120;20040803;177000;R;3;FARM LAND;;GC;;0;AB286948;
C;130;1289461;13;20050316 11:11;258, 259/1012156;
D;130;1289461;13;20050316 11:11;P;;;;;;
D;130;1289461;13;20050316 11:11;V;;;;;;
D;130;1289461;13;20050316 11:11;V;;;;;;
B;130;1289649;14;20050316 11:11;;;;'BLUE SPRINGS';STUART TOWN;2820;72.85;H;20050107;20050128;110000;R;3;FARM;;HF;;0;AB313837;
C;130;1289649;14;20050316 11:11;36, 80/756875;
D;130;1289649;14;20050316 11:11;P;;;;;;
D;130;1289649;14;20050316 11:11;P;;;;;;
D;130;1289649;14;20050316 11:11;V;;;;;;
B;130;1290807;15;20050316 11:11;;;3;BONADA AVE;MUMBIL;2820;1069;M;19990323;20040108;37000;Z;R;RESIDENCE;;VL;;0;AA350997;
C;130;1290807;15;20050316 11:11;50/231101;
D;130;1290807;15;20050316 11:11;P;;;;;;
D;130;1290807;15;20050316 11:11;V;;;;;;
B;130;1290807;16;20050316 11:11;;;3;BONADA AVE;MUMBIL;2820;1069;M;20050203;20050217;15000;Z;R;RESIDENCE;;VL;;0;AB312279;
C;130;1290807;16;20050316 11:11;50/231101;
D;130;1290807;16;20050316 11:11;P;;;;;;
D;130;1290807;16;20050316 11:11;V;;;;;;
B;130;1291004;17;20050316 11:11;;;;ISALI ST;BODANGORA;2820;1.618;H;20041231;20050217;90000;R;R;RESIDENCE;;VT;;0;AB307984;
C;130;1291004;17;20050316 11:11;148/43456;
D;130;1291004;17;20050316 11:11;P;;;;;;
D;130;1291004;17;20050316 11:11;V;;;;;;
D;130;1291004;17;20050316 11:11;V;;;;;;
B;130;1291347;18;20050316 11:11;;;;'PINE HILL';KERRS CREEK;2800;392.5;H;20041223;20050119;1600000;R;3;FARM;;GC;;0;AB274398;
C;130;1291347;18;20050316 11:11;100/665845 57, 59, 64, 91, 125, 129, 141/756916 25, 43, 44, 45/847593;
D;130;1291347;18;20050316 11:11;P;;;;;;
D;130;1291347;18;20050316 11:11;P;;;;;;
D;130;1291347;18;20050316 11:11;V;;;;;;
B;130;1291552;19;20050316 11:11;;;;'ROSELAWN' & 'REDLANDS';WELLINGTON;2820;400.4;H;20040827;20050201;850000;R;3;RURAL;;CE;;0;AB289708;
C;130;1291552;19;20050316 11:11;15/44905 18, 19, 20, 35, 36, 37, 86, 128, 129/754332 1/1053150;
D;130;1291552;19;20050316 11:11;P;;;;;;
D;130;1291552;19;20050316 11:11;P;;;;;;
D;130;1291552;19;20050316 11:11;V;;;;;;
B;130;2825322;20;20050316 11:11;;;;EULALIE LANE PARISHES OF GANOO AND RED;ARTHURVILLE;2820;347.778;H;20000626;20000824;160000;R;3;FARM LAND;;CC;;0;7066119;
C;130;2825322;20;20050316 11:11;;
D;130;2825322;20;20050316 11:11;P;;;;;;
D;130;2825322;20;20050316 11:11;P;;;;;;
D;130;2825322;20;20050316 11:11;P;;;;;;
D;130;2825322;20;20050316 11:11;P;;;;;;
D;130;2825322;20;20050316 11:11;V;;;;;;
D;130;2825322;20;20050316 11:11;V;;;;;;
B;130;2848646;21;20050316 11:11;;;;"THE NEW PADDOCK";EUCHAREENA;2866;298.05;H;20010525;20010601;310100;R;3;RURAL LAND;;GC;RM;0;4312523;
C;130;2848646;21;20050316 11:11;3/586681 78/662050 1/1040761;
D;130;2848646;21;20050316 11:11;P;;;;;;
B;130;2848819;22;20050316 11:11;;;;EULALIE LANE PSH'S GANOO & REDBANK;ARTHURVILLE;2820;348.466;H;20000626;20000824;160000;R;3;FARM LAND;;CC;;0;7066119;
C;130;2848819;22;20050316 11:11;4/113624 66/753235 133/753246 653/1015684 . WS 20446;
D;130;2848819;22;20050316 11:11;P;;;;;;
D;130;2848819;22;20050316 11:11;P;;;;;;
D;130;2848819;22;20050316 11:11;P;;;;;;
D;130;2848819;22;20050316 11:11;P;;;;;;
D;130;2848819;22;20050316 11:11;V;;;;;;
D;130;2848819;22;20050316 11:11;V;;;;;;
D;130;2848819;22;20050316 11:11;V;;;;;;
D;130;2848819;22;20050316 11:11;V;;;;;;
D;130;2848819;22;20050316 11:11;V;;;;;;
B;130;2942523;23;20050316 11:11;;;LOT2"MAYBR;RIVER RD;GEURIE;2831;307.9;H;20041028;20041209;1600000;R;3;FARM;;CC;;0;AB188649;
C;130;2942523;23;20050316 11:11;1, 2, 3/114996 1, 2, 32, 33, 36, 37, 41, 42, 80/753245 . WB PT970189;
D;130;2942523;23;20050316 11:11;P;;;;;;
D;130;2942523;23;20050316 11:11;V;;;;;;
D;130;2942523;23;20050316 11:11;V;;;;;;
B;130;2949880;24;20050316 11:11;;;;NUBRIGYN ST;EUCHAREENA;2866;623.5;M;20030120;20030120;623;Z;V;VACANT LAND;;VJ;AV;0;9478321;
C;130;2949880;24;20050316 11:11;;
D;130;2949880;24;20050316 11:11;P;;;;;;
D;130;2949880;24;20050316 11:11;P;;;;;;
D;130;2949880;24;20050316 11:11;V;;;;;;
D;130;2949880;24;20050316 11:11;V;;;;;;
D;130;2949880;24;20050316 11:11;V;;;;;;
B;130;2992893;25;20050316 11:11;;;47;NUBRIGYN ST;EUCHAREENA;2866;1635.5;M;20030120;20030120;623;Z;V;VACANT LAND;;VJ;;0;9478321;
C;130;2992893;25;20050316 11:11;1/4/758395 100/1046669;
D;130;2992893;25;20050316 11:11;P;;;;;;
D;130;2992893;25;20050316 11:11;P;;;;;;
D;130;2992893;25;20050316 11:11;V;;;;;;
D;130;2992893;25;20050316 11:11;V;;;;;;
B;130;3070451;26;20050316 11:11;;;9;WELLINGTON ST;GEURIE;2831;5.008;H;20031013;20031124;83000;R;V;VACANT LAND;;HC;;0;AA214023;
C;130;3070451;26;20050316 11:11;127, 128, 130/754313;
D;130;3070451;26;20050316 11:11;P;;;;;;
D;130;3070451;26;20050316 11:11;V;;;;;;
B;130;3070452;27;20050316 11:11;;;;WELLINGTON ST;GEURIE;2831;1.57;H;20031013;20031124;83000;R;V;VACANT LAND;;HC;;0;AA214023;
C;130;3070452;27;20050316 11:11;129/754313;
D;130;3070452;27;20050316 11:11;P;;;;;;
