A;150;20050401 13:48;PDANN;
B;150;1664794;1;20050401 13:48;;;20 B;ALCORN ST;SUFFOLK PARK;2481;501.1;M;20041223;20050208;720000;P;R;RESIDENCE;;XJ;;0;AB339917;
C;150;1664794;1;20050401 13:48;111/828930;
D;150;1664794;1;20050401 13:48;P;;;;;;
D;150;1664794;1;20050401 13:48;P;;;;;;
D;150;1664794;1;20050401 13:48;V;;;;;;
B;150;1665362;2;20050401 13:48;;;103;BALEMO DR;OCEAN SHORES;2483;980.1;M;20050209;20050311;340000;A;R;RESIDENCE;;HN;;0;AB355176;
C;150;1665362;2;20050401 13:48;848/240400;
D;150;1665362;2;20050401 13:48;P;;;;;;
D;150;1665362;2;20050401 13:48;V;;;;;;
B;150;1665371;3;20050401 13:48;;;83;BALEMO DR;OCEAN SHORES;2483;1220;M;20041222;20050304;315000;A;R;RESIDENCE;;HN;;0;AB338247;
C;150;1665371;3;20050401 13:48;827/240400;
D;150;1665371;3;20050401 13:48;P;;;;;;
D;150;1665371;3;20050401 13:48;V;;;;;;
B;150;1666207;4;20050401 13:48;;;47;BELONGIL CRES;BYRON BAY;2481;1595;M;20050216;20050225;120000;A;V;VACANT LAND;;KB;;0;AB321334;
C;150;1666207;4;20050401 13:48;68/772011;
D;150;1666207;4;20050401 13:48;P;;;;;;
D;150;1666207;4;20050401 13:48;P;;;;;;
D;150;1666207;4;20050401 13:48;P;;;;;;
D;150;1666207;4;20050401 13:48;P;;;;;;
D;150;1666207;4;20050401 13:48;P;;;;;;
D;150;1666207;4;20050401 13:48;P;;;;;;
D;150;1666207;4;20050401 13:48;P;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
D;150;1666207;4;20050401 13:48;V;;;;;;
B;150;1668335;5;20050401 13:48;;;10;COMET CL;BYRON BAY;2481;333;M;20040329;20040529;380000;A;R;RESIDENCE;;LB;;0;AB296960;
