A;083;20050117 11:05;PBARBER;
B;083;678932;1;20050117 11:05;;;53;BLAXLAND ST;HUNTERS HILL;2110;585.2;M;20041021;20041217;1170000;A;R;RESIDENCE;;EA;;0;AB195323;
C;083;678932;1;20050117 11:05;B/379495;
D;083;678932;1;20050117 11:05;P;;;;;;
D;083;678932;1;20050117 11:05;P;;;;;;
D;083;678932;1;20050117 11:05;V;;;;;;
D;083;678932;1;20050117 11:05;V;;;;;;
B;083;680613;2;20050117 11:05;;;13;LEO ST;HUNTERS HILL;2110;490.6;M;20040929;20041210;854000;A;R;RESIDENCE;;EA;;0;AB181785;
C;083;680613;2;20050117 11:05;20/14531;
D;083;680613;2;20050117 11:05;P;;;;;;
D;083;680613;2;20050117 11:05;P;;;;;;
D;083;680613;2;20050117 11:05;V;;;;;;
D;083;680613;2;20050117 11:05;V;;;;;;
B;083;681352;3;20050117 11:05;;22;8;MORTIMER LEWIS DR;TARBAN;2111;;;20041011;20041220;885000;;R;RESIDENCE;22;;;0;AB185300;
C;083;681352;3;20050117 11:05;22/SP60718;
D;083;681352;3;20050117 11:05;P;;;;;;
D;083;681352;3;20050117 11:05;P;;;;;;
D;083;681352;3;20050117 11:05;V;;;;;;
B;083;681829;4;20050117 11:05;;;19;PRINCES ST;HUNTERS HILL;2110;617.8;M;20041104;20041220;1207000;A;R;RESIDENCE;;EA;;0;AB189758;
C;083;681829;4;20050117 11:05;2/7412;
D;083;681829;4;20050117 11:05;P;;;;;;
D;083;681829;4;20050117 11:05;V;;;;;;
D;083;681829;4;20050117 11:05;V;;;;;;
B;083;681988;5;20050117 11:05;;2;49;RYDE RD;HUNTERS HILL;2110;;;20041029;20041210;388000;;R;RESIDENCE;2;;;0;AB200065;
C;083;681988;5;20050117 11:05;2/SP44940;
D;083;681988;5;20050117 11:05;P;;;;;;
D;083;681988;5;20050117 11:05;V;;;;;;
B;083;2998966;6;20050117 11:05;SILKWOOD;43 H;12;KARRABEE AVE;TARBAN;2111;;;20041117;20041208;505000;;R;RESIDENCE;43;;;0;AB187574;
C;083;2998966;6;20050117 11:05;43/SP69423;
D;083;2998966;6;20050117 11:05;P;;;;;;
D;083;2998966;6;20050117 11:05;P;;;;;;
D;083;2998966;6;20050117 11:05;V;;;;;;
Z;33;6;6;19;
