A;136;20050316 11:12;PBARBER;
B;136;1328634;1;20050316 11:12;;3;63;ALAMEIN RD;REVESBY HEIGHTS;2212;;;20041201;20050125;455000;;R;RESIDENCE;3;;;0;AB316674;
C;136;1328634;1;20050316 11:12;3/SP55157;
D;136;1328634;1;20050316 11:12;P;;;;;;
D;136;1328634;1;20050316 11:12;P;;;;;;
D;136;1328634;1;20050316 11:12;V;;;;;;
D;136;1328634;1;20050316 11:12;V;;;;;;
B;136;1329428;2;20050316 11:12;;19;16;ALMA RD;PADSTOW;2211;;;20050112;20050302;345000;;R;RESIDENCE;19;;;0;AB328984;
C;136;1329428;2;20050316 11:12;19/SP12753;
D;136;1329428;2;20050316 11:12;P;;;;;;
D;136;1329428;2;20050316 11:12;P;;;;;;
D;136;1329428;2;20050316 11:12;V;;;;;;
B;136;1330361;3;20050316 11:12;;;166;ARAB RD;PADSTOW;2211;;;20041211;20050214;418000;A;R;RESIDENCE;;ZH;;0;AB302497;
C;136;1330361;3;20050316 11:12;196/16258;
D;136;1330361;3;20050316 11:12;P;;;;;;
D;136;1330361;3;20050316 11:12;P;;;;;;
D;136;1330361;3;20050316 11:12;V;;;;;;
B;136;1330582;4;20050316 11:12;;;21;ARKLEY ST;BANKSTOWN;2200;739.8;M;20041207;20050208;645000;I;3;INDUSTRIAL;;FB;;0;AB297342;
C;136;1330582;4;20050316 11:12;59/10227;
D;136;1330582;4;20050316 11:12;P;;;;;;
D;136;1330582;4;20050316 11:12;V;;;;;;
B;136;1331121;5;20050316 11:12;;;19;ATKINSON AVE;PADSTOW;2211;733.5;M;20041121;20050214;470000;A;R;RESIDENCE;;ZH;;0;AB312493;
C;136;1331121;5;20050316 11:12;14/27129;
D;136;1331121;5;20050316 11:12;P;;;;;;
D;136;1331121;5;20050316 11:12;V;;;;;;
B;136;1334376;6;20050316 11:12;;;16;BLAIR AVE;EAST HILLS;2213;651.3;M;20041218;20050211;435000;A;R;RESIDENCE;;ZE;;0;AB312891;
C;136;1334376;6;20050316 11:12;15/35334;
D;136;1334376;6;20050316 11:12;P;;;;;;
D;136;1334376;6;20050316 11:12;V;;;;;;
B;136;1334692;7;20050316 11:12;;;37;BOUVARDIA ST;PUNCHBOWL;2196;;;20041110;20050208;621000;A;R;RESIDENCE;;ZK;;0;AB314272;
C;136;1334692;7;20050316 11:12;14/B/5720;
D;136;1334692;7;20050316 11:12;P;;;;;;
D;136;1334692;7;20050316 11:12;P;;;;;;
D;136;1334692;7;20050316 11:12;V;;;;;;
