A;539;20050117 11:17;PBARBER;
B;539;453771;1;20050117 11:17;;;6;ALBIZIA PL;JERRABOMBERRA;2619;801.2;M;20041115;20041217;417000;A;R;RESIDENCE;;DS;;0;AB194027;
C;539;453771;1;20050117 11:17;121/1007170;
D;539;453771;1;20050117 11:17;P;;;;;;
D;539;453771;1;20050117 11:17;P;;;;;;
D;539;453771;1;20050117 11:17;V;;;;;;
B;539;454382;2;20050117 11:17;;;45;BAYLDON RD;QUEANBEYAN;2620;2.026;H;20041025;20041119;1800000;I;3;WAREHOUSE/OFF;;ME;;0;AB187465;
C;539;454382;2;20050117 11:17;4/236636;
D;539;454382;2;20050117 11:17;P;;;;;;
D;539;454382;2;20050117 11:17;V;;;;;;
B;539;454949;3;20050117 11:17;;7;2;BOOTH ST;QUEANBEYAN;2620;;;20041118;20041203;205000;;R;RESIDENCE;7;;;0;AB197839;
C;539;454949;3;20050117 11:17;7/SP7874;
D;539;454949;3;20050117 11:17;P;;;;;;
D;539;454949;3;20050117 11:17;V;;;;;;
B;539;455072;4;20050117 11:17;;9;43;BOOTH ST;QUEANBEYAN;2620;;;20041123;20041217;169000;;R;RESIDENCE;9;;;0;AB203804;
C;539;455072;4;20050117 11:17;9/SP13699;
D;539;455072;4;20050117 11:17;P;;;;;;
D;539;455072;4;20050117 11:17;V;;;;;;
B;539;455402;5;20050117 11:17;;13;17;BRUDENELL DR;JERRABOMBERRA;2619;;;20041001;20041022;2300000;;R;RESIDENCE;13;;;0;AB197658;
C;539;455402;5;20050117 11:17;13/SP39885;
D;539;455402;5;20050117 11:17;P;;;;;;
D;539;455402;5;20050117 11:17;P;;;;;;
D;539;455402;5;20050117 11:17;V;;;;;;
B;539;456134;6;20050117 11:17;;;13;CAROLYN JACKSON DR;JERRABOMBERRA;2619;914.5;M;20041029;20041217;456000;A;R;RESIDENCE;;DN;;0;AB199416;
C;539;456134;6;20050117 11:17;300/832843;
D;539;456134;6;20050117 11:17;P;;;;;;
D;539;456134;6;20050117 11:17;P;;;;;;
D;539;456134;6;20050117 11:17;V;;;;;;
D;539;456134;6;20050117 11:17;V;;;;;;
B;539;456690;7;20050117 11:17;;14;80;COLLETT ST;QUEANBEYAN;2620;;;20041126;20041220;137250;;R;RESIDENCE;14;;;0;AB190560;
C;539;456690;7;20050117 11:17;14/SP21724;
D;539;456690;7;20050117 11:17;P;;;;;;
D;539;456690;7;20050117 11:17;V;;;;;;
D;539;456690;7;20050117 11:17;V;;;;;;
B;539;456915;8;20050117 11:17;;2;53;COOMA ST;QUEANBEYAN;2620;;;20040324;20040517;260000;;R;RESIDENCE;2;;;0;AB197377;
C;539;456915;8;20050117 11:17;2/SP41890;
D;539;456915;8;20050117 11:17;P;;;;;;
D;539;456915;8;20050117 11:17;V;;;;;;
B;539;456947;9;20050117 11:17;;;107;COOMA ST;QUEANBEYAN;2620;644.9;M;20040916;20041014;260000;A;R;RESIDENCE;;AF;;0;AB187740;
C;539;456947;9;20050117 11:17;16/12746;
D;539;456947;9;20050117 11:17;P;;;;;;
D;539;456947;9;20050117 11:17;V;;;;;;
D;539;456947;9;20050117 11:17;V;;;;;;
B;539;458534;10;20050117 11:17;;;26;ELLIOTT ST;QUEANBEYAN;2620;673.4;M;20041110;20041208;347000;A;R;RESIDENCE;;AL;;0;AB198142;
C;539;458534;10;20050117 11:17;107/246824;
D;539;458534;10;20050117 11:17;P;;;;;;
D;539;458534;10;20050117 11:17;P;;;;;;
D;539;458534;10;20050117 11:17;V;;;;;;
D;539;458534;10;20050117 11:17;V;;;;;;
