A;234;20070116 01:20;VALNET;
B;234;2616057;1;20070116 01:20;;;531;CUMMINS LANE;BROKEN HILL;2880;1067;M;20061020;20061201;185000;A;R;RESIDENCE;;AY;;0;AC833773;
C;234;2616057;1;20070116 01:20;3/44278;
D;234;2616057;1;20070116 01:20;P;;;;;;
D;234;2616057;1;20070116 01:20;V;;;;;;
B;234;2616096;2;20070116 01:20;;;406;CUMMINS LANE;BROKEN HILL;2880;941.4;M;20061027;20061208;124000;A;R;RESIDENCE;;HX;;0;AC825667;
C;234;2616096;2;20070116 01:20;B/391603;
D;234;2616096;2;20070116 01:20;P;;;;;;
D;234;2616096;2;20070116 01:20;P;;;;;;
D;234;2616096;2;20070116 01:20;V;;;;;;
B;234;2621517;3;20070116 01:20;;;42;THOMAS LANE;BROKEN HILL;2880;878.9;M;20060913;20061010;18000;A;V;VACANT LAND;;AR;;0;AC779000;
C;234;2621517;3;20070116 01:20;4628/757298 Western Land Lease 13504;
D;234;2621517;3;20070116 01:20;P;;;;;;
D;234;2621517;3;20070116 01:20;V;;;;;;
D;234;2621517;3;20070116 01:20;V;;;;;;
B;234;2618940;4;20070116 01:20;;;47;MICA ST;BROKEN HILL;2880;505.9;M;20061009;20061120;26000;A;R;RESIDENCE;;CD;;0;AC786964;
C;234;2618940;4;20070116 01:20;1/301133;
D;234;2618940;4;20070116 01:20;P;;;;;;
D;234;2618940;4;20070116 01:20;V;;;;;;
B;234;2621609;5;20070116 01:20;;;405;THOMAS ST;BROKEN HILL;2880;904.2;M;20061128;20061222;60000;A;R;RESIDENCE;;HX;;0;AC847524;
C;234;2621609;5;20070116 01:20;1/933617;
D;234;2621609;5;20070116 01:20;P;;;;;;
D;234;2621609;5;20070116 01:20;V;;;;;;
B;234;2621778;6;20070116 01:20;;;478;UNION ST;BROKEN HILL;2880;662.19;M;20061103;20061215;187000;A;R;RESIDENCE;;AY;;0;AC847134;
C;234;2621778;6;20070116 01:20;2/153/759092;
D;234;2621778;6;20070116 01:20;P;;;;;;
D;234;2621778;6;20070116 01:20;P;;;;;;
D;234;2621778;6;20070116 01:20;V;;;;;;
D;234;2621778;6;20070116 01:20;V;;;;;;
B;234;2613917;7;20070116 01:20;;;507;BLENDE ST;BROKEN HILL;2880;803.1;M;20060926;20061201;65000;A;R;RESIDENCE;;CC;;0;AC833137;
C;234;2613917;7;20070116 01:20;2306/757298 Western Land Lease 13425;
D;234;2613917;7;20070116 01:20;P;;;;;;
D;234;2613917;7;20070116 01:20;V;;;;;;
B;234;2616627;8;20070116 01:20;;;497;FISHER ST;BROKEN HILL;2880;751;M;20061108;20061213;150000;A;R;RESIDENCE;;AY;;0;AC825256;
C;234;2616627;8;20070116 01:20;3490/757298;
D;234;2616627;8;20070116 01:20;P;;;;;;
D;234;2616627;8;20070116 01:20;P;;;;;;
D;234;2616627;8;20070116 01:20;V;;;;;;
B;234;2622018;9;20070116 01:20;;;402;WILLIAMS LANE;BROKEN HILL;2880;733.5;M;20050415;20061213;22000;A;R;RESIDENCE;;HX;;0;AC840296;
C;234;2622018;9;20070116 01:20;135/1070662;
D;234;2622018;9;20070116 01:20;P;;;;;;
D;234;2622018;9;20070116 01:20;V;;;;;;
B;234;2614008;10;20070116 01:20;;;696;BLENDE ST;BROKEN HILL;2880;1012;M;20061113;20061214;128000;A;R;RESIDENCE;;CC;;0;AC843987;
C;234;2614008;10;20070116 01:20;763/757298;
D;234;2614008;10;20070116 01:20;P;;;;;;
D;234;2614008;10;20070116 01:20;V;;;;;;
B;234;2619459;11;20070116 01:20;;;275;MORISH ST;BROKEN HILL;2880;1012;M;20061110;20061211;62000;A;R;RESIDENCE;;AE;;0;AC823842;
C;234;2619459;11;20070116 01:20;5/14/758018;
D;234;2619459;11;20070116 01:20;P;;;;;;
D;234;2619459;11;20070116 01:20;P;;;;;;
D;234;2619459;11;20070116 01:20;V;;;;;;
B;234;2622240;12;20070116 01:20;;;709;WILLIAMS ST;BROKEN HILL;2880;778;M;20061103;20061218;173000;A;R;RESIDENCE;;AZ;;0;AC850386;
C;234;2622240;12;20070116 01:20;1942/757298 Western Land Lease 7622;
D;234;2622240;12;20070116 01:20;P;;;;;;
D;234;2622240;12;20070116 01:20;P;;;;;;
D;234;2622240;12;20070116 01:20;V;;;;;;
B;234;2622298;13;20070116 01:20;;;560;WILLIAMS ST;BROKEN HILL;2880;1012;M;20061031;20061208;155000;A;R;RESIDENCE;;AY;;0;AC825800;
C;234;2622298;13;20070116 01:20;3258/757298;
D;234;2622298;13;20070116 01:20;P;;;;;;
D;234;2622298;13;20070116 01:20;P;;;;;;
D;234;2622298;13;20070116 01:20;V;;;;;;
D;234;2622298;13;20070116 01:20;V;;;;;;
B;234;2622341;14;20070116 01:20;;;418;WILLIAMS ST;BROKEN HILL;2880;2023;M;20061024;20061205;288000;A;R;RESIDENCE;;HX;;0;AC846838;
C;234;2622341;14;20070116 01:20;16/757298;
D;234;2622341;14;20070116 01:20;P;;;;;;
D;234;2622341;14;20070116 01:20;P;;;;;;
D;234;2622341;14;20070116 01:20;V;;;;;;
D;234;2622341;14;20070116 01:20;V;;;;;;
B;234;2617101;15;20070116 01:20;;;113;GYPSUM ST;BROKEN HILL;2880;341.5;M;20060202;20061212;15000;A;R;RESIDENCE;;AJ;;0;AC821835;
C;234;2617101;15;20070116 01:20;8/927171;
D;234;2617101;15;20070116 01:20;P;;;;;;
D;234;2617101;15;20070116 01:20;V;;;;;;
B;234;2622473;16;20070116 01:20;;;123;WILLS LANE;BROKEN HILL;2880;758.8;M;20061102;20061218;90000;A;R;RESIDENCE;;AJ;;0;AC837122;
C;234;2622473;16;20070116 01:20;C/378236;
D;234;2622473;16;20070116 01:20;P;;;;;;
D;234;2622473;16;20070116 01:20;P;;;;;;
D;234;2622473;16;20070116 01:20;V;;;;;;
B;234;2622562;17;20070116 01:20;;;223;WILLS ST;BROKEN HILL;2880;461.6;M;20061028;20061202;97000;A;R;RESIDENCE;;AL;;0;AC852798;
C;234;2622562;17;20070116 01:20;7/18306;
D;234;2622562;17;20070116 01:20;P;;;;;;
D;234;2622562;17;20070116 01:20;P;;;;;;
D;234;2622562;17;20070116 01:20;V;;;;;;
B;234;2622578;18;20070116 01:20;;;269;WILLS ST;BROKEN HILL;2880;1048;M;20060928;20061108;80000;A;R;RESIDENCE;;AL;;0;AC836372;
C;234;2622578;18;20070116 01:20;4/262831;
D;234;2622578;18;20070116 01:20;P;;;;;;
D;234;2622578;18;20070116 01:20;P;;;;;;
D;234;2622578;18;20070116 01:20;V;;;;;;
B;234;2619909;19;20070116 01:20;;;570;O'NEILL ST;BROKEN HILL;2880;916.9;M;20061102;20061208;283000;A;R;RESIDENCE;;AY;;0;AC816039;
C;234;2619909;19;20070116 01:20;31/156/759092 Western Land Lease 10964;
D;234;2619909;19;20070116 01:20;P;;;;;;
D;234;2619909;19;20070116 01:20;V;;;;;;
D;234;2619909;19;20070116 01:20;V;;;;;;
B;234;2614807;20;20070116 01:20;;;171;CHAPPLE LANE;BROKEN HILL;2880;370.1;M;20061116;20061201;8000;A;V;VACANT LAND;;AR;;0;AC819423;
C;234;2614807;20;20070116 01:20;1/916851;
D;234;2614807;20;20070116 01:20;P;;;;;;
D;234;2614807;20;20070116 01:20;V;;;;;;
B;234;2620308;21;20070116 01:20;;;59;PATTON ST;BROKEN HILL;2880;;;20061116;20061212;60000;A;R;RESIDENCE;;AC;;0;AC846887;
C;234;2620308;21;20070116 01:20;2/1/758018;
D;234;2620308;21;20070116 01:20;P;;;;;;
D;234;2620308;21;20070116 01:20;V;;;;;;
B;234;2623093;22;20070116 01:20;;;116;WOLFRAM ST;BROKEN HILL;2880;334.2;M;20061204;20061221;15000;A;R;RESIDENCE;;CD;;0;AC852644;
C;234;2623093;22;20070116 01:20;1/432242;
D;234;2623093;22;20070116 01:20;P;;;;;;
D;234;2623093;22;20070116 01:20;V;;;;;;
B;234;2615081;23;20070116 01:20;;;717;CHAPPLE ST;BROKEN HILL;2880;952.8;M;20061208;20061208;204500;A;R;RESIDENCE;;AZ;;0;AC821671;
C;234;2615081;23;20070116 01:20;10/262431;
D;234;2615081;23;20070116 01:20;P;;;;;;
D;234;2615081;23;20070116 01:20;P;;;;;;
D;234;2615081;23;20070116 01:20;V;;;;;;
B;234;2617992;24;20070116 01:20;;;332;DUFF ST;BROKEN HILL;2880;860;M;20060801;20061124;76000;A;R;RESIDENCE;;AF;;0;AC804398;
C;234;2617992;24;20070116 01:20;12/235425;
D;234;2617992;24;20070116 01:20;P;;;;;;
D;234;2617992;24;20070116 01:20;V;;;;;;
B;234;2623348;25;20070116 01:20;;;516;WYMAN ST;BROKEN HILL;2880;780;M;20061031;20061127;163000;A;R;RESIDENCE;;AY;;0;AC827325;
C;234;2623348;25;20070116 01:20;2/114/759092;
D;234;2623348;25;20070116 01:20;P;;;;;;
D;234;2623348;25;20070116 01:20;P;;;;;;
D;234;2623348;25;20070116 01:20;V;;;;;;
B;234;2615433;26;20070116 01:20;;;266;CLARKE ST;BROKEN HILL;2880;942.4;M;20061110;20061221;73000;A;R;RESIDENCE;;AF;;0;AC837123;
C;234;2615433;26;20070116 01:20;4/200070;
