A;116;20050104 11:44;MASMITH;
B;116;1239120;1;20050104 11:44;;;104;WARRAH ST;PEAK HILL;2869;2052;M;20040817;20041103;38000;Z;R;RESIDENCE;;ZP;;0;AB177397;
C;116;1239120;1;20050104 11:44;841/826276;
D;116;1239120;1;20050104 11:44;P;;;;;;
D;116;1239120;1;20050104 11:44;P;;;;;;
D;116;1239120;1;20050104 11:44;V;;;;;;
D;116;1239120;1;20050104 11:44;V;;;;;;
B;116;1240559;2;20050104 11:44;;;9;BILLABONG CRES;PARKES;2870;4124;M;20041019;20041122;275000;R;R;RESIDENCE;;RR;;0;AB160948;
C;116;1240559;2;20050104 11:44;4/792944;
D;116;1240559;2;20050104 11:44;P;;;;;;
D;116;1240559;2;20050104 11:44;V;;;;;;
B;116;1241239;3;20050104 11:44;;;422;CLARINDA ST;PARKES;2870;1381;M;20041108;20041203;208000;Z;R;RESIDENCE;;AE;;0;AB162857;
C;116;1241239;3;20050104 11:44;3, 4/2899;
D;116;1241239;3;20050104 11:44;P;;;;;;
D;116;1241239;3;20050104 11:44;V;;;;;;
B;116;1241445;4;20050104 11:44;;;3;CLOSE ST;PARKES;2870;;;20041105;20041203;146000;Z;R;RESIDENCE;;AJ;AC;0;AB154606;
C;116;1241445;4;20050104 11:44;4/10946;
D;116;1241445;4;20050104 11:44;P;;;;;;
D;116;1241445;4;20050104 11:44;V;;;;;;
D;116;1241445;4;20050104 11:44;V;;;;;;
B;116;1242309;5;20050104 11:44;;;23;FLINDERS ST;PARKES;2870;679.6;M;20040924;20041105;170000;Z;R;RESIDENCE;;AS;AC;0;AB153815;
C;116;1242309;5;20050104 11:44;9/812734;
D;116;1242309;5;20050104 11:44;P;;;;;;
D;116;1242309;5;20050104 11:44;P;;;;;;
D;116;1242309;5;20050104 11:44;V;;;;;;
B;116;1242378;6;20050104 11:44;;;28;FORBES RD;PARKES;2870;1024;M;20041101;20041213;157500;Z;R;RESIDENCE;;BE;;0;AB169889;
C;116;1242378;6;20050104 11:44;1007/750152;
D;116;1242378;6;20050104 11:44;P;;;;;;
D;116;1242378;6;20050104 11:44;P;;;;;;
D;116;1242378;6;20050104 11:44;V;;;;;;
D;116;1242378;6;20050104 11:44;V;;;;;;
B;116;1242465;7;20050104 11:44;;;14;GEORGE FIELD DR;PARKES;2870;809.1;M;20041020;20041201;46500;Z;3;;;AG;AV;0;AB155658;
C;116;1242465;7;20050104 11:44;16/830211;
D;116;1242465;7;20050104 11:44;P;;;;;;
D;116;1242465;7;20050104 11:44;V;;;;;;
B;116;1243337;8;20050104 11:44;;;10;MAY ST;PARKES;2870;724;M;20041118;20041207;128000;Z;R;RESIDENCE;;BC;;0;AB166032;
C;116;1243337;8;20050104 11:44;3/587710;
D;116;1243337;8;20050104 11:44;P;;;;;;
D;116;1243337;8;20050104 11:44;V;;;;;;
D;116;1243337;8;20050104 11:44;V;;;;;;
B;116;1243451;9;20050104 11:44;;;16;MENGARVIE RD;PARKES;2870;992.8;M;20040920;20041119;230000;Z;R;RESIDENCE;;AA;;0;AB162589;
C;116;1243451;9;20050104 11:44;65/239423;
D;116;1243451;9;20050104 11:44;P;;;;;;
D;116;1243451;9;20050104 11:44;V;;;;;;
B;116;1243705;10;20050104 11:44;;;8;MONICA CL;PARKES;2870;1139;M;20041027;20041208;255000;Z;R;RESIDENCE;;AC;;0;AB167167;
C;116;1243705;10;20050104 11:44;8/264464;
D;116;1243705;10;20050104 11:44;P;;;;;;
D;116;1243705;10;20050104 11:44;V;;;;;;
B;116;1243880;11;20050104 11:44;;;43;ORANGE ST;PARKES;2870;961.1;M;20041013;20041124;205000;Z;R;RESIDENCE;;AC;AC;0;AB154681;
C;116;1243880;11;20050104 11:44;5/8904;
D;116;1243880;11;20050104 11:44;P;;;;;;
D;116;1243880;11;20050104 11:44;V;;;;;;
D;116;1243880;11;20050104 11:44;V;;;;;;
B;116;1243987;12;20050104 11:44;;;;PARKESBOROUGH RD;PARKES;2870;9.019;H;20041117;20041129;100000;R;V;VACANT LAND;;CA;;0;AB165330;
C;116;1243987;12;20050104 11:44;19/113030 256/750179;
D;116;1243987;12;20050104 11:44;P;;;;;;
D;116;1243987;12;20050104 11:44;P;;;;;;
D;116;1243987;12;20050104 11:44;V;;;;;;
D;116;1243987;12;20050104 11:44;V;;;;;;
B;116;1244075;13;20050104 11:44;;;23;PHILLIPS ST;PARKES;2870;461.8;M;20041021;20041203;150000;Z;R;RESIDENCE;;AH;;0;AB162303;
C;116;1244075;13;20050104 11:44;A/380319;
D;116;1244075;13;20050104 11:44;P;;;;;;
D;116;1244075;13;20050104 11:44;P;;;;;;
D;116;1244075;13;20050104 11:44;V;;;;;;
B;116;1244122;14;20050104 11:44;;;14;PIONEER ST;PARKES;2870;909.5;M;20041116;20041203;195000;Z;R;RESIDENCE;;AL;AC;0;AB153984;
C;116;1244122;14;20050104 11:44;2/866524;
D;116;1244122;14;20050104 11:44;P;;;;;;
D;116;1244122;14;20050104 11:44;P;;;;;;
D;116;1244122;14;20050104 11:44;V;;;;;;
B;116;1244446;15;20050104 11:44;;;9;THOMAS TOM CRES;PARKES;2870;842.7;M;20041012;20041129;50000;Z;V;VACANT LAND;;AN;AV;0;AB154292;
C;116;1244446;15;20050104 11:44;12/827749;
D;116;1244446;15;20050104 11:44;P;;;;;;
D;116;1244446;15;20050104 11:44;P;;;;;;
D;116;1244446;15;20050104 11:44;V;;;;;;
B;116;1244795;16;20050104 11:44;;;;WELLINGTON RD;PARKES;2870;10.72;H;20040819;20041008;800000;R;V;VACANT LAND;;CD;;0;AB174880;
C;116;1244795;16;20050104 11:44;607/750179;
D;116;1244795;16;20050104 11:44;P;;;;;;
D;116;1244795;16;20050104 11:44;V;;;;;;
D;116;1244795;16;20050104 11:44;V;;;;;;
B;116;2983585;17;20050104 11:44;;2;363;CLARINDA ST;PARKES;2870;139;M;20041105;20041203;153000;;R;RESIDENCE;2;;;0;AB156652;
C;116;2983585;17;20050104 11:44;2/SP69930;
D;116;2983585;17;20050104 11:44;P;;;;;;
D;116;2983585;17;20050104 11:44;V;;;;;;
B;116;3053397;18;20050104 11:44;;;;NOONAN ST;PARKES;2870;800;M;20041001;20041216;70000;Z;V;VACANT LAND;;AA;;0;AB174506;
C;116;3053397;18;20050104 11:44;2/1062165;
D;116;3053397;18;20050104 11:44;P;;;;;;
D;116;3053397;18;20050104 11:44;P;;;;;;
D;116;3053397;18;20050104 11:44;V;;;;;;
Z;89;18;18;51;
