A;118;20040202 11:48;PTHIRLWELL;
B;118;1250530;1;20040202 11:48;;;9;ATHOL ST;BLAYNEY;2799;1082;M;20031216;20040119;75000;A;V;VACANT LAND;;AJ;;0;AA359523;
C;118;1250530;1;20040202 11:48;3//812898;
D;118;1250530;1;20040202 11:48;P;;;;;;
D;118;1250530;1;20040202 11:48;V;;;;;;
D;118;1250530;1;20040202 11:48;V;;;;;;
B;118;1250745;2;20040202 11:48;;;10;EUROKA PL;BLAYNEY;2799;1493;M;20031124;20031219;180000;A;R;RESIDENCE;;AK;;0;AA344911;
C;118;1250745;2;20040202 11:48;468//713714;
D;118;1250745;2;20040202 11:48;P;;;;;;
D;118;1250745;2;20040202 11:48;P;;;;;;
D;118;1250745;2;20040202 11:48;V;;;;;;
B;118;1250836;3;20040202 11:48;;;1;GOWAN PL;BLAYNEY;2799;1246;M;20031128;20040109;150000;A;R;RESIDENCE;;AJ;;0;AA341847;
C;118;1250836;3;20040202 11:48;1//237649;
D;118;1250836;3;20040202 11:48;P;;;;;;
D;118;1250836;3;20040202 11:48;P;;;;;;
D;118;1250836;3;20040202 11:48;V;;;;;;
B;118;1250840;4;20040202 11:48;;;4;HADDON PL;BLAYNEY;2799;1341;M;20031017;20031218;38000;A;V;VACANT LAND;;AJ;;0;AA323109;
C;118;1250840;4;20040202 11:48;7//826736;
D;118;1250840;4;20040202 11:48;P;;;;;;
D;118;1250840;4;20040202 11:48;V;;;;;;
B;118;1251138;5;20040202 11:48;;;36;MOUNT ERROL ST;BLAYNEY;2799;894.2;M;20030916;20031215;225000;A;R;RESIDENCE;;AJ;;0;AA310263;
C;118;1251138;5;20040202 11:48;120//253126;
D;118;1251138;5;20040202 11:48;P;;;;;;
D;118;1251138;5;20040202 11:48;P;;;;;;
D;118;1251138;5;20040202 11:48;V;;;;;;
B;118;1251191;6;20040202 11:48;;;29;OGILVY ST;BLAYNEY;2799;1081;M;20031125;20040108;109000;A;3;INDUSTRIAL;;AR;;0;AA319543;
C;118;1251191;6;20040202 11:48;B//100065;
D;118;1251191;6;20040202 11:48;P;;;;;;
D;118;1251191;6;20040202 11:48;P;;;;;;
D;118;1251191;6;20040202 11:48;V;;;;;;
D;118;1251191;6;20040202 11:48;V;;;;;;
B;118;1251211;7;20040202 11:48;;;32;OGILVY ST;BLAYNEY;2799;613.11;M;20031023;20031117;197000;A;R;RESIDENCE;;AR;;0;AA322433;
C;118;1251211;7;20040202 11:48;B//325993;
D;118;1251211;7;20040202 11:48;P;;;;;;
D;118;1251211;7;20040202 11:48;P;;;;;;
D;118;1251211;7;20040202 11:48;V;;;;;;
B;118;1251285;8;20040202 11:48;;;72;OSMAN ST;BLAYNEY;2799;;;20031224;20040115;168000;A;R;RESIDENCE;;AR;;0;AA359501;
C;118;1251285;8;20040202 11:48;18//664032;
D;118;1251285;8;20040202 11:48;P;;;;;;
D;118;1251285;8;20040202 11:48;V;;;;;;
D;118;1251285;8;20040202 11:48;V;;;;;;
B;118;1251316;9;20040202 11:48;;;6;PALMER ST;BLAYNEY;2799;747.2;M;20031211;20031222;229500;A;R;RESIDENCE;;AQ;;0;AA352242;
C;118;1251316;9;20040202 11:48;10//252541;
D;118;1251316;9;20040202 11:48;P;;;;;;
D;118;1251316;9;20040202 11:48;V;;;;;;
D;118;1251316;9;20040202 11:48;V;;;;;;
B;118;1251449;10;20040202 11:48;;;10;QUEEN ST;BLAYNEY;2799;913.4;M;20031120;20040116;150000;A;R;RESIDENCE;;AR;;0;AA349586;
C;118;1251449;10;20040202 11:48;288//258557;
D;118;1251449;10;20040202 11:48;P;;;;;;
D;118;1251449;10;20040202 11:48;P;;;;;;
D;118;1251449;10;20040202 11:48;V;;;;;;
B;118;1252050;11;20040202 11:48;;;1;UNWIN ST;MILLTHORPE;2798;1214;M;20031128;20040115;85000;Z;R;RESIDENCE;;VP;;0;AA354175;
C;118;1252050;11;20040202 11:48;1, 11/7/1112;
D;118;1252050;11;20040202 11:48;P;;;;;;
D;118;1252050;11;20040202 11:48;V;;;;;;
B;118;1252055;12;20040202 11:48;;;25;CROWSON ST;MILLTHORPE;2798;404.7;M;20030611;20030723;130000;Z;R;RESIDENCE;;VP;;0;AA341349;
C;118;1252055;12;20040202 11:48;B//370584;
D;118;1252055;12;20040202 11:48;P;;;;;;
D;118;1252055;12;20040202 11:48;V;;;;;;
B;118;1252304;13;20040202 11:48;;;19;WILLIAM ST;MILLTHORPE;2798;1012;M;20031114;20031212;325000;Z;R;RESIDENCE;;VP;;0;AA290964;
C;118;1252304;13;20040202 11:48;20/G/3361;
D;118;1252304;13;20040202 11:48;P;;;;;;
D;118;1252304;13;20040202 11:48;P;;;;;;
D;118;1252304;13;20040202 11:48;V;;;;;;
D;118;1252304;13;20040202 11:48;V;;;;;;
B;118;1252320;14;20040202 11:48;;;103;NEWRY DOWNS RD;LYNDHURST;2797;10.64;H;20031013;20031128;425000;R;R;RESIDENCE;;HC;;0;AA337244;
C;118;1252320;14;20040202 11:48;3//740908;
D;118;1252320;14;20040202 11:48;P;;;;;;
D;118;1252320;14;20040202 11:48;P;;;;;;
D;118;1252320;14;20040202 11:48;V;;;;;;
D;118;1252320;14;20040202 11:48;V;;;;;;
B;118;1252515;15;20040202 11:48;;;2;THOMAS ST;LYNDHURST;2797;7.27;H;20031120;20031219;193500;R;V;VACANT LAND;;HB;;0;AA326328;
C;118;1252515;15;20040202 11:48;1, 2, 3/1/758629;
D;118;1252515;15;20040202 11:48;P;;;;;;
D;118;1252515;15;20040202 11:48;P;;;;;;
D;118;1252515;15;20040202 11:48;V;;;;;;
D;118;1252515;15;20040202 11:48;V;;;;;;
B;118;1252677;16;20040202 11:48;;;51;BELUBULA WAY;MANDURAMA;2792;1922;M;20031120;20031222;85000;Z;R;RESIDENCE;;VM;;0;AA302000;
C;118;1252677;16;20040202 11:48;1//742911;
D;118;1252677;16;20040202 11:48;P;;;;;;
D;118;1252677;16;20040202 11:48;P;;;;;;
D;118;1252677;16;20040202 11:48;V;;;;;;
D;118;1252677;16;20040202 11:48;V;;;;;;
B;118;1253330;17;20040202 11:48;;;1633;HOBBYS YARDS RD;BLAYNEY SHIRE;2798;122;H;20031209;20040113;1175000;R;R;RESIDENCE;;RG;;0;AA329014;
C;118;1253330;17;20040202 11:48;1//815626;
D;118;1253330;17;20040202 11:48;P;;;;;;
D;118;1253330;17;20040202 11:48;V;;;;;;
D;118;1253330;17;20040202 11:48;V;;;;;;
B;118;1253331;18;20040202 11:48;;;1635;HOBBYS YARDS RD;BLAYNEY SHIRE;2798;120.2;H;20031209;20040113;1175000;R;R;RESIDENCE;;RG;;0;AA329014;
C;118;1253331;18;20040202 11:48;2//815626;
D;118;1253331;18;20040202 11:48;P;;;;;;
D;118;1253331;18;20040202 11:48;V;;;;;;
D;118;1253331;18;20040202 11:48;V;;;;;;
B;118;2779094;19;20040202 11:48;;;374;GUYONG RD;BLAYNEY;2799;2.989;H;20031007;20031211;104000;R;V;VACANT LAND;;HB;;0;AA304205;
C;118;2779094;19;20040202 11:48;203//1022164;
D;118;2779094;19;20040202 11:48;P;;;;;;
D;118;2779094;19;20040202 11:48;P;;;;;;
D;118;2779094;19;20040202 11:48;V;;;;;;
D;118;2779094;19;20040202 11:48;V;;;;;;
B;118;3022578;20;20040202 11:48;;;49;EVES LANE;MILLTHORPE;2798;5.111;H;20031021;20031202;120000;R;V;VACANT LAND;;HB;;0;AA343936;
C;118;3022578;20;20040202 11:48;250//1056930;
D;118;3022578;20;20040202 11:48;P;;;;;;
D;118;3022578;20;20040202 11:48;P;;;;;;
D;118;3022578;20;20040202 11:48;V;;;;;;
D;118;3022578;20;20040202 11:48;V;;;;;;
B;118;3039672;21;20040202 11:48;;;5;VIDLER PL;BLAYNEY;2799;981.1;M;20031202;20040113;39500;A;V;VACANT LAND;;AK;;0;AA351023;
C;118;3039672;21;20040202 11:48;13//1061031;
D;118;3039672;21;20040202 11:48;P;;;;;;
D;118;3039672;21;20040202 11:48;P;;;;;;
D;118;3039672;21;20040202 11:48;V;;;;;;
B;118;3039675;22;20040202 11:48;;;4;VIDLER PL;BLAYNEY;2799;929.7;M;20031112;20031112;38000;A;V;VACANT LAND;;AK;;0;AA314806;
C;118;3039675;22;20040202 11:48;16//1061031;
D;118;3039675;22;20040202 11:48;P;;;;;;
D;118;3039675;22;20040202 11:48;P;;;;;;
D;118;3039675;22;20040202 11:48;V;;;;;;
B;118;3039679;23;20040202 11:48;;;30;JOHNSTON CRES;BLAYNEY;2799;920;M;20031104;20040109;35000;A;V;VACANT LAND;;AK;;0;AA334142;
C;118;3039679;23;20040202 11:48;20//1061031;
D;118;3039679;23;20040202 11:48;P;;;;;;
D;118;3039679;23;20040202 11:48;V;;;;;;
B;118;3039685;24;20040202 11:48;;;42;JOHNSTON CRES;BLAYNEY;2799;947.7;M;20031106;20031218;35000;A;V;VACANT LAND;;AK;;0;AA322656;
C;118;3039685;24;20040202 11:48;26//1061031;
D;118;3039685;24;20040202 11:48;P;;;;;;
D;118;3039685;24;20040202 11:48;V;;;;;;
B;118;3042392;25;20040202 11:48;;;571;TALLWOOD RD;FOREST REEFS;2798;4.247;H;20030321;20031217;125000;R;V;VACANT LAND;;HB;;0;AA329354;
C;118;3042392;25;20040202 11:48;2//1061305;
D;118;3042392;25;20040202 11:48;P;;;;;;
D;118;3042392;25;20040202 11:48;P;;;;;;
D;118;3042392;25;20040202 11:48;V;;;;;;
B;118;3058701;26;20040202 11:48;;;3;FLEET ST;MILLTHORPE;2798;772.4;M;20031121;20031219;70000;;V;VACANT LAND;;;;0;AA279597;
C;118;3058701;26;20040202 11:48;1//851851;
D;118;3058701;26;20040202 11:48;P;;;;;;
D;118;3058701;26;20040202 11:48;P;;;;;;
D;118;3058701;26;20040202 11:48;V;;;;;;
D;118;3058701;26;20040202 11:48;V;;;;;;
B;118;3058707;27;20040202 11:48;;;260;KOOMOORANG RD;BLAYNEY;2799;98.53;H;20031119;20031219;345000;;V;VACANT LAND;;;;0;AA297375;
C;118;3058707;27;20040202 11:48;1//549689 2//550920;
D;118;3058707;27;20040202 11:48;P;;;;;;
D;118;3058707;27;20040202 11:48;P;;;;;;
D;118;3058707;27;20040202 11:48;V;;;;;;
B;118;3058711;28;20040202 11:48;;;36;VICTORIA ST;MILLTHORPE;2798;1059;M;20030917;20031030;205000;;R;RESIDENCE;;;;0;AA302716;
C;118;3058711;28;20040202 11:48;11//1058219;
D;118;3058711;28;20040202 11:48;P;;;;;;
D;118;3058711;28;20040202 11:48;P;;;;;;
D;118;3058711;28;20040202 11:48;V;;;;;;
D;118;3058711;28;20040202 11:48;V;;;;;;
D;118;3058711;28;20040202 11:48;V;;;;;;
B;118;3058711;29;20040202 11:48;;;36;VICTORIA ST;MILLTHORPE;2798;1059;M;20031030;20031030;4000;;R;RESIDENCE;;;;0;AA302715;
C;118;3058711;29;20040202 11:48;11//1058219;
D;118;3058711;29;20040202 11:48;P;;;;;;
D;118;3058711;29;20040202 11:48;V;;;;;;
D;118;3058711;29;20040202 11:48;V;;;;;;
D;118;3058711;29;20040202 11:48;V;;;;;;
B;118;3059793;30;20040202 11:48;;;49;CROUCH ST;NEVILLE;2799;1.725;H;20031021;20031101;180000;;R;RESIDENCE;;;;0;AA164893;
C;118;3059793;30;20040202 11:48;1, 2, 3, 4, 6, 7, 8, 9, 10, 11/21/758767   (1,2,3,4,10,11/21/758767 be;
C;118;3059793;30;20040202 11:48;ing Licence 362887;
D;118;3059793;30;20040202 11:48;P;;;;;;
D;118;3059793;30;20040202 11:48;P;;;;;;
D;118;3059793;30;20040202 11:48;V;;;;;;
Z;159;30;31;96;
