A;012;20050104 11:38;MASMITH;
B;012;296002;1;20050104 11:38;;;19;ACACIA CCT;HUNTERVIEW;2330;1787;M;20041101;20041130;315000;A;R;RESIDENCE;;AV;;0;AB154035;
C;012;296002;1;20050104 11:38;24/717790;
D;012;296002;1;20050104 11:38;P;;;;;;
D;012;296002;1;20050104 11:38;P;;;;;;
D;012;296002;1;20050104 11:38;V;;;;;;
B;012;296036;2;20050104 11:38;;;56;ACACIA CCT;HUNTERVIEW;2330;770;M;20041111;20041209;228500;A;R;RESIDENCE;;AV;;0;AB169768;
C;012;296036;2;20050104 11:38;83/264243;
D;012;296036;2;20050104 11:38;P;;;;;;
D;012;296036;2;20050104 11:38;P;;;;;;
D;012;296036;2;20050104 11:38;V;;;;;;
B;012;296699;3;20050104 11:38;;4;11;BOONAL ST;SINGLETON;2330;;;20041110;20041207;145000;;R;RESIDENCE;4;;;0;AB167284;
C;012;296699;3;20050104 11:38;4/SP19434;
D;012;296699;3;20050104 11:38;P;;;;;;
D;012;296699;3;20050104 11:38;V;;;;;;
B;012;296752;4;20050104 11:38;;;23;BOUNDARY ST;SINGLETON;2330;816.2;M;20041112;20041210;255000;A;R;RESIDENCE;;AL;;0;AB163206;
C;012;296752;4;20050104 11:38;101/561918;
D;012;296752;4;20050104 11:38;P;;;;;;
D;012;296752;4;20050104 11:38;V;;;;;;
D;012;296752;4;20050104 11:38;V;;;;;;
B;012;297009;5;20050104 11:38;;;40;BUCHAN AVE;SINGLETON;2330;645;M;20041016;20041207;167500;A;R;RESIDENCE;;AH;;0;AB155190;
C;012;297009;5;20050104 11:38;12/35772;
D;012;297009;5;20050104 11:38;P;;;;;;
D;012;297009;5;20050104 11:38;V;;;;;;
B;012;297221;6;20050104 11:38;;;2;CASSANDRA CL;HUNTERVIEW;2330;678;M;20041008;20041207;260000;A;R;RESIDENCE;;AV;;0;AB163383;
C;012;297221;6;20050104 11:38;154/264243;
D;012;297221;6;20050104 11:38;P;;;;;;
D;012;297221;6;20050104 11:38;P;;;;;;
D;012;297221;6;20050104 11:38;V;;;;;;
B;012;298126;7;20050104 11:38;;;108;GARDNER CCT;SINGLETON HEIGHTS;2330;746.1;M;20041104;20041209;310000;A;R;RESIDENCE;;AA;;0;AB163017;
C;012;298126;7;20050104 11:38;114/812825;
D;012;298126;7;20050104 11:38;P;;;;;;
D;012;298126;7;20050104 11:38;P;;;;;;
D;012;298126;7;20050104 11:38;V;;;;;;
D;012;298126;7;20050104 11:38;V;;;;;;
B;012;298518;8;20050104 11:38;;;14;HALLETT PL;DARLINGTON;2330;816.9;M;20041021;20041130;274000;A;R;RESIDENCE;;AD;;0;AB154170;
C;012;298518;8;20050104 11:38;341/260388;
D;012;298518;8;20050104 11:38;P;;;;;;
D;012;298518;8;20050104 11:38;P;;;;;;
D;012;298518;8;20050104 11:38;V;;;;;;
D;012;298518;8;20050104 11:38;V;;;;;;
B;012;298624;9;20050104 11:38;;;40;HENRY DR;SINGLETON HEIGHTS;2330;1006;M;20041116;20041210;280000;A;R;RESIDENCE;;AA;;0;AB154787;
C;012;298624;9;20050104 11:38;970/263524;
D;012;298624;9;20050104 11:38;P;;;;;;
D;012;298624;9;20050104 11:38;P;;;;;;
D;012;298624;9;20050104 11:38;V;;;;;;
B;012;298746;10;20050104 11:38;;;29;HOWE ST;SINGLETON;2330;714.5;M;20041101;20041203;184000;A;R;RESIDENCE;;AL;;0;AB162739;
C;012;298746;10;20050104 11:38;16/234835;
D;012;298746;10;20050104 11:38;P;;;;;;
D;012;298746;10;20050104 11:38;V;;;;;;
B;012;299504;11;20050104 11:38;;;42;MADDEN PDE;SINGLETON HEIGHTS;2330;756.1;M;20041125;20041217;262000;A;R;RESIDENCE;;AA;;0;AB177119;
C;012;299504;11;20050104 11:38;703/841643;
D;012;299504;11;20050104 11:38;P;;;;;;
D;012;299504;11;20050104 11:38;P;;;;;;
D;012;299504;11;20050104 11:38;V;;;;;;
D;012;299504;11;20050104 11:38;V;;;;;;
B;012;299828;12;20050104 11:38;;;30;O'HALLORAN AVE;SINGLETON HEIGHTS;2330;828.6;M;20041125;20041207;334000;A;R;RESIDENCE;;AA;;0;AB156822;
C;012;299828;12;20050104 11:38;175/259149;
D;012;299828;12;20050104 11:38;P;;;;;;
D;012;299828;12;20050104 11:38;P;;;;;;
D;012;299828;12;20050104 11:38;V;;;;;;
D;012;299828;12;20050104 11:38;V;;;;;;
B;012;299921;13;20050104 11:38;;;8;PARK VIEW CRES;MCDOUGALLS HILL;2330;9305;M;20041026;20041206;400000;R;R;RESIDENCE;;RH;;0;AB159833;
C;012;299921;13;20050104 11:38;104/806302;
D;012;299921;13;20050104 11:38;P;;;;;;
D;012;299921;13;20050104 11:38;P;;;;;;
D;012;299921;13;20050104 11:38;V;;;;;;
B;012;300240;14;20050104 11:38;;;11;ROBINSON WAY;SINGLETON HEIGHTS;2330;690.5;M;20041104;20041208;250000;A;R;RESIDENCE;;AA;;0;AB166768;
C;012;300240;14;20050104 11:38;515/837313;
D;012;300240;14;20050104 11:38;P;;;;;;
D;012;300240;14;20050104 11:38;P;;;;;;
D;012;300240;14;20050104 11:38;V;;;;;;
B;012;300322;15;20050104 11:38;;7;2;GRAINGER CRES;DARLINGTON;2330;;;20041103;20041208;151500;;3;HOME UNIT;7;;;0;AB176085;
C;012;300322;15;20050104 11:38;7/SP17848;
D;012;300322;15;20050104 11:38;P;;;;;;
D;012;300322;15;20050104 11:38;P;;;;;;
D;012;300322;15;20050104 11:38;V;;;;;;
D;012;300322;15;20050104 11:38;V;;;;;;
B;012;301612;16;20050104 11:38;;;;SWAIN ST;BELFORD;2335;4.3;H;20041110;20041202;440000;R;R;RESIDENCE;;RJ;;0;AB152566;
C;012;301612;16;20050104 11:38;122/807756;
D;012;301612;16;20050104 11:38;P;;;;;;
D;012;301612;16;20050104 11:38;V;;;;;;
