A;076;20040202 11:42;PTHIRLWELL;
B;076;570845;1;20040202 11:42;;;;VINECOMBE LANE;BARHAM;2732;4883;M;20031126;20031208;310000;R;R;RESIDENCE;;BH;;0;AA312472;
C;076;570845;1;20040202 11:42;14//874163;
D;076;570845;1;20040202 11:42;P;;;;;;
D;076;570845;1;20040202 11:42;P;;;;;;
D;076;570845;1;20040202 11:42;V;;;;;;
B;076;570950;2;20040202 11:42;;;51;COBWELL ST;BARHAM;2732;547.3;M;20031114;20031205;145000;Z;R;RESIDENCE;;ZA;;0;AA319690;
C;076;570950;2;20040202 11:42;111//701143;
D;076;570950;2;20040202 11:42;P;;;;;;
D;076;570950;2;20040202 11:42;P;;;;;;
D;076;570950;2;20040202 11:42;V;;;;;;
B;076;571869;3;20040202 11:42;;;;PH CHOWAR;WAKOOL;2710;326;H;20031002;20031030;510000;R;3;FARM;;RK;;0;AA272728;
C;076;571869;3;20040202 11:42;92, 93//756524 Conditional Lease 1951/26;
D;076;571869;3;20040202 11:42;P;;;;;;
D;076;571869;3;20040202 11:42;P;;;;;;
D;076;571869;3;20040202 11:42;V;;;;;;
B;076;573295;4;20040202 11:42;;;;FELTON DR;MURRAY DOWNS;3585;41.19;H;20030516;20030624;298000;R;R;RESIDENCE;;RE;;0;AA305470;
C;076;573295;4;20040202 11:42;14//785833;
D;076;573295;4;20040202 11:42;P;;;;;;
D;076;573295;4;20040202 11:42;P;;;;;;
D;076;573295;4;20040202 11:42;V;;;;;;
D;076;573295;4;20040202 11:42;V;;;;;;
B;076;3059855;5;20040202 11:42;;;;COX'S RD;KORALEIGH;2735;10.55;H;20031024;20031208;192750;;R;RESIDENCE;;;;0;AA320574;
C;076;3059855;5;20040202 11:42;39, 40//12678 1//322461;
D;076;3059855;5;20040202 11:42;P;;;;;;
D;076;3059855;5;20040202 11:42;P;;;;;;
D;076;3059855;5;20040202 11:42;V;;;;;;
D;076;3059855;5;20040202 11:42;V;;;;;;
Z;29;5;5;17;
