A;024;20040202 11:40;PTHIRLWELL;
B;024;418124;1;20040202 11:40;;;65;ADAMS ST;COOTAMUNDRA;2590;556.4;M;20031017;20031110;85000;Z;R;RESIDENCE;;AE;;0;AA345677;
C;024;418124;1;20040202 11:40;D//315677;
D;024;418124;1;20040202 11:40;P;;;;;;
D;024;418124;1;20040202 11:40;V;;;;;;
D;024;418124;1;20040202 11:40;V;;;;;;
D;024;418124;1;20040202 11:40;V;;;;;;
B;024;418274;2;20040202 11:40;;;73;BERTHONG ST;COOTAMUNDRA;2590;2453;M;20031202;20040109;75000;Z;R;RESIDENCE;;AG;;0;AA334998;
C;024;418274;2;20040202 11:40;15, 16/C/1975;
D;024;418274;2;20040202 11:40;P;;;;;;
D;024;418274;2;20040202 11:40;P;;;;;;
D;024;418274;2;20040202 11:40;V;;;;;;
D;024;418274;2;20040202 11:40;V;;;;;;
D;024;418274;2;20040202 11:40;V;;;;;;
B;024;418326;3;20040202 11:40;;;2;BOYD ST;COOTAMUNDRA;2590;1262.5;M;20031107;20031210;43000;Z;V;VACANT LAND;;AC;;0;AA328735;
C;024;418326;3;20040202 11:40;25//847634;
D;024;418326;3;20040202 11:40;P;;;;;;
D;024;418326;3;20040202 11:40;P;;;;;;
D;024;418326;3;20040202 11:40;V;;;;;;
B;024;418468;4;20040202 11:40;;;8;CHAMEN ST;COOTAMUNDRA;2590;797;M;20031205;20031223;45000;Z;V;VACANT LAND;;AE;;0;AA323309;
C;024;418468;4;20040202 11:40;5//10285;
D;024;418468;4;20040202 11:40;P;;;;;;
D;024;418468;4;20040202 11:40;V;;;;;;
B;024;419197;5;20040202 11:40;;;79;HURLEY ST;COOTAMUNDRA;2590;796.9;M;20031028;20031209;73000;Z;R;RESIDENCE;;AB;;0;AA333721;
C;024;419197;5;20040202 11:40;A//414532;
D;024;419197;5;20040202 11:40;P;;;;;;
D;024;419197;5;20040202 11:40;P;;;;;;
D;024;419197;5;20040202 11:40;V;;;;;;
D;024;419197;5;20040202 11:40;V;;;;;;
B;024;419297;6;20040202 11:40;;;1;JOHN ST;COOTAMUNDRA;2590;1031;M;20031210;20031224;190000;Z;R;RESIDENCE;;AB;;0;AA332647;
C;024;419297;6;20040202 11:40;1//225057;
D;024;419297;6;20040202 11:40;P;;;;;;
D;024;419297;6;20040202 11:40;P;;;;;;
D;024;419297;6;20040202 11:40;V;;;;;;
B;024;419372;7;20040202 11:40;;;8;LAWRENCE ST;COOTAMUNDRA;2590;1099;M;20031223;20031223;42000;Z;R;RESIDENCE;;AA;;0;AA332224;
C;024;419372;7;20040202 11:40;1//611912;
D;024;419372;7;20040202 11:40;P;;;;;;
D;024;419372;7;20040202 11:40;V;;;;;;
B;024;419387;8;20040202 11:40;;;85;MACKAY ST;COOTAMUNDRA;2590;674.5;M;20031111;20031215;100000;Z;R;RESIDENCE;;AC;;0;AA327739;
C;024;419387;8;20040202 11:40;1//714579;
D;024;419387;8;20040202 11:40;P;;;;;;
D;024;419387;8;20040202 11:40;P;;;;;;
D;024;419387;8;20040202 11:40;V;;;;;;
B;024;419611;9;20040202 11:40;;;25;MURRAY ST;COOTAMUNDRA;2590;815.7;M;20031120;20031222;110000;Z;R;RESIDENCE;;AE;;0;AA324530;
C;024;419611;9;20040202 11:40;28//18650;
D;024;419611;9;20040202 11:40;P;;;;;;
D;024;419611;9;20040202 11:40;P;;;;;;
D;024;419611;9;20040202 11:40;V;;;;;;
D;024;419611;9;20040202 11:40;V;;;;;;
