A;070;20040202 11:42;PTHIRLWELL;
B;070;548754;1;20040202 11:42;;;38;YAPUNYAH ST;BARELLAN;2665;1897;M;20031110;20031208;10000;Z;R;RESIDENCE;;ZJ;;0;AA321285;
C;070;548754;1;20040202 11:42;6/5/758052;
D;070;548754;1;20040202 11:42;P;;;;;;
D;070;548754;1;20040202 11:42;P;;;;;;
D;070;548754;1;20040202 11:42;V;;;;;;
B;070;549473;2;20040202 11:42;;;;PH GILLENBAH DP'S;NARRANDERA;2700;60.69;H;20031106;20031219;365000;R;3;FARM;;RA;RM;0;AA306689;
C;070;549473;2;20040202 11:42;6//4921 2//576548 . WB 187632;
D;070;549473;2;20040202 11:42;P;;;;;;
D;070;549473;2;20040202 11:42;P;;;;;;
D;070;549473;2;20040202 11:42;V;;;;;;
D;070;549473;2;20040202 11:42;V;;;;;;
B;070;550765;3;20040202 11:42;;;53;FERRIER ST;NARRANDERA;2700;714.5;M;20031101;20031219;65000;Z;R;RESIDENCE;;ZC;;0;AA344633;
C;070;550765;3;20040202 11:42;2/7/2398;
D;070;550765;3;20040202 11:42;P;;;;;;
D;070;550765;3;20040202 11:42;V;;;;;;
B;070;550939;4;20040202 11:42;;;10;HELENOR CRES;NARRANDERA;2700;829;M;20031217;20040114;170000;Z;R;RESIDENCE;;ZN;;0;AA349399;
C;070;550939;4;20040202 11:42;8/86/258663;
D;070;550939;4;20040202 11:42;P;;;;;;
D;070;550939;4;20040202 11:42;V;;;;;;
D;070;550939;4;20040202 11:42;V;;;;;;
B;070;550968;5;20040202 11:42;;;34;JONSEN ST;NARRANDERA;2700;;;20030818;20030922;85000;Z;R;RESIDENCE;;ZB;;0;AA336600;
C;070;550968;5;20040202 11:42;9/Q/2888;
D;070;550968;5;20040202 11:42;P;;;;;;
D;070;550968;5;20040202 11:42;P;;;;;;
D;070;550968;5;20040202 11:42;V;;;;;;
D;070;550968;5;20040202 11:42;V;;;;;;
B;070;550976;6;20040202 11:42;;;4;JONSEN ST;NARRANDERA;2700;637;M;20030624;20030806;149000;Z;R;RESIDENCE;;ZB;;0;AA334365;
C;070;550976;6;20040202 11:42;11/J/2888;
D;070;550976;6;20040202 11:42;P;;;;;;
D;070;550976;6;20040202 11:42;P;;;;;;
D;070;550976;6;20040202 11:42;V;;;;;;
B;070;551406;7;20040202 11:42;;;4;POWELL ST;NARRANDERA;2700;841.3;M;20031113;20031219;19000;Z;V;VACANT LAND;;ZN;;0;AA324921;
C;070;551406;7;20040202 11:42;48//842516;
D;070;551406;7;20040202 11:42;P;;;;;;
D;070;551406;7;20040202 11:42;P;;;;;;
D;070;551406;7;20040202 11:42;V;;;;;;
B;070;551407;8;20040202 11:42;;;6;POWELL ST;NARRANDERA;2700;931.8;M;20031110;20031222;19500;Z;V;VACANT LAND;;ZN;;0;AA321637;
C;070;551407;8;20040202 11:42;52//842516;
D;070;551407;8;20040202 11:42;P;;;;;;
D;070;551407;8;20040202 11:42;P;;;;;;
D;070;551407;8;20040202 11:42;V;;;;;;
B;070;551442;9;20040202 11:42;;;22;RIVERINE ST;NARRANDERA;2700;374.5;M;20031120;20031219;136000;Z;R;RESIDENCE;;ZA;;0;AA347335;
C;070;551442;9;20040202 11:42;1//791596;
D;070;551442;9;20040202 11:42;P;;;;;;
D;070;551442;9;20040202 11:42;V;;;;;;
B;070;551774;10;20040202 11:42;;;4;WHITTON ST;NARRANDERA;2700;657.6;M;20031031;20031205;35000;Z;R;RESIDENCE;;ZC;;0;AA322470;
C;070;551774;10;20040202 11:42;18//228414;
D;070;551774;10;20040202 11:42;P;;;;;;
D;070;551774;10;20040202 11:42;V;;;;;;
B;070;3059837;11;20040202 11:42;THE WILD WOOD;;;STURT HWY;NARRANDERA;2700;178.4;H;20031205;20040105;300000;;3;FARM;;;;0;AA325876;
C;070;3059837;11;20040202 11:42;10//851484 . WS 070076 WB 18708;
D;070;3059837;11;20040202 11:42;P;;;;;;
D;070;3059837;11;20040202 11:42;P;;;;;;
D;070;3059837;11;20040202 11:42;V;;;;;;
Z;56;11;11;32;
