A;051;20050104 11:39;MASMITH;
B;051;504335;1;20050104 11:39;;;6;ARRAMAGONG ST;BAROOGA;3644;1112;M;20041101;20041206;240000;Z;R;RESIDENCE;;VB;;0;AB171090;
C;051;504335;1;20050104 11:39;26/248812;
D;051;504335;1;20050104 11:39;P;;;;;;
D;051;504335;1;20050104 11:39;P;;;;;;
D;051;504335;1;20050104 11:39;V;;;;;;
D;051;504335;1;20050104 11:39;V;;;;;;
B;051;504473;2;20050104 11:39;;;86;BUCHANANS RD;BAROOGA;3644;4312;M;20040824;20041112;130000;Z;R;RESIDENCE;;VB;;0;AB164554;
C;051;504473;2;20050104 11:39;2/394098;
D;051;504473;2;20050104 11:39;P;;;;;;
D;051;504473;2;20050104 11:39;P;;;;;;
D;051;504473;2;20050104 11:39;V;;;;;;
B;051;504477;3;20050104 11:39;;;35;BURKINSHAW ST;BAROOGA;3644;6100;M;20041208;20041210;165000;Z;V;VACANT LAND;;VB;;0;AB177231;
C;051;504477;3;20050104 11:39;192/752274;
D;051;504477;3;20050104 11:39;P;;;;;;
D;051;504477;3;20050104 11:39;P;;;;;;
D;051;504477;3;20050104 11:39;V;;;;;;
B;051;504874;4;20050104 11:39;;;25;VERMONT ST;BAROOGA;3644;1012;M;20040922;20041122;112000;Z;R;RESIDENCE;;VB;;0;AB167133;
C;051;504874;4;20050104 11:39;D/411802;
D;051;504874;4;20050104 11:39;P;;;;;;
D;051;504874;4;20050104 11:39;P;;;;;;
D;051;504874;4;20050104 11:39;V;;;;;;
B;051;504989;5;20050104 11:39;;;;MULWALA RD;BAROOGA;3644;2.025;H;20041011;20041201;349500;R;R;RESIDENCE;;VH;;0;AB154721;
C;051;504989;5;20050104 11:39;3/838952;
D;051;504989;5;20050104 11:39;P;;;;;;
D;051;504989;5;20050104 11:39;P;;;;;;
D;051;504989;5;20050104 11:39;V;;;;;;
B;051;505282;6;20050104 11:39;;;95;WOLLAMAI ST;FINLEY;2713;1448;M;20041103;20041201;189000;Z;R;RESIDENCE;;FA;;0;AB157093;
C;051;505282;6;20050104 11:39;1, 2/235945;
D;051;505282;6;20050104 11:39;P;;;;;;
D;051;505282;6;20050104 11:39;P;;;;;;
D;051;505282;6;20050104 11:39;V;;;;;;
B;051;505412;7;20050104 11:39;;;58;DENISON ST;FINLEY;2713;1012;M;20041102;20041119;120000;Z;R;RESIDENCE;;FC;;0;AB177222;
C;051;505412;7;20050104 11:39;B/402348;
D;051;505412;7;20050104 11:39;P;;;;;;
D;051;505412;7;20050104 11:39;V;;;;;;
D;051;505412;7;20050104 11:39;V;;;;;;
B;051;505780;8;20050104 11:39;;;66;MURRAY ST;FINLEY;2713;2791.8;M;20041019;20041201;145000;Z;R;RESIDENCE;;FA;;0;AB168181;
C;051;505780;8;20050104 11:39;1/329021 A/369107;
D;051;505780;8;20050104 11:39;P;;;;;;
D;051;505780;8;20050104 11:39;P;;;;;;
D;051;505780;8;20050104 11:39;V;;;;;;
D;051;505780;8;20050104 11:39;V;;;;;;
B;051;505816;9;20050104 11:39;;;178;MURRAY ST;FINLEY;2713;151.8;M;20041213;20041214;24369;Z;R;RESIDENCE;;FC;;0;AB178106;
C;051;505816;9;20050104 11:39;1/448932;
D;051;505816;9;20050104 11:39;P;;;;;;
D;051;505816;9;20050104 11:39;V;;;;;;
B;051;506039;10;20050104 11:39;;;2;HAMILTON ST;FINLEY;2713;1.075;H;20041011;20041123;341000;Z;V;VACANT LAND;;FL;;0;AB154370;
C;051;506039;10;20050104 11:39;166/752299 Suburban Holding 1921/12;
D;051;506039;10;20050104 11:39;P;;;;;;
D;051;506039;10;20050104 11:39;V;;;;;;
B;051;506797;11;20050104 11:39;;;113;JERILDERIE ST;BERRIGAN;2712;758.8;M;20041026;20041203;57500;Z;R;RESIDENCE;;BR;;0;AB169071;
C;051;506797;11;20050104 11:39;21/X/3041;
D;051;506797;11;20050104 11:39;P;;;;;;
D;051;506797;11;20050104 11:39;P;;;;;;
D;051;506797;11;20050104 11:39;V;;;;;;
D;051;506797;11;20050104 11:39;V;;;;;;
B;051;507518;12;20050104 11:39;;;2;BROWNE ST;TOCUMWAL;2714;1363;M;20040706;20040803;75000;Z;R;RESIDENCE;;TR;;0;AB171048;
C;051;507518;12;20050104 11:39;1/592313;
D;051;507518;12;20050104 11:39;P;;;;;;
D;051;507518;12;20050104 11:39;V;;;;;;
D;051;507518;12;20050104 11:39;V;;;;;;
B;051;2999852;13;20050104 11:39;;;16;RILEY CT;TOCUMWAL;2714;656.2;M;20041020;20041110;39500;Z;V;VACANT LAND;;TR;;0;AB161267;
C;051;2999852;13;20050104 11:39;50/1054776;
D;051;2999852;13;20050104 11:39;P;;;;;;
D;051;2999852;13;20050104 11:39;V;;;;;;
D;051;2999852;13;20050104 11:39;V;;;;;;
B;051;3113021;14;20050104 11:39;;;;HUTSONS RD;TOCUMWAL;2714;1620;M;20041006;20041105;44000;Z;V;VACANT LAND;;TR;;0;AB159230;
C;051;3113021;14;20050104 11:39;122/1070311;
D;051;3113021;14;20050104 11:39;P;;;;;;
D;051;3113021;14;20050104 11:39;P;;;;;;
D;051;3113021;14;20050104 11:39;V;;;;;;
B;051;3113022;15;20050104 11:39;;;;HUTSONS RD;TOCUMWAL;2714;1536;M;20040930;20041029;44000;Z;V;VACANT LAND;;TR;;0;AB177462;
C;051;3113022;15;20050104 11:39;123/1070311;
D;051;3113022;15;20050104 11:39;P;;;;;;
D;051;3113022;15;20050104 11:39;V;;;;;;
B;051;3122377;16;20050104 11:39;;;41;GOLF COURSE RD;BAROOGA;3644;2140;M;20040524;20041006;372500;;R;RESIDENCE;;;;0;AB158556;
C;051;3122377;16;20050104 11:39;222/1072495;
D;051;3122377;16;20050104 11:39;P;;;;;;
D;051;3122377;16;20050104 11:39;P;;;;;;
D;051;3122377;16;20050104 11:39;V;;;;;;
Z;82;16;16;48;
