A;245;20040202 12:00;PTHIRLWELL;
B;245;2650677;1;20040202 12:00;;;;DARKWOOD RD;MERRIWA;2329;249.23;H;20030929;20031223;365000;R;3;FARM;;RB;;0;AA328185;
C;245;2650677;1;20040202 12:00;94, 95, 96, 98, 99, 100//750739;
D;245;2650677;1;20040202 12:00;P;;;;;;
D;245;2650677;1;20040202 12:00;P;;;;;;
D;245;2650677;1;20040202 12:00;V;;;;;;
D;245;2650677;1;20040202 12:00;V;;;;;;
B;245;2650950;2;20040202 12:00;;;;CULLINGRAL ST;MERRIWA;2329;17.81;H;20031224;20031224;6700;R;3;;;RH;;0;AA310964;
C;245;2650950;2;20040202 12:00;7//750927;
D;245;2650950;2;20040202 12:00;P;;;;;;
D;245;2650950;2;20040202 12:00;P;;;;;;
D;245;2650950;2;20040202 12:00;P;;;;;;
D;245;2650950;2;20040202 12:00;P;;;;;;
D;245;2650950;2;20040202 12:00;P;;;;;;
D;245;2650950;2;20040202 12:00;V;;;;;;
B;245;2651004;3;20040202 12:00;;;277;AVOCADO RD;MERRIWA;2329;110.8;H;20030901;20031013;310000;R;R;RESIDENCE;;RJ;;0;AA342930;
C;245;2651004;3;20040202 12:00;2, 3//708650;
D;245;2651004;3;20040202 12:00;P;;;;;;
D;245;2651004;3;20040202 12:00;P;;;;;;
D;245;2651004;3;20040202 12:00;V;;;;;;
B;245;2651188;4;20040202 12:00;;;181;BETTINGTON ST;MERRIWA;2329;2023;M;20031121;20040109;90000;B;R;RESIDENCE;;CM;;0;AA336457;
C;245;2651188;4;20040202 12:00;10/10/758672;
D;245;2651188;4;20040202 12:00;P;;;;;;
D;245;2651188;4;20040202 12:00;V;;;;;;
B;245;2651301;5;20040202 12:00;;;;BRISBANE ST;MERRIWA;2329;807.2;M;20030822;20030822;6538;A;V;VACANT LAND;;SR;;0;AA351109;
C;245;2651301;5;20040202 12:00;26//262398;
D;245;2651301;5;20040202 12:00;P;;;;;;
D;245;2651301;5;20040202 12:00;V;;;;;;
B;245;2651449;6;20040202 12:00;;;2;MACARTNEY ST;MERRIWA;2329;1.3;H;20031119;20040107;120000;A;R;RESIDENCE;;SR;;0;AA329071;
C;245;2651449;6;20040202 12:00;D//17392 1//322869;
D;245;2651449;6;20040202 12:00;P;;;;;;
D;245;2651449;6;20040202 12:00;V;;;;;;
B;245;2651486;7;20040202 12:00;;;41;MACKENZIE ST;MERRIWA;2329;1290;M;20031204;20040115;98000;A;R;RESIDENCE;;SR;;0;AA357261;
C;245;2651486;7;20040202 12:00;23//233250;
D;245;2651486;7;20040202 12:00;P;;;;;;
D;245;2651486;7;20040202 12:00;P;;;;;;
D;245;2651486;7;20040202 12:00;V;;;;;;
D;245;2651486;7;20040202 12:00;V;;;;;;
B;245;2651674;8;20040202 12:00;;;22;WILLIAM ST;MERRIWA;2329;1286;M;20031118;20031219;9000;A;V;VACANT LAND;;SR;;0;AA347653;
C;245;2651674;8;20040202 12:00;3//262398;
D;245;2651674;8;20040202 12:00;P;;;;;;
D;245;2651674;8;20040202 12:00;V;;;;;;
B;245;2651679;9;20040202 12:00;;;32;WILLIAM ST;MERRIWA;2329;1010;M;20031118;20040107;12000;A;V;VACANT LAND;;SR;;0;AA342880;
C;245;2651679;9;20040202 12:00;9//262398;
D;245;2651679;9;20040202 12:00;P;;;;;;
D;245;2651679;9;20040202 12:00;V;;;;;;
B;245;2651681;10;20040202 12:00;;;38;WILLIAM ST;MERRIWA;2329;1695;M;20031118;20040107;12000;A;V;VACANT LAND;;SR;;0;AA342963;
C;245;2651681;10;20040202 12:00;11//262398;
D;245;2651681;10;20040202 12:00;P;;;;;;
D;245;2651681;10;20040202 12:00;V;;;;;;
Z;51;10;10;29;
