A;186;20050104 11:48;MASMITH;
B;186;1845857;1;20050104 11:48;;;81;BOURKE ST;GLEN INNES;2370;575.4;M;20041027;20041208;162000;A;R;RESIDENCE;;AB;;0;AB176024;
C;186;1845857;1;20050104 11:48;A/390051;
D;186;1845857;1;20050104 11:48;P;;;;;;
D;186;1845857;1;20050104 11:48;P;;;;;;
D;186;1845857;1;20050104 11:48;V;;;;;;
B;186;1846096;2;20050104 11:48;;;112;CHURCH ST;GLEN INNES;2370;758.8;M;20041108;20041208;78000;B;R;RESIDENCE;;BC;;0;AB167974;
C;186;1846096;2;20050104 11:48;2/544174;
D;186;1846096;2;20050104 11:48;P;;;;;;
D;186;1846096;2;20050104 11:48;V;;;;;;
B;186;1846659;3;20050104 11:48;;;;GRAFTON ST;GLEN INNES;2370;1722;M;20040831;20040902;22000;I;V;VACANT LAND;;XL;;0;AA987538;
C;186;1846659;3;20050104 11:48;17/1008237;
D;186;1846659;3;20050104 11:48;P;;;;;;
D;186;1846659;3;20050104 11:48;P;;;;;;
D;186;1846659;3;20050104 11:48;V;;;;;;
B;186;1847084;4;20050104 11:48;;;61;HUNTER ST;GLEN INNES;2370;777.8;M;20041025;20041206;175000;A;R;RESIDENCE;;AA;;0;AB153120;
C;186;1847084;4;20050104 11:48;5/24028;
D;186;1847084;4;20050104 11:48;P;;;;;;
D;186;1847084;4;20050104 11:48;P;;;;;;
D;186;1847084;4;20050104 11:48;V;;;;;;
B;186;1847163;5;20050104 11:48;;;57;LAMBETH ST;GLEN INNES;2370;872.1;M;20041112;20041207;150000;A;R;RESIDENCE;;AB;;0;AB166395;
C;186;1847163;5;20050104 11:48;21/602968;
D;186;1847163;5;20050104 11:48;P;;;;;;
D;186;1847163;5;20050104 11:48;V;;;;;;
D;186;1847163;5;20050104 11:48;V;;;;;;
B;186;1847255;6;20050104 11:48;;;150;LANG ST;GLEN INNES;2370;1353;M;20041112;20041207;153000;A;R;RESIDENCE;;AB;;0;AB153112;
C;186;1847255;6;20050104 11:48;2/348785;
D;186;1847255;6;20050104 11:48;P;;;;;;
D;186;1847255;6;20050104 11:48;V;;;;;;
B;186;1847701;7;20050104 11:48;;;34;MEADE ST;GLEN INNES;2370;1378;M;20041109;20041203;145000;A;R;RESIDENCE;;AE;;0;AB170219;
C;186;1847701;7;20050104 11:48;1/526495;
D;186;1847701;7;20050104 11:48;P;;;;;;
D;186;1847701;7;20050104 11:48;V;;;;;;
B;186;1847956;8;20050104 11:48;;;10;OXFORD ST;GLEN INNES;2370;686.7;M;20041109;20041207;195000;A;R;RESIDENCE;;AA;;0;AB154658;
C;186;1847956;8;20050104 11:48;7/202351;
D;186;1847956;8;20050104 11:48;P;;;;;;
D;186;1847956;8;20050104 11:48;V;;;;;;
B;186;1848077;9;20050104 11:48;;;298;RED RANGE RD;GLEN INNES;2370;2.326;H;20041005;20041215;30000;R;R;RESIDENCE;;RR;;0;AB176014;
C;186;1848077;9;20050104 11:48;2/247774;
D;186;1848077;9;20050104 11:48;P;;;;;;
D;186;1848077;9;20050104 11:48;P;;;;;;
D;186;1848077;9;20050104 11:48;V;;;;;;
B;186;3117649;10;20050104 11:48;;;;DERBY ST D & A INDUSTRIAL PARK;GLEN INNES;2370;1777;M;20041018;20041115;154000;I;R;RESIDENCE;;XL;;0;AB129843;
C;186;3117649;10;20050104 11:48;1/1071700;
D;186;3117649;10;20050104 11:48;P;;;;;;
D;186;3117649;10;20050104 11:48;P;;;;;;
D;186;3117649;10;20050104 11:48;V;;;;;;
B;186;3117650;11;20050104 11:48;;;;FERGUSON ST;GLEN INNES;2370;3766;M;20041018;20041115;154000;I;R;RESIDENCE;;XL;;0;AB129843;
C;186;3117650;11;20050104 11:48;2/1071700;
D;186;3117650;11;20050104 11:48;P;;;;;;
D;186;3117650;11;20050104 11:48;P;;;;;;
D;186;3117650;11;20050104 11:48;V;;;;;;
Z;53;11;11;29;
