A;134;20050104 11:44;MASMITH;
B;134;1292218;1;20050104 11:44;;21;115;ALT ST;ASHFIELD;2131;;;20040531;20041210;140000;;R;RESIDENCE;21;;;0;AB168638;
C;134;1292218;1;20050104 11:44;21/SP3415;
D;134;1292218;1;20050104 11:44;P;;;;;;
D;134;1292218;1;20050104 11:44;V;;;;;;
D;134;1292218;1;20050104 11:44;V;;;;;;
B;134;1292661;2;20050104 11:44;;18;28;ALT ST;ASHFIELD;2131;;;20041028;20041216;315000;;R;RESIDENCE;18;;;0;AB171768;
C;134;1292661;2;20050104 11:44;18/SP1102;
D;134;1292661;2;20050104 11:44;P;;;;;;
D;134;1292661;2;20050104 11:44;V;;;;;;
B;134;1292923;3;20050104 11:44;;;2;BARTLETT ST;SUMMER HILL;2130;;;20041030;20041208;622000;A;R;RESIDENCE;;EL;;0;AB169440;
C;134;1292923;3;20050104 11:44;1, 2/130562;
D;134;1292923;3;20050104 11:44;P;;;;;;
D;134;1292923;3;20050104 11:44;P;;;;;;
D;134;1292923;3;20050104 11:44;V;;;;;;
B;134;1293022;4;20050104 11:44;;;21;BARTON AVE;HABERFIELD;2045;;;20040922;20041213;1270000;A;R;RESIDENCE;;EH;;0;AB161202;
C;134;1293022;4;20050104 11:44;136/3855;
D;134;1293022;4;20050104 11:44;P;;;;;;
D;134;1293022;4;20050104 11:44;P;;;;;;
D;134;1293022;4;20050104 11:44;V;;;;;;
B;134;1293995;5;20050104 11:44;;;25;CARLISLE ST;ASHFIELD;2131;398.41;M;20041023;20041203;725000;A;R;RESIDENCE;;ES;;0;AB151245;
C;134;1293995;5;20050104 11:44;13/2777;
D;134;1293995;5;20050104 11:44;P;;;;;;
D;134;1293995;5;20050104 11:44;P;;;;;;
D;134;1293995;5;20050104 11:44;V;;;;;;
D;134;1293995;5;20050104 11:44;V;;;;;;
B;134;1295835;6;20050104 11:44;;;31;CROMWELL ST;CROYDON PARK;2133;464.4;M;20041009;20041122;590500;A;R;RESIDENCE;;ES;;0;AB161684;
C;134;1295835;6;20050104 11:44;10/965912;
D;134;1295835;6;20050104 11:44;P;;;;;;
D;134;1295835;6;20050104 11:44;P;;;;;;
D;134;1295835;6;20050104 11:44;V;;;;;;
B;134;1296033;7;20050104 11:44;;;10;CROYDON RD;CROYDON;2132;392;M;20041101;20041213;622000;A;R;RESIDENCE;;EG;;0;AB173193;
C;134;1296033;7;20050104 11:44;1/939614;
D;134;1296033;7;20050104 11:44;P;;;;;;
D;134;1296033;7;20050104 11:44;P;;;;;;
D;134;1296033;7;20050104 11:44;V;;;;;;
D;134;1296033;7;20050104 11:44;V;;;;;;
B;134;1297382;8;20050104 11:44;;;45;EMPIRE ST;HABERFIELD;2045;;;20041001;20041126;1100000;A;R;RESIDENCE;;EH;;0;AB154471;
C;134;1297382;8;20050104 11:44;115/4502;
D;134;1297382;8;20050104 11:44;P;;;;;;
D;134;1297382;8;20050104 11:44;P;;;;;;
D;134;1297382;8;20050104 11:44;V;;;;;;
D;134;1297382;8;20050104 11:44;V;;;;;;
D;134;1297382;8;20050104 11:44;V;;;;;;
B;134;1297406;9;20050104 11:44;;;1;EMPIRE ST;HABERFIELD;2045;;;20041112;20041216;875000;A;R;RESIDENCE;;EH;;0;AB179576;
C;134;1297406;9;20050104 11:44;136/4502;
D;134;1297406;9;20050104 11:44;P;;;;;;
D;134;1297406;9;20050104 11:44;P;;;;;;
D;134;1297406;9;20050104 11:44;V;;;;;;
B;134;1297528;10;20050104 11:44;;;8;FLORENCE ST;HURLSTONE PARK;2193;;;20041117;20041126;587000;A;R;RESIDENCE;;ES;;0;AB155758;
C;134;1297528;10;20050104 11:44;B/358898;
D;134;1297528;10;20050104 11:44;P;;;;;;
D;134;1297528;10;20050104 11:44;V;;;;;;
D;134;1297528;10;20050104 11:44;V;;;;;;
B;134;1297945;11;20050104 11:44;;;76;GEORGES RIVER RD;CROYDON PARK;2133;;;20041023;20041206;626000;A;R;RESIDENCE;;EM;;0;AB176264;
C;134;1297945;11;20050104 11:44;117/9804;
