A;062;20050104 11:39;MASMITH;
B;062;535270;1;20050104 11:39;;;;PH BOOROOBANILLY;JERILDERIE;2716;8587;M;20030819;20030910;18000;R;3;FARMLET;;RX;;0;AB177266;
C;062;535270;1;20050104 11:39;3/395229;
D;062;535270;1;20050104 11:39;P;;;;;;
D;062;535270;1;20050104 11:39;V;;;;;;
B;062;535301;2;20050104 11:39;;;;CARNARNEY FARM;JERILDERIE;2716;2131.2;H;20031208;20041215;1109400;R;V;VACANT LAND;;RP;;0;AB159746;
C;062;535301;2;20050104 11:39;1/134526 32, 38, 46, 47, 48, 49, 50, 54, 55, 56, 57, 58, 59, 60/756401;
C;062;535301;2;20050104 11:39; 57, 60/756425 . . . . Road Permit 1901/4 Enclosure Permit 28094 Enclo;
C;062;535301;2;20050104 11:39;sure Permit 28101 WS 70160 Enclosure Permit 28557;
D;062;535301;2;20050104 11:39;P;;;;;;
D;062;535301;2;20050104 11:39;V;;;;;;
B;062;535791;3;20050104 11:39;;;13;MAHONGA ST;JERILDERIE;2716;825.8;M;20041116;20041214;58000;Z;R;RESIDENCE;;ZA;;0;AB173547;
C;062;535791;3;20050104 11:39;25/588895;
D;062;535791;3;20050104 11:39;P;;;;;;
D;062;535791;3;20050104 11:39;V;;;;;;
D;062;535791;3;20050104 11:39;V;;;;;;
B;062;2863126;4;20050104 11:39;;;;BOREMA RD;COLEAMBALLY;2707;442;H;20040727;20041103;65040;R;3;FARM;;RA;;0;AB97413;
C;062;2863126;4;20050104 11:39;164/756457 2/1010116 CIA;
D;062;2863126;4;20050104 11:39;P;;;;;;
D;062;2863126;4;20050104 11:39;P;;;;;;
D;062;2863126;4;20050104 11:39;V;;;;;;
D;062;2863126;4;20050104 11:39;V;;;;;;
B;062;2863126;5;20050104 11:39;;;;BOREMA RD;COLEAMBALLY;2707;442;H;20031010;20041104;76700;R;3;FARM;;RA;;0;AB164415;
C;062;2863126;5;20050104 11:39;164/756457 2/1010116 CIA;
D;062;2863126;5;20050104 11:39;P;;;;;;
D;062;2863126;5;20050104 11:39;P;;;;;;
D;062;2863126;5;20050104 11:39;V;;;;;;
D;062;2863126;5;20050104 11:39;V;;;;;;
Z;29;5;7;15;
