A;192;20040202 11:54;PTHIRLWELL;
B;192;1864587;1;20040202 11:54;;;40;BOONERY RD;MOREE;2400;1200;M;20031111;20031216;370000;A;R;RESIDENCE;;MG;;0;AA343930;
C;192;1864587;1;20040202 11:54;3//807590;
D;192;1864587;1;20040202 11:54;P;;;;;;
D;192;1864587;1;20040202 11:54;P;;;;;;
D;192;1864587;1;20040202 11:54;V;;;;;;
B;192;1865130;2;20040202 11:54;;;1;CONDOR CRES;MOREE;2400;765.1;M;20031028;20031209;112000;A;R;RESIDENCE;;MD;;0;AA354236;
C;192;1865130;2;20040202 11:54;22//207669;
D;192;1865130;2;20040202 11:54;P;;;;;;
D;192;1865130;2;20040202 11:54;P;;;;;;
D;192;1865130;2;20040202 11:54;V;;;;;;
B;192;1865300;3;20040202 11:54;;;12;DOVER ST;MOREE;2400;1012;M;20031127;20040109;102000;A;R;RESIDENCE;;MB;;0;AA332790;
C;192;1865300;3;20040202 11:54;1//209417;
D;192;1865300;3;20040202 11:54;P;;;;;;
D;192;1865300;3;20040202 11:54;V;;;;;;
B;192;1865359;4;20040202 11:54;;;13;DOVER ST;MOREE;2400;1012;M;20031126;20031217;132500;A;R;RESIDENCE;;MB;;0;AA325858;
C;192;1865359;4;20040202 11:54;1//954408;
D;192;1865359;4;20040202 11:54;P;;;;;;
D;192;1865359;4;20040202 11:54;V;;;;;;
B;192;1865599;5;20040202 11:54;;;458;FROME ST;MOREE;2400;2687;M;20031022;20031203;377500;I;3;SHOP;;DA;;0;AA345813;
C;192;1865599;5;20040202 11:54;2//224392;
D;192;1865599;5;20040202 11:54;P;;;;;;
D;192;1865599;5;20040202 11:54;P;;;;;;
D;192;1865599;5;20040202 11:54;V;;;;;;
B;192;1865662;6;20040202 11:54;;;11;FROME ST;MOREE;2400;766.4;M;20031104;20031216;245000;B;R;RESIDENCE;;BD;;0;AA313434;
C;192;1865662;6;20040202 11:54;9B//150500;
D;192;1865662;6;20040202 11:54;P;;;;;;
D;192;1865662;6;20040202 11:54;P;;;;;;
D;192;1865662;6;20040202 11:54;V;;;;;;
B;192;1865726;7;20040202 11:54;;;14;GEORGE ST;MOREE;2400;809.4;M;20031029;20031204;35000;A;R;RESIDENCE;;MM;;0;AA323620;
C;192;1865726;7;20040202 11:54;34//30028;
D;192;1865726;7;20040202 11:54;P;;;;;;
D;192;1865726;7;20040202 11:54;P;;;;;;
D;192;1865726;7;20040202 11:54;V;;;;;;
B;192;1867198;8;20040202 11:54;;;13;WARATAH ST;MOREE;2400;1526;M;20031202;20040116;74000;A;V;VACANT LAND;;MG;;0;AA351211;
C;192;1867198;8;20040202 11:54;8//1015881;
D;192;1867198;8;20040202 11:54;P;;;;;;
D;192;1867198;8;20040202 11:54;P;;;;;;
D;192;1867198;8;20040202 11:54;V;;;;;;
B;192;1867227;9;20040202 11:54;;;350;WARIALDA ST;MOREE;2400;790.4;M;20030729;20030909;113500;A;R;RESIDENCE;;MB;;0;AA331483;
C;192;1867227;9;20040202 11:54;7//37950;
D;192;1867227;9;20040202 11:54;P;;;;;;
D;192;1867227;9;20040202 11:54;V;;;;;;
B;192;1867312;10;20040202 11:54;;;11;WATTLE CRES;MOREE;2400;815.7;M;20031125;20031219;120000;A;R;RESIDENCE;;MA;;0;AA317032;
C;192;1867312;10;20040202 11:54;6//32245;
D;192;1867312;10;20040202 11:54;P;;;;;;
D;192;1867312;10;20040202 11:54;V;;;;;;
B;192;1867762;11;20040202 11:54;;;22;WIRRAH ST;MUNGINDI;2406;1138;M;20031126;20031218;28000;A;R;RESIDENCE;;VM;;0;AA323101;
C;192;1867762;11;20040202 11:54;1//333476 A//333582;
D;192;1867762;11;20040202 11:54;P;;;;;;
