A;239;20040202 12:00;PTHIRLWELL;
B;239;2635162;1;20040202 12:00;;;56;DARLING ST;BOURKE;2840;910.5;M;20031127;20031215;45000;A;R;RESIDENCE;;AE;;0;AA341803;
C;239;2635162;1;20040202 12:00;25//36335;
D;239;2635162;1;20040202 12:00;P;;;;;;
D;239;2635162;1;20040202 12:00;P;;;;;;
D;239;2635162;1;20040202 12:00;V;;;;;;
B;239;2635288;2;20040202 12:00;;;17;HOPE ST;BOURKE;2840;1518;M;20031017;20031107;43000;A;R;RESIDENCE;;AG;;0;AA299646;
C;239;2635288;2;20040202 12:00;2//350409;
D;239;2635288;2;20040202 12:00;P;;;;;;
D;239;2635288;2;20040202 12:00;V;;;;;;
B;239;2635817;3;20040202 12:00;;;;STURT ST;BOURKE;2840;;;20031114;20031223;30000;A;R;RESIDENCE;;AJ;;0;AA333213;
C;239;2635817;3;20040202 12:00;1//209414;
D;239;2635817;3;20040202 12:00;P;;;;;;
D;239;2635817;3;20040202 12:00;V;;;;;;
B;239;2635925;4;20040202 12:00;;;40;TUDOR ST;BOURKE;2840;1518;M;20031118;20031218;90000;A;R;RESIDENCE;;AJ;;0;AA326242;
C;239;2635925;4;20040202 12:00;12/37/758144 2//910619;
D;239;2635925;4;20040202 12:00;P;;;;;;
D;239;2635925;4;20040202 12:00;P;;;;;;
D;239;2635925;4;20040202 12:00;V;;;;;;
B;239;2635993;5;20040202 12:00;;;2;WORTUMERTIE ST;BOURKE;2840;1012;M;20031128;20031223;70000;A;R;RESIDENCE;;AJ;;0;AA351014;
C;239;2635993;5;20040202 12:00;20/33/758144;
D;239;2635993;5;20040202 12:00;P;;;;;;
D;239;2635993;5;20040202 12:00;V;;;;;;
Z;24;5;5;12;
