A;254;20050104 11:53;MASMITH;
B;254;2683696;1;20050104 11:53;;;LOT39;WONDABYNE;WARREN;2824;219.2;H;20040929;20041207;394000;R;R;RESIDENCE;;LW;;0;AB153375;
C;254;2683696;1;20050104 11:53;39/753466 Permissive Occupancy pumpsite 3m x 3m;
D;254;2683696;1;20050104 11:53;P;;;;;;
D;254;2683696;1;20050104 11:53;V;;;;;;
B;254;2683950;2;20050104 11:53;;;10;BOSS AVE;WARREN;2824;663.9;M;20041007;20041119;60000;Z;R;RESIDENCE;;AE;;0;AB139312;
C;254;2683950;2;20050104 11:53;10/219424;
D;254;2683950;2;20050104 11:53;P;;;;;;
D;254;2683950;2;20050104 11:53;P;;;;;;
D;254;2683950;2;20050104 11:53;V;;;;;;
B;254;2684075;3;20050104 11:53;;;48;CHESTER ST;WARREN;2824;;;20041019;20041130;130000;Z;R;RESIDENCE;;AE;;0;AB167849;
C;254;2684075;3;20050104 11:53;1/922061;
D;254;2684075;3;20050104 11:53;P;;;;;;
D;254;2684075;3;20050104 11:53;V;;;;;;
D;254;2684075;3;20050104 11:53;V;;;;;;
Z;16;3;3;8;
