A;089;20040202 11:44;PTHIRLWELL;
B;089;803766;1;20040202 11:44;;;15;ADDERTON RD;DUNDAS;2117;;;20030519;20031217;600000;A;R;RESIDENCE;;KA;;0;AA316657;
C;089;803766;1;20040202 11:44;C//376599;
D;089;803766;1;20040202 11:44;P;;;;;;
D;089;803766;1;20040202 11:44;V;;;;;;
B;089;803838;2;20040202 11:44;;8;5;AIRD ST;PARRAMATTA;2150;;;20031216;20040127;180000;;3;OFFICE;8;;;0;AA358407;
C;089;803838;2;20040202 11:44;8//SP 20716;
D;089;803838;2;20040202 11:44;P;;;;;;
D;089;803838;2;20040202 11:44;V;;;;;;
B;089;803981;3;20040202 11:44;;;24;ALBERT ST;GRANVILLE;2142;512.2;M;20030508;20030619;300000;A;R;RESIDENCE;;CX;;0;AA347676;
C;089;803981;3;20040202 11:44;A2//159573;
D;089;803981;3;20040202 11:44;P;;;;;;
D;089;803981;3;20040202 11:44;P;;;;;;
D;089;803981;3;20040202 11:44;V;;;;;;
B;089;804216;4;20040202 11:44;;6;23;ALBERT ST;NORTH PARRAMATTA;2151;;;20031024;20031212;348000;;R;RESIDENCE;6;;;0;AA347281;
C;089;804216;4;20040202 11:44;6//SP 54403;
D;089;804216;4;20040202 11:44;P;;;;;;
D;089;804216;4;20040202 11:44;V;;;;;;
B;089;804216;5;20040202 11:44;;7;23;ALBERT ST;NORTH PARRAMATTA;2151;;;20031120;20040112;330000;;R;RESIDENCE;7;;;0;AA337615;
C;089;804216;5;20040202 11:44;7//SP 54403;
D;089;804216;5;20040202 11:44;P;;;;;;
D;089;804216;5;20040202 11:44;P;;;;;;
D;089;804216;5;20040202 11:44;V;;;;;;
B;089;804568;6;20040202 11:44;;;102;ALFRED ST;GRANVILLE;2142;1537;M;20030813;20031215;1710000;A;R;RESIDENCE;;KA;;0;AA309419;
C;089;804568;6;20040202 11:44;A//341834;
D;089;804568;6;20040202 11:44;P;;;;;;
D;089;804568;6;20040202 11:44;V;;;;;;
B;089;804702;7;20040202 11:44;;1;62;ALICE ST;HARRIS PARK;2150;;;20031111;20031222;237000;;R;RESIDENCE;1;;;0;AA336858;
C;089;804702;7;20040202 11:44;1//SP 6759;
D;089;804702;7;20040202 11:44;P;;;;;;
D;089;804702;7;20040202 11:44;V;;;;;;
B;089;804702;8;20040202 11:44;;1;62;ALICE ST;HARRIS PARK;2150;;;20031111;20031222;237000;;R;RESIDENCE;20;;;0;AA336858;
C;089;804702;8;20040202 11:44;20//SP 6759;
D;089;804702;8;20040202 11:44;P;;;;;;
D;089;804702;8;20040202 11:44;V;;;;;;
B;089;805552;9;20040202 11:44;;;23;ARROW LANE;TOONGABBIE;2146;132.8;M;20031111;20031223;305000;B;R;RESIDENCE;;SS;;0;AA347854;
C;089;805552;9;20040202 11:44;31//218355;
D;089;805552;9;20040202 11:44;P;;;;;;
D;089;805552;9;20040202 11:44;V;;;;;;
B;089;806494;10;20040202 11:44;;;113;BALLANDELLA RD;TOONGABBIE;2146;569.1;M;20031112;20031115;462000;A;R;RESIDENCE;;BQ;;0;AA351180;
C;089;806494;10;20040202 11:44;7//26373;
D;089;806494;10;20040202 11:44;P;;;;;;
D;089;806494;10;20040202 11:44;P;;;;;;
D;089;806494;10;20040202 11:44;V;;;;;;
B;089;806916;11;20040202 11:44;;;26;BARNEY ST;NORTH PARRAMATTA;2151;538.9;M;20031118;20040106;430000;A;R;RESIDENCE;;AV;;0;AA323561;
C;089;806916;11;20040202 11:44;33//741512;
D;089;806916;11;20040202 11:44;P;;;;;;
D;089;806916;11;20040202 11:44;P;;;;;;
D;089;806916;11;20040202 11:44;V;;;;;;
D;089;806916;11;20040202 11:44;V;;;;;;
B;089;807220;12;20040202 11:44;;4;12;BELLEVUE ST;NORTH PARRAMATTA;2151;;;20030731;20030917;288000;;R;RESIDENCE;4;;;0;AA345378;
C;089;807220;12;20040202 11:44;4//SP 8957;
D;089;807220;12;20040202 11:44;P;;;;;;
D;089;807220;12;20040202 11:44;P;;;;;;
D;089;807220;12;20040202 11:44;V;;;;;;
B;089;807731;13;20040202 11:44;;;25;BENNETTS RD E;DUNDAS;2117;562.8;M;20030716;20030822;450000;A;R;RESIDENCE;;AK;;0;AA326153;
C;089;807731;13;20040202 11:44;39//36662;
D;089;807731;13;20040202 11:44;P;;;;;;
D;089;807731;13;20040202 11:44;V;;;;;;
D;089;807731;13;20040202 11:44;V;;;;;;
