A;123;20050104 11:44;MASMITH;
B;123;1262794;1;20050104 11:44;;;;GREYWACKE RD TWENTY FORESTS;OBERON;2787;40.48;H;20041102;20041214;400586;R;3;FARM;;CD;;0;AB164134;
C;123;1262794;1;20050104 11:44;18/241931;
D;123;1262794;1;20050104 11:44;P;;;;;;
D;123;1262794;1;20050104 11:44;V;;;;;;
B;123;1262795;2;20050104 11:44;;;;GREYWACKE RD TWENTY FORESTS;OBERON;2787;40.47;H;20041102;20041214;400586;R;3;FARM;;CD;;0;AB164134;
C;123;1262795;2;20050104 11:44;19/241931;
D;123;1262795;2;20050104 11:44;P;;;;;;
D;123;1262795;2;20050104 11:44;V;;;;;;
B;123;1262884;3;20050104 11:44;;;962;HAZELGROVE RD;OBERON;2787;15.61;H;20041103;20041215;200000;R;R;RESIDENCE;;NC;;0;AB163047;
C;123;1262884;3;20050104 11:44;23/633618;
D;123;1262884;3;20050104 11:44;P;;;;;;
D;123;1262884;3;20050104 11:44;P;;;;;;
D;123;1262884;3;20050104 11:44;V;;;;;;
B;123;1263130;4;20050104 11:44;;;20;GINGKIN RD;EDITH;2787;59.4;H;20041209;20041209;200000;R;3;FARM;;CD;;0;AB167835;
C;123;1263130;4;20050104 11:44;18, 21, 28, 39/757050;
D;123;1263130;4;20050104 11:44;P;;;;;;
D;123;1263130;4;20050104 11:44;V;;;;;;
D;123;1263130;4;20050104 11:44;V;;;;;;
B;123;1263215;5;20050104 11:44;;;;PH DUCKMALOI;OBERON;2787;114.4;H;20041103;20041216;7905000;R;3;FARM;;CT;;0;AB172348;
C;123;1263215;5;20050104 11:44;2/568935;
D;123;1263215;5;20050104 11:44;P;;;;;;
D;123;1263215;5;20050104 11:44;V;;;;;;
B;123;1263419;6;20050104 11:44;;;;GREYWACKE RD;ESSINGTON;2795;40.51;H;20041103;20041215;333930;R;3;FARM;;ND;;0;AB173137;
C;123;1263419;6;20050104 11:44;6/241930;
D;123;1263419;6;20050104 11:44;P;;;;;;
D;123;1263419;6;20050104 11:44;V;;;;;;
B;123;1263422;7;20050104 11:44;;;;GREYWACKE RD;ESSINGTON;2795;41.12;H;20041101;20041213;260761;R;3;FARM;;ND;;0;AB158061;
C;123;1263422;7;20050104 11:44;9/241930;
D;123;1263422;7;20050104 11:44;P;;;;;;
D;123;1263422;7;20050104 11:44;V;;;;;;
B;123;1263991;8;20050104 11:44;;;5;ALBERT ST;OBERON;2787;944.1;M;20041102;20041207;140000;Z;R;RESIDENCE;;ZA;;0;AB172865;
C;123;1263991;8;20050104 11:44;24/594003;
D;123;1263991;8;20050104 11:44;P;;;;;;
D;123;1263991;8;20050104 11:44;V;;;;;;
B;123;1264026;9;20050104 11:44;;;56;BALFOUR ST;OBERON;2787;766.4;M;20041022;20041126;126500;Z;R;RESIDENCE;;ZA;;0;AB161193;
C;123;1264026;9;20050104 11:44;3/251103;
D;123;1264026;9;20050104 11:44;P;;;;;;
D;123;1264026;9;20050104 11:44;V;;;;;;
B;123;1264233;10;20050104 11:44;;;25;CARRINGTON AVE;OBERON;2787;1081;M;20041117;20041210;171000;Z;R;RESIDENCE;;ZA;;0;AB167477;
C;123;1264233;10;20050104 11:44;18/B/2364;
D;123;1264233;10;20050104 11:44;P;;;;;;
D;123;1264233;10;20050104 11:44;P;;;;;;
D;123;1264233;10;20050104 11:44;V;;;;;;
B;123;1264238;11;20050104 11:44;;;37;CARRINGTON AVE;OBERON;2787;1081;M;20041014;20041203;145000;Z;R;RESIDENCE;;ZA;;0;AB169784;
C;123;1264238;11;20050104 11:44;25/B/2364;
D;123;1264238;11;20050104 11:44;P;;;;;;
D;123;1264238;11;20050104 11:44;V;;;;;;
D;123;1264238;11;20050104 11:44;V;;;;;;
B;123;1264312;12;20050104 11:44;;;105;CURTIS ST;OBERON;2787;923.2;M;20041110;20041206;75000;Z;V;VACANT LAND;;ZA;;0;AB162311;
C;123;1264312;12;20050104 11:44;2/507404;
D;123;1264312;12;20050104 11:44;P;;;;;;
D;123;1264312;12;20050104 11:44;P;;;;;;
D;123;1264312;12;20050104 11:44;V;;;;;;
B;123;1265274;13;20050104 11:44;;;P66;DP753051;OBERON;2787;33.99;H;20041103;20041215;76950;R;3;FARM;;SD;;0;AB172823;
C;123;1265274;13;20050104 11:44;66/753051;
D;123;1265274;13;20050104 11:44;P;;;;;;
D;123;1265274;13;20050104 11:44;V;;;;;;
B;123;2949252;14;20050104 11:44;;;LOT1;DP739155;JEREMY;2795;179.4;H;20041103;20041216;7905000;R;3;FARM;;CT;;0;AB172348;
C;123;2949252;14;20050104 11:44;3/1042878;
D;123;2949252;14;20050104 11:44;P;;;;;;
D;123;2949252;14;20050104 11:44;V;;;;;;
B;123;2949254;15;20050104 11:44;;;;BASTARD POINT RD;EDITH;2787;332.3;H;20041103;20041216;7905000;R;3;FARM;;CT;;0;AB172348;
C;123;2949254;15;20050104 11:44;5/1042878;
D;123;2949254;15;20050104 11:44;P;;;;;;
D;123;2949254;15;20050104 11:44;V;;;;;;
B;123;3079666;16;20050104 11:44;;;77;NORTH ST;OBERON;2787;1416;M;20041115;20041202;60000;Z;V;VACANT LAND;;ZA;;0;AB170146;
C;123;3079666;16;20050104 11:44;44/1009069;
D;123;3079666;16;20050104 11:44;P;;;;;;
D;123;3079666;16;20050104 11:44;V;;;;;;
D;123;3079666;16;20050104 11:44;V;;;;;;
B;123;3095869;17;20050104 11:44;;;;JENOLAN CAVES RD;JENOLAN;2790;186.6;H;20041122;20041216;1139000;R;3;FARM;;CT;;0;AB172347;
C;123;3095869;17;20050104 11:44;134/1065349;
D;123;3095869;17;20050104 11:44;P;;;;;;
D;123;3095869;17;20050104 11:44;V;;;;;;
Z;76;17;17;40;
