A;093;20040202 11:45;PTHIRLWELL;
B;093;976388;1;20040202 11:45;;;22;ALEXANDER RD;AVALON;2107;594.4;M;20031021;20031021;320000;A;R;RESIDENCE;;HD;;0;AA348462;
C;093;976388;1;20040202 11:45;71//17189;
D;093;976388;1;20040202 11:45;P;;;;;;
D;093;976388;1;20040202 11:45;P;;;;;;
D;093;976388;1;20040202 11:45;V;;;;;;
B;093;976589;2;20040202 11:45;;;16;ALLEYNE AVE;NORTH NARRABEEN;2101;695.6;M;20031122;20040116;640000;A;R;RESIDENCE;;HF;;0;AA349394;
C;093;976589;2;20040202 11:45;34//7593;
D;093;976589;2;20040202 11:45;P;;;;;;
D;093;976589;2;20040202 11:45;P;;;;;;
D;093;976589;2;20040202 11:45;V;;;;;;
D;093;976589;2;20040202 11:45;V;;;;;;
B;093;977220;3;20040202 11:45;PITTWATER PALMS;53;82;AVALON PDE;AVALON;2107;;;20031216;20040116;460000;;R;RESIDENCE;53;;;0;AA345327;
C;093;977220;3;20040202 11:45;53//SP 32247;
D;093;977220;3;20040202 11:45;P;;;;;;
D;093;977220;3;20040202 11:45;P;;;;;;
D;093;977220;3;20040202 11:45;V;;;;;;
B;093;977721;4;20040202 11:45;;;23;BAROONA RD;CHURCH POINT;2105;3709;M;20030613;20031020;2000000;R;R;RESIDENCE;;RB;;0;AA141462;
C;093;977721;4;20040202 11:45;4//567442;
D;093;977721;4;20040202 11:45;P;;;;;;
D;093;977721;4;20040202 11:45;P;;;;;;
D;093;977721;4;20040202 11:45;V;;;;;;
B;093;977973;5;20040202 11:45;;5;702;BARRENJOEY RD;AVALON;2107;;;20031120;20031222;370000;;R;RESIDENCE;5;;;0;AA307060;
C;093;977973;5;20040202 11:45;5//SP 3095;
D;093;977973;5;20040202 11:45;P;;;;;;
D;093;977973;5;20040202 11:45;P;;;;;;
D;093;977973;5;20040202 11:45;V;;;;;;
D;093;977973;5;20040202 11:45;V;;;;;;
