A;004;20050104 11:37;MASMITH;
B;004;96874;1;20050104 11:37;;;29;ROBERT ST;ARGENTON;2284;;;20041028;20041126;238000;A;R;RESIDENCE;;CB;;0;AB157721;
C;004;96874;1;20050104 11:37;7/4/12348;
D;004;96874;1;20050104 11:37;P;;;;;;
D;004;96874;1;20050104 11:37;P;;;;;;
D;004;96874;1;20050104 11:37;V;;;;;;
D;004;96874;1;20050104 11:37;V;;;;;;
B;004;96996;2;20050104 11:37;;;42 A;ALTON RD;COORANBONG;2265;908.8;M;20041110;20041210;300000;A;R;RESIDENCE;;NJ;;0;AB163186;
C;004;96996;2;20050104 11:37;3/794096;
D;004;96996;2;20050104 11:37;P;;;;;;
D;004;96996;2;20050104 11:37;P;;;;;;
D;004;96996;2;20050104 11:37;V;;;;;;
D;004;96996;2;20050104 11:37;V;;;;;;
B;004;97779;3;20050104 11:37;;;10;CARLISLE ROW;FISHING POINT;2283;695.6;M;20041109;20041202;267000;A;R;RESIDENCE;;MG;;0;AB154641;
C;004;97779;3;20050104 11:37;74/11539;
D;004;97779;3;20050104 11:37;P;;;;;;
D;004;97779;3;20050104 11:37;V;;;;;;
D;004;97779;3;20050104 11:37;V;;;;;;
B;004;98203;4;20050104 11:37;;;14;ANCHOR CL;BELMONT;2280;667.8;M;20041119;20041213;460000;A;R;RESIDENCE;;JB;;0;AB169825;
C;004;98203;4;20050104 11:37;306/803798;
D;004;98203;4;20050104 11:37;P;;;;;;
D;004;98203;4;20050104 11:37;V;;;;;;
D;004;98203;4;20050104 11:37;V;;;;;;
B;004;98450;5;20050104 11:37;;;22;BELL ST;BELMONT NORTH;2280;828.3;M;20040719;20040830;320000;A;R;RESIDENCE;;JE;;0;AB164185;
C;004;98450;5;20050104 11:37;14/222103;
D;004;98450;5;20050104 11:37;P;;;;;;
D;004;98450;5;20050104 11:37;V;;;;;;
D;004;98450;5;20050104 11:37;V;;;;;;
B;004;98607;6;20050104 11:37;;;12;BROOKS PDE;BELMONT;2280;990.74;M;20041209;20041209;390000;B;R;RESIDENCE;;TA;;0;AB160629;
C;004;98607;6;20050104 11:37;5/666904;
D;004;98607;6;20050104 11:37;P;;;;;;
D;004;98607;6;20050104 11:37;V;;;;;;
B;004;99182;7;20050104 11:37;;;44;DALRYMPLE ST;JEWELLS;2280;670;M;20041006;20041201;340000;A;R;RESIDENCE;;JF;;0;AB172430;
C;004;99182;7;20050104 11:37;161/245177;
D;004;99182;7;20050104 11:37;P;;;;;;
D;004;99182;7;20050104 11:37;P;;;;;;
D;004;99182;7;20050104 11:37;V;;;;;;
B;004;99801;8;20050104 11:37;;;6;DALTON CL;BELMONT NORTH;2280;;;20041029;20041203;290000;A;R;RESIDENCE;;JF;;0;AB162838;
C;004;99801;8;20050104 11:37;61/241833;
D;004;99801;8;20050104 11:37;P;;;;;;
D;004;99801;8;20050104 11:37;P;;;;;;
D;004;99801;8;20050104 11:37;V;;;;;;
D;004;99801;8;20050104 11:37;V;;;;;;
B;004;100078;9;20050104 11:37;;;12;GILSMERE ST;JEWELLS;2280;;;20041111;20041216;395000;A;R;RESIDENCE;;JF;;0;AB176674;
C;004;100078;9;20050104 11:37;128/248136;
D;004;100078;9;20050104 11:37;P;;;;;;
D;004;100078;9;20050104 11:37;P;;;;;;
D;004;100078;9;20050104 11:37;V;;;;;;
D;004;100078;9;20050104 11:37;V;;;;;;
B;004;101518;10;20050104 11:37;;;24;MACQUARIE ST;BELMONT;2280;347.8;M;20041110;20041215;315000;B;3;OFFICE;;TA;;0;AB177110;
C;004;101518;10;20050104 11:37;1/318716;
D;004;101518;10;20050104 11:37;P;;;;;;
D;004;101518;10;20050104 11:37;V;;;;;;
B;004;102570;11;20050104 11:37;;;282;PACIFIC HWY;BELMONT NORTH;2280;531.1;M;20041110;20041213;264000;A;R;RESIDENCE;;JE;;0;AB179875;
C;004;102570;11;20050104 11:37;12/21589;
D;004;102570;11;20050104 11:37;P;;;;;;
D;004;102570;11;20050104 11:37;P;;;;;;
D;004;102570;11;20050104 11:37;V;;;;;;
D;004;102570;11;20050104 11:37;V;;;;;;
B;004;103477;12;20050104 11:37;;;9;STANLEY ST;BELMONT;2280;556.4;M;20041028;20041202;375500;A;R;RESIDENCE;;JA;;0;AB153078;
C;004;103477;12;20050104 11:37;66/17386;
D;004;103477;12;20050104 11:37;P;;;;;;
D;004;103477;12;20050104 11:37;V;;;;;;
D;004;103477;12;20050104 11:37;V;;;;;;
B;004;103690;13;20050104 11:37;;;16;THOMPSON ST;BELMONT SOUTH;2280;;;20041109;20041215;333000;A;R;RESIDENCE;;JH;;0;AB174077;
C;004;103690;13;20050104 11:37;19/S/1925;
D;004;103690;13;20050104 11:37;P;;;;;;
D;004;103690;13;20050104 11:37;P;;;;;;
D;004;103690;13;20050104 11:37;V;;;;;;
D;004;103690;13;20050104 11:37;V;;;;;;
B;004;105305;14;20050104 11:37;;;25;SOUTH PDE;BLACKALLS PARK;2283;;;20041105;20041217;276000;B;R;RESIDENCE;;TK;;0;AB174226;
C;004;105305;14;20050104 11:37;A/335651;
D;004;105305;14;20050104 11:37;P;;;;;;
D;004;105305;14;20050104 11:37;P;;;;;;
D;004;105305;14;20050104 11:37;V;;;;;;
B;004;105595;15;20050104 11:37;;;4;CABBAGE TREE PALM CRES;PELICAN;2281;684.7;M;20040920;20041015;364000;A;R;RESIDENCE;;JS;;0;AB158654;
C;004;105595;15;20050104 11:37;58/257380;
D;004;105595;15;20050104 11:37;P;;;;;;
D;004;105595;15;20050104 11:37;V;;;;;;
D;004;105595;15;20050104 11:37;V;;;;;;
B;004;105629;16;20050104 11:37;;;3;CARAWA ST;BLACKSMITHS;2281;556.4;M;20041102;20041213;505000;A;R;RESIDENCE;;JN;;0;AB170522;
C;004;105629;16;20050104 11:37;10/250582;
D;004;105629;16;20050104 11:37;P;;;;;;
D;004;105629;16;20050104 11:37;P;;;;;;
D;004;105629;16;20050104 11:37;V;;;;;;
B;004;107539;17;20050104 11:37;;;109;BERKELEY ST;SPEERS POINT;2284;442.6;M;20041029;20041202;282500;A;R;RESIDENCE;;DC;;0;AB162115;
C;004;107539;17;20050104 11:37;3/509387;
D;004;107539;17;20050104 11:37;P;;;;;;
D;004;107539;17;20050104 11:37;V;;;;;;
B;004;107895;18;20050104 11:37;;;2;EIGHTH ST;SPEERS POINT;2284;417.3;M;20040924;20041209;290000;A;R;RESIDENCE;;CE;;0;AB160425;
C;004;107895;18;20050104 11:37;37/9465;
D;004;107895;18;20050104 11:37;P;;;;;;
D;004;107895;18;20050104 11:37;V;;;;;;
B;004;108138;19;20050104 11:37;;;31;FIFTH ST;BOOLAROO;2284;;;20041018;20041122;275000;A;R;RESIDENCE;;CE;;0;AB157268;
C;004;108138;19;20050104 11:37;B/402811;
D;004;108138;19;20050104 11:37;P;;;;;;
D;004;108138;19;20050104 11:37;P;;;;;;
D;004;108138;19;20050104 11:37;V;;;;;;
D;004;108138;19;20050104 11:37;V;;;;;;
B;004;109823;20;20050104 11:37;;;30;ENDEAVOUR CL;WOODRISING;2284;1013.6;M;20040824;20041122;325000;A;R;RESIDENCE;;FB;;0;AB165162;
C;004;109823;20;20050104 11:37;5042/826249;
D;004;109823;20;20050104 11:37;P;;;;;;
D;004;109823;20;20050104 11:37;V;;;;;;
D;004;109823;20;20050104 11:37;V;;;;;;
B;004;110591;21;20050104 11:37;;;112;TORONTO RD;BOORAGUL;2284;505.9;M;20041101;20041213;180000;A;R;RESIDENCE;;FD;;0;AB176471;
C;004;110591;21;20050104 11:37;6/6/14421;
D;004;110591;21;20050104 11:37;P;;;;;;
D;004;110591;21;20050104 11:37;V;;;;;;
B;004;111242;22;20050104 11:37;;;420;CURRAWONG CCT;CAMS WHARF;2281;82.5;M;20041001;20041125;272500;O;R;RESIDENCE;;RR;;0;AB165165;
C;004;111242;22;20050104 11:37;9/285546;
D;004;111242;22;20050104 11:37;P;;;;;;
D;004;111242;22;20050104 11:37;P;;;;;;
D;004;111242;22;20050104 11:37;P;;;;;;
D;004;111242;22;20050104 11:37;V;;;;;;
D;004;111242;22;20050104 11:37;V;;;;;;
B;004;111345;23;20050104 11:37;;;35;KINGFISHER CCT;CAMS WHARF;2281;33.7;M;20021121;20021217;330000;O;R;RESIDENCE;;RR;AC;0;9298358;
C;004;111345;23;20050104 11:37;PT 13/285268;
D;004;111345;23;20050104 11:37;P;;;;;;
D;004;111345;23;20050104 11:37;V;;;;;;
B;004;111449;24;20050104 11:37;;;35;KINGFISHER CCT;CAMS WHARF;2281;165.2;M;20021121;20021217;330000;O;R;RESIDENCE;;RR;AC;0;9298358;
C;004;111449;24;20050104 11:37;PT 13/285268;
D;004;111449;24;20050104 11:37;P;;;;;;
D;004;111449;24;20050104 11:37;V;;;;;;
B;004;111587;25;20050104 11:37;;;55;ALHAMBRA AVE;MACQUARIE HILLS;2285;;;20041102;20041126;315000;A;R;RESIDENCE;;CZ;;0;AB157848;
C;004;111587;25;20050104 11:37;564/245765;
D;004;111587;25;20050104 11:37;P;;;;;;
D;004;111587;25;20050104 11:37;P;;;;;;
D;004;111587;25;20050104 11:37;V;;;;;;
