A;158;20040202 11:52;PTHIRLWELL;
B;158;1739293;1;20040202 11:52;;;57;MAIN RD;BONALBO;2469;;;20031218;20040112;58500;Z;V;VACANT LAND;;VA;;0;AA320210;
C;158;1739293;1;20040202 11:52;3/3/6063;
D;158;1739293;1;20040202 11:52;P;;;;;;
D;158;1739293;1;20040202 11:52;V;;;;;;
B;158;1739325;2;20040202 11:52;;;27;OAK ST;BONALBO;2469;;;20031107;20031208;69000;Z;R;RESIDENCE;;VA;;0;AA328963;
C;158;1739325;2;20040202 11:52;14/H/10036;
D;158;1739325;2;20040202 11:52;P;;;;;;
D;158;1739325;2;20040202 11:52;V;;;;;;
B;158;1739730;3;20040202 11:52;;;41;MACPHERSON ST;WOODENBONG;2476;1012;M;20031204;20031219;125000;Z;R;RESIDENCE;;VL;;0;AA328581;
C;158;1739730;3;20040202 11:52;2/8/759111;
D;158;1739730;3;20040202 11:52;P;;;;;;
D;158;1739730;3;20040202 11:52;P;;;;;;
D;158;1739730;3;20040202 11:52;V;;;;;;
B;158;1739782;4;20040202 11:52;;;17;RICHMOND ST;WOODENBONG;2476;1012;M;20031118;20031219;175000;Z;R;RESIDENCE;;VK;;0;AA340334;
C;158;1739782;4;20040202 11:52;12//599290;
D;158;1739782;4;20040202 11:52;P;;;;;;
D;158;1739782;4;20040202 11:52;P;;;;;;
D;158;1739782;4;20040202 11:52;V;;;;;;
D;158;1739782;4;20040202 11:52;V;;;;;;
B;158;1739867;5;20040202 11:52;;;756;DYRAABA CREEK RD;DYRAABA;2470;382.4;H;20030729;20031001;700000;R;3;HOUSE & LAND;;RG;;0;AA212505;
C;158;1739867;5;20040202 11:52;103, 104//755732 3, 5, 7//878572;
D;158;1739867;5;20040202 11:52;P;;;;;;
D;158;1739867;5;20040202 11:52;V;;;;;;
D;158;1739867;5;20040202 11:52;V;;;;;;
B;158;1740078;6;20040202 11:52;;;258;SMITHS CREEK RD;SMITHS CREEK;2484;40;H;20031203;20031222;222000;R;R;RESIDENCE;;RD;;0;AA359350;
C;158;1740078;6;20040202 11:52;3//772030;
D;158;1740078;6;20040202 11:52;P;;;;;;
D;158;1740078;6;20040202 11:52;V;;;;;;
D;158;1740078;6;20040202 11:52;V;;;;;;
B;158;1740386;7;20040202 11:52;;;;KILLALOE RD;COLLINS CREEK;2474;66.6;H;20031114;20031114;435000;R;R;RESIDENCE;;RE;;0;AA311148;
