A;137;20050104 11:45;MASMITH;
B;137;1388556;1;20050104 11:45;;;11;ARDGRYFFE ST;ENFIELD;2136;;;20041016;20041208;791000;A;R;RESIDENCE;;ES;;0;AB160539;
C;137;1388556;1;20050104 11:45;18/7371;
D;137;1388556;1;20050104 11:45;P;;;;;;
D;137;1388556;1;20050104 11:45;V;;;;;;
D;137;1388556;1;20050104 11:45;V;;;;;;
B;137;1388742;2;20050104 11:45;;;51;BADMINTON RD;CROYDON;2132;;;20041207;20041207;68500;A;R;RESIDENCE;;EG;;0;AB159355;
C;137;1388742;2;20050104 11:45;5/12458;
D;137;1388742;2;20050104 11:45;P;;;;;;
D;137;1388742;2;20050104 11:45;P;;;;;;
D;137;1388742;2;20050104 11:45;P;;;;;;
D;137;1388742;2;20050104 11:45;P;;;;;;
D;137;1388742;2;20050104 11:45;P;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
D;137;1388742;2;20050104 11:45;V;;;;;;
B;137;1388751;3;20050104 11:45;;;31;BADMINTON RD;CROYDON;2132;480.6;M;20041207;20041207;95200;A;R;RESIDENCE;;EG;;0;AB159370;
C;137;1388751;3;20050104 11:45;1/503946;
D;137;1388751;3;20050104 11:45;P;;;;;;
D;137;1388751;3;20050104 11:45;P;;;;;;
D;137;1388751;3;20050104 11:45;P;;;;;;
D;137;1388751;3;20050104 11:45;P;;;;;;
D;137;1388751;3;20050104 11:45;V;;;;;;
D;137;1388751;3;20050104 11:45;V;;;;;;
D;137;1388751;3;20050104 11:45;V;;;;;;
D;137;1388751;3;20050104 11:45;V;;;;;;
D;137;1388751;3;20050104 11:45;V;;;;;;
D;137;1388751;3;20050104 11:45;V;;;;;;
D;137;1388751;3;20050104 11:45;V;;;;;;
B;137;1391115;4;20050104 11:45;;;41;CONDER ST;BURWOOD;2134;;;20040925;20041208;1241000;A;R;RESIDENCE;;EC;;0;AB154908;
C;137;1391115;4;20050104 11:45;1/942580;
D;137;1391115;4;20050104 11:45;P;;;;;;
D;137;1391115;4;20050104 11:45;V;;;;;;
D;137;1391115;4;20050104 11:45;V;;;;;;
