A;529;20050104 11:53;MASMITH;
B;529;431853;1;20050104 11:53;;;151;CLIFFORD ST;GOULBURN;2580;;;20041028;20041208;100000;A;R;RESIDENCE;;AT;;0;AB174683;
C;529;431853;1;20050104 11:53;5/743659;
D;529;431853;1;20050104 11:53;P;;;;;;
D;529;431853;1;20050104 11:53;V;;;;;;
D;529;431853;1;20050104 11:53;V;;;;;;
D;529;431853;1;20050104 11:53;V;;;;;;
D;529;431853;1;20050104 11:53;V;;;;;;
D;529;431853;1;20050104 11:53;V;;;;;;
B;529;432466;2;20050104 11:53;;;41;COWPER ST;GOULBURN;2580;;;20041029;20041217;375000;A;R;RESIDENCE;;AT;;0;AB176614;
C;529;432466;2;20050104 11:53;9/55/758468;
D;529;432466;2;20050104 11:53;P;;;;;;
D;529;432466;2;20050104 11:53;P;;;;;;
D;529;432466;2;20050104 11:53;V;;;;;;
D;529;432466;2;20050104 11:53;V;;;;;;
B;529;433149;3;20050104 11:53;;;8;EMMERSON ST;GOULBURN;2580;987.6;M;20040914;20041214;226900;A;R;RESIDENCE;;AG;;0;AB172942;
C;529;433149;3;20050104 11:53;1/825265;
D;529;433149;3;20050104 11:53;P;;;;;;
D;529;433149;3;20050104 11:53;P;;;;;;
D;529;433149;3;20050104 11:53;V;;;;;;
D;529;433149;3;20050104 11:53;V;;;;;;
B;529;433285;4;20050104 11:53;;;26;FAITHFULL ST;GOULBURN;2580;1298;M;20041104;20041201;285000;A;R;RESIDENCE;;AG;;0;AB151135;
C;529;433285;4;20050104 11:53;4/1047495;
D;529;433285;4;20050104 11:53;P;;;;;;
D;529;433285;4;20050104 11:53;P;;;;;;
D;529;433285;4;20050104 11:53;V;;;;;;
D;529;433285;4;20050104 11:53;V;;;;;;
B;529;433997;5;20050104 11:53;;;138;GRAFTON ST;GOULBURN;2580;346.2;M;20041102;20041130;176000;A;R;RESIDENCE;;AU;;0;AB154280;
C;529;433997;5;20050104 11:53;1/112202;
D;529;433997;5;20050104 11:53;P;;;;;;
D;529;433997;5;20050104 11:53;V;;;;;;
D;529;433997;5;20050104 11:53;V;;;;;;
B;529;434282;6;20050104 11:53;;;4;HERCULES ST;GOULBURN;2580;4047;M;20040915;20041029;135000;A;R;RESIDENCE;;AJ;;0;AB155857;
C;529;434282;6;20050104 11:53;10, 11, 13, 14/9/979849;
D;529;434282;6;20050104 11:53;P;;;;;;
D;529;434282;6;20050104 11:53;P;;;;;;
D;529;434282;6;20050104 11:53;V;;;;;;
D;529;434282;6;20050104 11:53;V;;;;;;
B;529;434835;7;20050104 11:53;;;1;JUBILEE AVE;GOULBURN;2580;695.6;M;20041104;20041210;150000;A;R;RESIDENCE;;AH;;0;AB154808;
C;529;434835;7;20050104 11:53;121/36685;
D;529;434835;7;20050104 11:53;P;;;;;;
D;529;434835;7;20050104 11:53;P;;;;;;
D;529;434835;7;20050104 11:53;V;;;;;;
D;529;434835;7;20050104 11:53;V;;;;;;
B;529;437813;8;20050104 11:53;;;75;TARALGA RD;GOULBURN;2580;1097;M;20041116;20041214;147500;A;V;VACANT LAND;;AB;;0;AB163765;
C;529;437813;8;20050104 11:53;L/16183;
D;529;437813;8;20050104 11:53;P;;;;;;
D;529;437813;8;20050104 11:53;V;;;;;;
D;529;437813;8;20050104 11:53;V;;;;;;
